uniprot_accession,protein_name,pathway,compound,cid
P37198,Nuclear pore glycoprotein p62,Reactome_R-HSA-1430728,caffeine,2519
P37268,Squalene synthase,Reactome_R-HSA-1430728,caffeine,2519
P37837,Transaldolase,Reactome_R-HSA-1430728,caffeine,2519
P38117,Electron transfer flavoprotein subunit beta,Reactome_R-HSA-1430728,caffeine,2519
P38567,Hyaluronidase PH-20,Reactome_R-HSA-1430728,caffeine,2519
P38646,"Stress-70 protein, mitochondrial",Reactome_R-HSA-1430728,caffeine,2519
P39877,Phospholipase A2 group V,Reactome_R-HSA-1430728,caffeine,2519
P40126,L-dopachrome tautomerase,Reactome_R-HSA-1430728,caffeine,2519
P40261,Nicotinamide N-methyltransferase,Reactome_R-HSA-1430728,caffeine,2519
P40394,All-trans-retinol dehydrogenase [NAD(+)] ADH7,Reactome_R-HSA-1430728,caffeine,2519
P40925,"Malate dehydrogenase, cytoplasmic",Reactome_R-HSA-1430728,caffeine,2519
P40926,"Malate dehydrogenase, mitochondrial",Reactome_R-HSA-1430728,caffeine,2519
P40939,"Trifunctional enzyme subunit alpha, mitochondrial",Reactome_R-HSA-1430728,caffeine,2519
P41222,Prostaglandin-H2 D-isomerase,Reactome_R-HSA-1430728,caffeine,2519
P41247,Patatin-like phospholipase domain-containing protein 4,Reactome_R-HSA-1430728,caffeine,2519
P41252,"Isoleucine--tRNA ligase, cytoplasmic",Reactome_R-HSA-1430728,caffeine,2519
P41440,Reduced folate transporter,Reactome_R-HSA-1430728,caffeine,2519
P42126,"Enoyl-CoA delta isomerase 1, mitochondrial",Reactome_R-HSA-1430728,caffeine,2519
P42330,Aldo-keto reductase family 1 member C3,Reactome_R-HSA-1430728,caffeine,2519
P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",Reactome_R-HSA-1430728,caffeine,2519
P42338,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform",Reactome_R-HSA-1430728,caffeine,2519
P42357,Histidine ammonia-lyase,Reactome_R-HSA-1430728,caffeine,2519
P42765,"3-ketoacyl-CoA thiolase, mitochondrial",Reactome_R-HSA-1430728,caffeine,2519
P42898,Methylenetetrahydrofolate reductase (NADPH),Reactome_R-HSA-1430728,caffeine,2519
P43155,Carnitine O-acetyltransferase,Reactome_R-HSA-1430728,caffeine,2519
P43166,Carbonic anhydrase 7,Reactome_R-HSA-1430728,caffeine,2519
P43220,Glucagon-like peptide 1 receptor,Reactome_R-HSA-1430728,caffeine,2519
P43251,Biotinidase,Reactome_R-HSA-1430728,caffeine,2519
P43304,"Glycerol-3-phosphate dehydrogenase, mitochondrial",Reactome_R-HSA-1430728,caffeine,2519
P43353,Aldehyde dehydrogenase family 3 member B1,Reactome_R-HSA-1430728,caffeine,2519
P43490,Nicotinamide phosphoribosyltransferase,Reactome_R-HSA-1430728,caffeine,2519
P45381,Aspartoacylase,Reactome_R-HSA-1430728,caffeine,2519
P45954,"Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial",Reactome_R-HSA-1430728,caffeine,2519
P46019,"Phosphorylase b kinase regulatory subunit alpha, liver isoform",Reactome_R-HSA-1430728,caffeine,2519
P46020,"Phosphorylase b kinase regulatory subunit alpha, skeletal muscle isoform",Reactome_R-HSA-1430728,caffeine,2519
P46439,Glutathione S-transferase Mu 5,Reactome_R-HSA-1430728,caffeine,2519
P46597,Acetylserotonin O-methyltransferase,Reactome_R-HSA-1430728,caffeine,2519
P46721,Solute carrier organic anion transporter family member 1A2,Reactome_R-HSA-1430728,caffeine,2519
P46926,Glucosamine-6-phosphate deaminase 1,Reactome_R-HSA-1430728,caffeine,2519
P46940,Ras GTPase-activating-like protein IQGAP1,Reactome_R-HSA-1430728,caffeine,2519
P46952,"3-hydroxyanthranilate 3,4-dioxygenase",Reactome_R-HSA-1430728,caffeine,2519
P46976,Glycogenin-1,Reactome_R-HSA-1430728,caffeine,2519
P47712,Cytosolic phospholipase A2,Reactome_R-HSA-1430728,caffeine,2519
P47871,Glucagon receptor,Reactome_R-HSA-1430728,caffeine,2519
P47897,Glutamine--tRNA ligase,Reactome_R-HSA-1430728,caffeine,2519
P47985,"Cytochrome b-c1 complex subunit Rieske, mitochondrial",Reactome_R-HSA-1430728,caffeine,2519
P47989,Xanthine dehydrogenase/oxidase,Reactome_R-HSA-1430728,caffeine,2519
P48047,"ATP synthase peripheral stalk subunit OSCP, mitochondrial",Reactome_R-HSA-1430728,caffeine,2519
P48060,Glioma pathogenesis-related protein 1,Reactome_R-HSA-1430728,caffeine,2519
P48163,NADP-dependent malic enzyme,Reactome_R-HSA-1430728,caffeine,2519
P48426,Phosphatidylinositol 5-phosphate 4-kinase type-2 alpha,Reactome_R-HSA-1430728,caffeine,2519
P48448,Aldehyde dehydrogenase family 3 member B2,Reactome_R-HSA-1430728,caffeine,2519
P48449,Lanosterol synthase,Reactome_R-HSA-1430728,caffeine,2519
P48506,Glutamate--cysteine ligase catalytic subunit,Reactome_R-HSA-1430728,caffeine,2519
P48507,Glutamate--cysteine ligase regulatory subunit,Reactome_R-HSA-1430728,caffeine,2519
P48637,Glutathione synthetase,Reactome_R-HSA-1430728,caffeine,2519
P48651,Phosphatidylserine synthase 1,Reactome_R-HSA-1430728,caffeine,2519
P48728,"Aminomethyltransferase, mitochondrial",Reactome_R-HSA-1430728,caffeine,2519
P48735,"Isocitrate dehydrogenase [NADP], mitochondrial",Reactome_R-HSA-1430728,caffeine,2519
P48736,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform",Reactome_R-HSA-1430728,caffeine,2519
P48739,Phosphatidylinositol transfer protein beta isoform,Reactome_R-HSA-1430728,caffeine,2519
P48775,"Tryptophan 2,3-dioxygenase",Reactome_R-HSA-1430728,caffeine,2519
P49137,MAP kinase-activated protein kinase 2,Reactome_R-HSA-1430728,caffeine,2519
P49189,4-trimethylaminobutyraldehyde dehydrogenase,Reactome_R-HSA-1430728,caffeine,2519
P49247,Ribose-5-phosphate isomerase,Reactome_R-HSA-1430728,caffeine,2519
P49327,Fatty acid synthase,Reactome_R-HSA-1430728,caffeine,2519
P49336,Cyclin-dependent kinase 8,Reactome_R-HSA-1430728,caffeine,2519
P49419,Alpha-aminoadipic semialdehyde dehydrogenase,Reactome_R-HSA-1430728,caffeine,2519
P49441,Inositol polyphosphate 1-phosphatase,Reactome_R-HSA-1430728,caffeine,2519
P49585,Choline-phosphate cytidylyltransferase A,Reactome_R-HSA-1430728,caffeine,2519
P49591,"Serine--tRNA ligase, cytoplasmic",Reactome_R-HSA-1430728,caffeine,2519
P49638,Alpha-tocopherol transfer protein,Reactome_R-HSA-1430728,caffeine,2519
P49675,"Steroidogenic acute regulatory protein, mitochondrial",Reactome_R-HSA-1430728,caffeine,2519
P49748,"Very long-chain acyl-CoA dehydrogenase, mitochondrial",Reactome_R-HSA-1430728,caffeine,2519
P49790,Nuclear pore complex protein Nup153,Reactome_R-HSA-1430728,caffeine,2519
P49792,E3 SUMO-protein ligase RanBP2,Reactome_R-HSA-1430728,caffeine,2519
P49821,"NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial",Reactome_R-HSA-1430728,caffeine,2519
P49888,Sulfotransferase 1E1,Reactome_R-HSA-1430728,caffeine,2519
P49895,Type I iodothyronine deiodinase,Reactome_R-HSA-1430728,caffeine,2519
P49902,Cytosolic purine 5'-nucleotidase,Reactome_R-HSA-1430728,caffeine,2519
P49914,5-formyltetrahydrofolate cyclo-ligase,Reactome_R-HSA-1430728,caffeine,2519
P49915,GMP synthase [glutamine-hydrolyzing],Reactome_R-HSA-1430728,caffeine,2519
P49961,Ectonucleoside triphosphate diphosphohydrolase 1,Reactome_R-HSA-1430728,caffeine,2519
P50053,Ketohexokinase,Reactome_R-HSA-1430728,caffeine,2519
P50120,Retinol-binding protein 2,Reactome_R-HSA-1430728,caffeine,2519
P50135,Histamine N-methyltransferase,Reactome_R-HSA-1430728,caffeine,2519
P50213,"Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial",Reactome_R-HSA-1430728,caffeine,2519
P50225,Sulfotransferase 1A1,Reactome_R-HSA-1430728,caffeine,2519
P50226,Sulfotransferase 1A2,Reactome_R-HSA-1430728,caffeine,2519
P50336,Protoporphyrinogen oxidase,Reactome_R-HSA-1430728,caffeine,2519
P50416,"Carnitine O-palmitoyltransferase 1, liver isoform",Reactome_R-HSA-1430728,caffeine,2519
P50440,"Glycine amidinotransferase, mitochondrial",Reactome_R-HSA-1430728,caffeine,2519
P50570,Dynamin-2,Reactome_R-HSA-1430728,caffeine,2519
P50747,Biotin--protein ligase,Reactome_R-HSA-1430728,caffeine,2519
P50897,Palmitoyl-protein thioesterase 1,Reactome_R-HSA-1430728,caffeine,2519
P51161,Gastrotropin,Reactome_R-HSA-1430728,caffeine,2519
P51178,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-1",Reactome_R-HSA-1430728,caffeine,2519
P51553,"Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial",Reactome_R-HSA-1430728,caffeine,2519
P51570,Galactokinase,Reactome_R-HSA-1430728,caffeine,2519
P51580,Thiopurine S-methyltransferase,Reactome_R-HSA-1430728,caffeine,2519
P51648-1,FALDH-N,Reactome_R-HSA-1430728,caffeine,2519
P51648-2,FALDH-V,Reactome_R-HSA-1430728,caffeine,2519
P51659,Peroxisomal multifunctional enzyme type 2,Reactome_R-HSA-1430728,caffeine,2519
P51687,"Sulfite oxidase, mitochondrial",Reactome_R-HSA-1430728,caffeine,2519
P51688,N-sulphoglucosamine sulphohydrolase,Reactome_R-HSA-1430728,caffeine,2519
P51813,Cytoplasmic tyrosine-protein kinase BMX,Reactome_R-HSA-1430728,caffeine,2519
P51857,Aldo-keto reductase family 1 member D1,Reactome_R-HSA-1430728,caffeine,2519
P51970,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8,Reactome_R-HSA-1430728,caffeine,2519
P52209,"6-phosphogluconate dehydrogenase, decarboxylating",Reactome_R-HSA-1430728,caffeine,2519
P52758,2-iminobutanoate/2-iminopropanoate deaminase,Reactome_R-HSA-1430728,caffeine,2519
P52788,Spermine synthase,Reactome_R-HSA-1430728,caffeine,2519
P52948-5,NUP98-5,Reactome_R-HSA-1430728,caffeine,2519
P53384,Cytosolic Fe-S cluster assembly factor NUBP1,Reactome_R-HSA-1430728,caffeine,2519
P53396,ATP-citrate synthase,Reactome_R-HSA-1430728,caffeine,2519
P53597,"Succinate--CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial",Reactome_R-HSA-1430728,caffeine,2519
P53602,Diphosphomevalonate decarboxylase,Reactome_R-HSA-1430728,caffeine,2519
P53701,Holocytochrome c-type synthase,Reactome_R-HSA-1430728,caffeine,2519
P54136,"Arginine--tRNA ligase, cytoplasmic",Reactome_R-HSA-1430728,caffeine,2519
P54646,5'-AMP-activated protein kinase catalytic subunit alpha-2,Reactome_R-HSA-1430728,caffeine,2519
P54687,"Branched-chain-amino-acid aminotransferase, cytosolic",Reactome_R-HSA-1430728,caffeine,2519
P54802,Alpha-N-acetylglucosaminidase,Reactome_R-HSA-1430728,caffeine,2519
P54803,Galactocerebrosidase,Reactome_R-HSA-1430728,caffeine,2519
P54819,"Adenylate kinase 2, mitochondrial",Reactome_R-HSA-1430728,caffeine,2519
P54840,"Glycogen [starch] synthase, liver",Reactome_R-HSA-1430728,caffeine,2519
P54868,"Hydroxymethylglutaryl-CoA synthase, mitochondrial",Reactome_R-HSA-1430728,caffeine,2519
P54886-1,P5CS long,Reactome_R-HSA-1430728,caffeine,2519
P54886-2,ALDH18A1-2,Reactome_R-HSA-1430728,caffeine,2519
P55073,Thyroxine 5-deiodinase,Reactome_R-HSA-1430728,caffeine,2519
P55084,"Trifunctional enzyme subunit beta, mitochondrial",Reactome_R-HSA-1430728,caffeine,2519
P55263,Adenosine kinase,Reactome_R-HSA-1430728,caffeine,2519
P55735,Protein SEC13 homolog,Reactome_R-HSA-1430728,caffeine,2519
P55809,"Succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial",Reactome_R-HSA-1430728,caffeine,2519
P56134,"ATP synthase F(0) complex subunit f, mitochondrial",Reactome_R-HSA-1430728,caffeine,2519
P56181,"NADH dehydrogenase [ubiquinone] flavoprotein 3, mitochondrial",Reactome_R-HSA-1430728,caffeine,2519
P56192,"Methionine--tRNA ligase, cytoplasmic",Reactome_R-HSA-1430728,caffeine,2519
P56378,"ATP synthase F(0) complex subunit j, mitochondrial",Reactome_R-HSA-1430728,caffeine,2519
P56381,"ATP synthase F(1) complex subunit epsilon, mitochondrial",Reactome_R-HSA-1430728,caffeine,2519
P56385,"ATP synthase F(0) complex subunit e, mitochondrial",Reactome_R-HSA-1430728,caffeine,2519
P56556,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6,Reactome_R-HSA-1430728,caffeine,2519
P56937,3-keto-steroid reductase/17-beta-hydroxysteroid dehydrogenase 7,Reactome_R-HSA-1430728,caffeine,2519
P57740,Nuclear pore complex protein Nup107,Reactome_R-HSA-1430728,caffeine,2519
P57772,Selenocysteine-specific elongation factor,Reactome_R-HSA-1430728,caffeine,2519
P60174,Triosephosphate isomerase,Reactome_R-HSA-1430728,caffeine,2519
P60484,"Phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN",Reactome_R-HSA-1430728,caffeine,2519
P60880,Synaptosomal-associated protein 25,Reactome_R-HSA-1430728,caffeine,2519
P60891,Ribose-phosphate pyrophosphokinase 1,Reactome_R-HSA-1430728,caffeine,2519
P61106,Ras-related protein Rab-14,Reactome_R-HSA-1430728,caffeine,2519
P61204,ADP-ribosylation factor 3,Reactome_R-HSA-1430728,caffeine,2519
P61457,Pterin-4-alpha-carbinolamine dehydratase,Reactome_R-HSA-1430728,caffeine,2519
P61764,Syntaxin-binding protein 1,Reactome_R-HSA-1430728,caffeine,2519
P61956,Small ubiquitin-related modifier 2,Reactome_R-HSA-1430728,caffeine,2519
P62826,GTP-binding nuclear protein Ran,Reactome_R-HSA-1430728,caffeine,2519
P62834,Ras-related protein Rap-1A,Reactome_R-HSA-1430728,caffeine,2519
P63027,Vesicle-associated membrane protein 2,Reactome_R-HSA-1430728,caffeine,2519
P63279,SUMO-conjugating enzyme UBC9,Reactome_R-HSA-1430728,caffeine,2519
P67870,Casein kinase II subunit beta,Reactome_R-HSA-1430728,caffeine,2519
P78330,Phosphoserine phosphatase,Reactome_R-HSA-1430728,caffeine,2519
P78356,Phosphatidylinositol 5-phosphate 4-kinase type-2 beta,Reactome_R-HSA-1430728,caffeine,2519
P78368,Casein kinase I isoform gamma-2,Reactome_R-HSA-1430728,caffeine,2519
P78406,mRNA export factor RAE1,Reactome_R-HSA-1430728,caffeine,2519
P78417,Glutathione S-transferase omega-1,Reactome_R-HSA-1430728,caffeine,2519
P78540,"Arginase-2, mitochondrial",Reactome_R-HSA-1430728,caffeine,2519
P82909,Alpha-ketoglutarate dehydrogenase component 4,Reactome_R-HSA-1430728,caffeine,2519
P84077,ADP-ribosylation factor 1,Reactome_R-HSA-1430728,caffeine,2519
P86397,"Hydroxyacyl-thioester dehydratase type 2, mitochondrial",Reactome_R-HSA-1430728,caffeine,2519
P98164,Low-density lipoprotein receptor-related protein 2,Reactome_R-HSA-1430728,caffeine,2519
P99999,Cytochrome c,Reactome_R-HSA-1430728,caffeine,2519
Q00722,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-2",Reactome_R-HSA-1430728,caffeine,2519
Q00796,Sorbitol dehydrogenase,Reactome_R-HSA-1430728,caffeine,2519
Q00973,"Beta-1,4 N-acetylgalactosaminyltransferase 1",Reactome_R-HSA-1430728,caffeine,2519
Q01432,AMP deaminase 3,Reactome_R-HSA-1430728,caffeine,2519
Q01433,AMP deaminase 2,Reactome_R-HSA-1430728,caffeine,2519
Q01581,"Hydroxymethylglutaryl-CoA synthase, cytoplasmic",Reactome_R-HSA-1430728,caffeine,2519
Q01650,Large neutral amino acids transporter small subunit 1,Reactome_R-HSA-1430728,caffeine,2519
Q01668,Voltage-dependent L-type calcium channel subunit alpha-1D,Reactome_R-HSA-1430728,caffeine,2519
Q01740,Flavin-containing monooxygenase 1,Reactome_R-HSA-1430728,caffeine,2519
Q01813,"ATP-dependent 6-phosphofructokinase, platelet type",Reactome_R-HSA-1430728,caffeine,2519
Q01970,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-3",Reactome_R-HSA-1430728,caffeine,2519
Q02127,"Dihydroorotate dehydrogenase (quinone), mitochondrial",Reactome_R-HSA-1430728,caffeine,2519
Q02161,Blood group Rh(D) polypeptide,Reactome_R-HSA-1430728,caffeine,2519
Q02252,"Methylmalonate-semialdehyde/malonate-semialdehyde dehydrogenase [acylating], mitochondrial",Reactome_R-HSA-1430728,caffeine,2519
Q02318,"Sterol 26-hydroxylase, mitochondrial",Reactome_R-HSA-1430728,caffeine,2519
Q02338,"D-beta-hydroxybutyrate dehydrogenase, mitochondrial",Reactome_R-HSA-1430728,caffeine,2519
Q02928,Cytochrome P450 4A11,Reactome_R-HSA-1430728,caffeine,2519
Q02978,Mitochondrial 2-oxoglutarate/malate carrier protein,Reactome_R-HSA-1430728,caffeine,2519
Q03013,Glutathione S-transferase Mu 4,Reactome_R-HSA-1430728,caffeine,2519
Q03135,Caveolin-1,Reactome_R-HSA-1430728,caffeine,2519
Q03154,Aminoacylase-1,Reactome_R-HSA-1430728,caffeine,2519
Q03181,Peroxisome proliferator-activated receptor delta,Reactome_R-HSA-1430728,caffeine,2519
Q03393,6-pyruvoyl tetrahydrobiopterin synthase,Reactome_R-HSA-1430728,caffeine,2519
Q03426,Mevalonate kinase,Reactome_R-HSA-1430728,caffeine,2519
Q04446,"1,4-alpha-glucan-branching enzyme",Reactome_R-HSA-1430728,caffeine,2519
Q04671,P protein,Reactome_R-HSA-1430728,caffeine,2519
Q04760,Lactoylglutathione lyase,Reactome_R-HSA-1430728,caffeine,2519
Q05469,Hormone-sensitive lipase,Reactome_R-HSA-1430728,caffeine,2519
Q05932-1,FOLC_HUMAN,Reactome_R-HSA-1430728,caffeine,2519
Q05932-2,FOLC_HUMAN,Reactome_R-HSA-1430728,caffeine,2519
Q06136,3-ketodihydrosphingosine reductase,Reactome_R-HSA-1430728,caffeine,2519
Q06203,Amidophosphoribosyltransferase,Reactome_R-HSA-1430728,caffeine,2519
Q06278,Aldehyde oxidase,Reactome_R-HSA-1430728,caffeine,2519
Q06520,Sulfotransferase 2A1,Reactome_R-HSA-1430728,caffeine,2519
Q07869,Peroxisome proliferator-activated receptor alpha,Reactome_R-HSA-1430728,caffeine,2519
Q07973,"1,25-dihydroxyvitamin D(3) 24-hydroxylase, mitochondrial",Reactome_R-HSA-1430728,caffeine,2519
Q08426,Peroxisomal bifunctional enzyme,Reactome_R-HSA-1430728,caffeine,2519
Q08623,Pseudouridine-5'-phosphatase,Reactome_R-HSA-1430728,caffeine,2519
Q08AM6,Protein VAC14 homolog,Reactome_R-HSA-1430728,caffeine,2519
Q09428,ATP-binding cassette sub-family C member 8,Reactome_R-HSA-1430728,caffeine,2519
Q09472,Histone acetyltransferase p300,Reactome_R-HSA-1430728,caffeine,2519
Q10588,ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 2,Reactome_R-HSA-1430728,caffeine,2519
Q10981,"Galactoside alpha-(1,2)-fucosyltransferase 2",Reactome_R-HSA-1430728,caffeine,2519
Q11203,"CMP-N-acetylneuraminate-beta-1,4-galactoside alpha-2,3-sialyltransferase",Reactome_R-HSA-1430728,caffeine,2519
Q12769,Nuclear pore complex protein Nup160,Reactome_R-HSA-1430728,caffeine,2519
Q12770,Sterol regulatory element-binding protein cleavage-activating protein,Reactome_R-HSA-1430728,caffeine,2519
Q12882,Dihydropyrimidine dehydrogenase [NADP(+)],Reactome_R-HSA-1430728,caffeine,2519
Q12887,"Protoheme IX farnesyltransferase, mitochondrial",Reactome_R-HSA-1430728,caffeine,2519
Q12891,Hyaluronidase-2,Reactome_R-HSA-1430728,caffeine,2519
Q12904,Aminoacyl tRNA synthase complex-interacting multifunctional protein 1,Reactome_R-HSA-1430728,caffeine,2519
Q12908,Ileal sodium/bile acid cotransporter,Reactome_R-HSA-1430728,caffeine,2519
Q12923,Tyrosine-protein phosphatase non-receptor type 13,Reactome_R-HSA-1430728,caffeine,2519
Q12931,"Heat shock protein 75 kDa, mitochondrial",Reactome_R-HSA-1430728,caffeine,2519
Q13018,Secretory phospholipase A2 receptor,Reactome_R-HSA-1430728,caffeine,2519
Q13057,Bifunctional coenzyme A synthase,Reactome_R-HSA-1430728,caffeine,2519
Q13085,Acetyl-CoA carboxylase 1,Reactome_R-HSA-1430728,caffeine,2519
Q13126,S-methyl-5'-thioadenosine phosphorylase,Reactome_R-HSA-1430728,caffeine,2519
Q13155,Aminoacyl tRNA synthase complex-interacting multifunctional protein 2,Reactome_R-HSA-1430728,caffeine,2519
Q13227,G protein pathway suppressor 2,Reactome_R-HSA-1430728,caffeine,2519
Q13237,cGMP-dependent protein kinase 2,Reactome_R-HSA-1430728,caffeine,2519
Q13423,"NAD(P) transhydrogenase, mitochondrial",Reactome_R-HSA-1430728,caffeine,2519
Q13496,Myotubularin,Reactome_R-HSA-1430728,caffeine,2519
Q13503,Mediator of RNA polymerase II transcription subunit 21,Reactome_R-HSA-1430728,caffeine,2519
Q13510,Acid ceramidase,Reactome_R-HSA-1430728,caffeine,2519
Q13572,Inositol-tetrakisphosphate 1-kinase,Reactome_R-HSA-1430728,caffeine,2519
Q13614,"Phosphatidylinositol-3,5-bisphosphate 3-phosphatase MTMR2",Reactome_R-HSA-1430728,caffeine,2519
Q13822,Autotaxin,Reactome_R-HSA-1430728,caffeine,2519
Q13825,"Methylglutaconyl-CoA hydratase, mitochondrial",Reactome_R-HSA-1430728,caffeine,2519
Q13907,Isopentenyl-diphosphate Delta-isomerase 1,Reactome_R-HSA-1430728,caffeine,2519
Q13936,Voltage-dependent L-type calcium channel subunit alpha-1C,Reactome_R-HSA-1430728,caffeine,2519
Q13952,Nuclear transcription factor Y subunit gamma,Reactome_R-HSA-1430728,caffeine,2519
Q14032,Bile acid-CoA:amino acid N-acyltransferase,Reactome_R-HSA-1430728,caffeine,2519
Q14061,Cytochrome c oxidase copper chaperone,Reactome_R-HSA-1430728,caffeine,2519
Q14117,Dihydropyrimidinase,Reactome_R-HSA-1430728,caffeine,2519
Q14192,Four and a half LIM domains protein 2,Reactome_R-HSA-1430728,caffeine,2519
Q14353,Guanidinoacetate N-methyltransferase,Reactome_R-HSA-1430728,caffeine,2519
Q14376,UDP-glucose 4-epimerase,Reactome_R-HSA-1430728,caffeine,2519
Q14397,Glucokinase regulatory protein,Reactome_R-HSA-1430728,caffeine,2519
Q14534,Squalene monooxygenase,Reactome_R-HSA-1430728,caffeine,2519
Q14571,"Inositol 1,4,5-trisphosphate-gated calcium channel ITPR2",Reactome_R-HSA-1430728,caffeine,2519
Q14573,"Inositol 1,4,5-trisphosphate-gated calcium channel ITPR3",Reactome_R-HSA-1430728,caffeine,2519
Q14643,"Inositol 1,4,5-trisphosphate-gated calcium channel ITPR1",Reactome_R-HSA-1430728,caffeine,2519
Q14654,ATP-sensitive inward rectifier potassium channel 11,Reactome_R-HSA-1430728,caffeine,2519
Q14693,Phosphatidate phosphatase LPIN1,Reactome_R-HSA-1430728,caffeine,2519
Q14703,Membrane-bound transcription factor site-1 protease,Reactome_R-HSA-1430728,caffeine,2519
Q14738,Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit delta isoform,Reactome_R-HSA-1430728,caffeine,2519
Q14739,Delta(14)-sterol reductase LBR,Reactome_R-HSA-1430728,caffeine,2519
Q14749,Glycine N-methyltransferase,Reactome_R-HSA-1430728,caffeine,2519
Q14894,Ketimine reductase mu-crystallin,Reactome_R-HSA-1430728,caffeine,2519
Q14914,Prostaglandin reductase 1,Reactome_R-HSA-1430728,caffeine,2519
Q14973,Hepatic sodium/bile acid cotransporter,Reactome_R-HSA-1430728,caffeine,2519
Q14974,Importin subunit beta-1,Reactome_R-HSA-1430728,caffeine,2519
Q15046,Lysine--tRNA ligase,Reactome_R-HSA-1430728,caffeine,2519
Q15067-1,ACOX1-1,Reactome_R-HSA-1430728,caffeine,2519
Q15067-2,ACOX1-2,Reactome_R-HSA-1430728,caffeine,2519
Q15070,Mitochondrial inner membrane protein OXA1L,Reactome_R-HSA-1430728,caffeine,2519
Q15118,"[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 1, mitochondrial",Reactome_R-HSA-1430728,caffeine,2519
Q15119,"[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 2, mitochondrial",Reactome_R-HSA-1430728,caffeine,2519
Q15120,"[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 3, mitochondrial",Reactome_R-HSA-1430728,caffeine,2519
Q15125,"3-beta-hydroxysteroid-Delta(8),Delta(7)-isomerase",Reactome_R-HSA-1430728,caffeine,2519
Q15126,Phosphomevalonate kinase,Reactome_R-HSA-1430728,caffeine,2519
Q15147,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-4",Reactome_R-HSA-1430728,caffeine,2519
Q15165,Serum paraoxonase/arylesterase 2,Reactome_R-HSA-1430728,caffeine,2519
Q15166,Serum paraoxonase/lactonase 3,Reactome_R-HSA-1430728,caffeine,2519
Q15181,Inorganic pyrophosphatase,Reactome_R-HSA-1430728,caffeine,2519
Q15185,Prostaglandin E synthase 3,Reactome_R-HSA-1430728,caffeine,2519
Q15274,Nicotinate-nucleotide pyrophosphorylase [carboxylating],Reactome_R-HSA-1430728,caffeine,2519
Q15327,Ankyrin repeat domain-containing protein 1,Reactome_R-HSA-1430728,caffeine,2519
Q15392,Delta(24)-sterol reductase,Reactome_R-HSA-1430728,caffeine,2519
Q15436,Protein transport protein Sec23A,Reactome_R-HSA-1430728,caffeine,2519
Q15526,Surfeit locus protein 1,Reactome_R-HSA-1430728,caffeine,2519
Q15528,Mediator of RNA polymerase II transcription subunit 22,Reactome_R-HSA-1430728,caffeine,2519
Q15596,Nuclear receptor coactivator 2,Reactome_R-HSA-1430728,caffeine,2519
Q15648,Mediator of RNA polymerase II transcription subunit 1,Reactome_R-HSA-1430728,caffeine,2519
Q15738,"Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating",Reactome_R-HSA-1430728,caffeine,2519
Q15788,Nuclear receptor coactivator 1,Reactome_R-HSA-1430728,caffeine,2519
Q15800,Methylsterol monooxygenase 1,Reactome_R-HSA-1430728,caffeine,2519
Q15831,Serine/threonine-protein kinase STK11,Reactome_R-HSA-1430728,caffeine,2519
Q15848,Adiponectin,Reactome_R-HSA-1430728,caffeine,2519
Q15878,Voltage-dependent R-type calcium channel subunit alpha-1E,Reactome_R-HSA-1430728,caffeine,2519
Q16134,"Electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial",Reactome_R-HSA-1430728,caffeine,2519
Q16394,Exostosin-1,Reactome_R-HSA-1430728,caffeine,2519
Q16595,"Frataxin, mitochondrial",Reactome_R-HSA-1430728,caffeine,2519
Q16613,Serotonin N-acetyltransferase,Reactome_R-HSA-1430728,caffeine,2519
Q16623,Syntaxin-1A,Reactome_R-HSA-1430728,caffeine,2519
Q16635,Tafazzin,Reactome_R-HSA-1430728,caffeine,2519
Q16654,"[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 4, mitochondrial",Reactome_R-HSA-1430728,caffeine,2519
Q16656,Nuclear respiratory factor 1,Reactome_R-HSA-1430728,caffeine,2519
Q16678,Cytochrome P450 1B1,Reactome_R-HSA-1430728,caffeine,2519
