compound,geneid,description,symbol,uniprot_accession,uniprot_accessions
caffeine,3054,host cell factor C1,HCFC1,P51610,P51610;A6NEM2
caffeine,3064,huntingtin,HTT,P42858,P42858
caffeine,3064,huntingtin,HTT,P42858,P42858
caffeine,3065,histone deacetylase 1,HDAC1,Q13547,Q13547;Q6IT96
caffeine,3065,histone deacetylase 1,HDAC1,Q13547,Q13547;Q6IT96
caffeine,3066,histone deacetylase 2,HDAC2,Q92769,Q92769
caffeine,3066,histone deacetylase 2,HDAC2,Q92769,Q92769
caffeine,3068,heparin binding growth factor,HDGF,P51858,P51858;A0A384NPW1;A8K8G0;B7Z958
caffeine,3068,heparin binding growth factor,HDGF,P51858,P51858;A0A384NPW1;A8K8G0;B7Z958
caffeine,3069,high density lipoprotein binding protein,HDLBP,Q00341,Q00341;A0A024R4E5;B2R5V9
caffeine,3069,high density lipoprotein binding protein,HDLBP,Q00341,Q00341;A0A024R4E5;B2R5V9
caffeine,3069,high density lipoprotein binding protein,HDLBP,Q00341,Q00341;A0A024R4E5;B2R5V9
caffeine,3069,high density lipoprotein binding protein,HDLBP,Q00341,Q00341;A0A024R4E5;B2R5V9
caffeine,3070,"helicase, lymphoid specific",HELLS,Q9NRZ9,Q9NRZ9;A0A087WSW7;A0A0B4J1V9;Q0VGL2;Q76H82
caffeine,3070,"helicase, lymphoid specific",HELLS,Q9NRZ9,Q9NRZ9;A0A087WSW7;A0A0B4J1V9;Q0VGL2;Q76H82
caffeine,3070,"helicase, lymphoid specific",HELLS,Q9NRZ9,Q9NRZ9;A0A087WSW7;A0A0B4J1V9;Q0VGL2;Q76H82
caffeine,3070,"helicase, lymphoid specific",HELLS,Q9NRZ9,Q9NRZ9;A0A087WSW7;A0A0B4J1V9;Q0VGL2;Q76H82
caffeine,3070,"helicase, lymphoid specific",HELLS,Q9NRZ9,Q9NRZ9;A0A087WSW7;A0A0B4J1V9;Q0VGL2;Q76H82
caffeine,3070,"helicase, lymphoid specific",HELLS,Q9NRZ9,Q9NRZ9;A0A087WSW7;A0A0B4J1V9;Q0VGL2;Q76H82
caffeine,3091,hypoxia inducible factor 1 subunit alpha,HIF1A,Q16665,Q16665;D0VY79
caffeine,3091,hypoxia inducible factor 1 subunit alpha,HIF1A,Q16665,Q16665;D0VY79
caffeine,3092,huntingtin interacting protein 1,HIP1,O00291,O00291;B4DK46
caffeine,3092,huntingtin interacting protein 1,HIP1,O00291,O00291;B4DK46
caffeine,3094,histidine triad nucleotide binding protein 1,HINT1,P49773,P49773;A0A384NPU2;D6RD60;D6RE99
caffeine,3094,histidine triad nucleotide binding protein 1,HINT1,P49773,P49773;A0A384NPU2;D6RD60;D6RE99
caffeine,3096,HIVEP zinc finger 1,HIVEP1,P15822,P15822;A0A0D9SFF3;A0AAQ5BHS1;H7BYU7
caffeine,3096,HIVEP zinc finger 1,HIVEP1,P15822,P15822;A0A0D9SFF3;A0AAQ5BHS1;H7BYU7
caffeine,3097,HIVEP zinc finger 2,HIVEP2,P31629,P31629
caffeine,3097,HIVEP zinc finger 2,HIVEP2,P31629,P31629
caffeine,3104,zinc finger and BTB domain containing 48,ZBTB48,P10074,P10074;A8K291;B2R702
caffeine,3104,zinc finger and BTB domain containing 48,ZBTB48,P10074,P10074;A8K291;B2R702
caffeine,3105,"major histocompatibility complex, class I, A",HLA-A,P04439,P04439;B1PKY1;B2R7U3;Q5SUL5
caffeine,3105,"major histocompatibility complex, class I, A",HLA-A,P04439,P04439;B1PKY1;B2R7U3;Q5SUL5
caffeine,3141,holocarboxylase synthetase,HLCS,P50747,P50747;A0A8C8QSB1
caffeine,3141,holocarboxylase synthetase,HLCS,P50747,P50747;A0A8C8QSB1
caffeine,3146,high mobility group box 1,HMGB1,P09429,P09429;B7Z965;Q5T7C4
caffeine,3146,high mobility group box 1,HMGB1,P09429,P09429;B7Z965;Q5T7C4
caffeine,3146,high mobility group box 1,HMGB1,P09429,P09429;B7Z965;Q5T7C4
caffeine,3146,high mobility group box 1,HMGB1,P09429,P09429;B7Z965;Q5T7C4
caffeine,3146,high mobility group box 1,HMGB1,P09429,P09429;B7Z965;Q5T7C4
caffeine,3146,high mobility group box 1,HMGB1,P09429,P09429;B7Z965;Q5T7C4
caffeine,3150,high mobility group nucleosome binding domain 1,HMGN1,P05114,P05114;Q6NSG7
caffeine,3150,high mobility group nucleosome binding domain 1,HMGN1,P05114,P05114;Q6NSG7
caffeine,3156,3-hydroxy-3-methylglutaryl-CoA reductase,HMGCR,P04035,P04035
caffeine,3156,3-hydroxy-3-methylglutaryl-CoA reductase,HMGCR,P04035,P04035
caffeine,3156,3-hydroxy-3-methylglutaryl-CoA reductase,HMGCR,P04035,P04035
caffeine,3156,3-hydroxy-3-methylglutaryl-CoA reductase,HMGCR,P04035,P04035
caffeine,3156,3-hydroxy-3-methylglutaryl-CoA reductase,HMGCR,P04035,P04035
caffeine,3156,3-hydroxy-3-methylglutaryl-CoA reductase,HMGCR,P04035,P04035
caffeine,3156,3-hydroxy-3-methylglutaryl-CoA reductase,HMGCR,P04035,P04035
caffeine,3156,3-hydroxy-3-methylglutaryl-CoA reductase,HMGCR,P04035,P04035
caffeine,3156,3-hydroxy-3-methylglutaryl-CoA reductase,HMGCR,P04035,P04035
caffeine,3156,3-hydroxy-3-methylglutaryl-CoA reductase,HMGCR,P04035,P04035
caffeine,3157,3-hydroxy-3-methylglutaryl-CoA synthase 1,HMGCS1,Q01581,Q01581
caffeine,3157,3-hydroxy-3-methylglutaryl-CoA synthase 1,HMGCS1,Q01581,Q01581
caffeine,3157,3-hydroxy-3-methylglutaryl-CoA synthase 1,HMGCS1,Q01581,Q01581
caffeine,3157,3-hydroxy-3-methylglutaryl-CoA synthase 1,HMGCS1,Q01581,Q01581
caffeine,3157,3-hydroxy-3-methylglutaryl-CoA synthase 1,HMGCS1,Q01581,Q01581
caffeine,3157,3-hydroxy-3-methylglutaryl-CoA synthase 1,HMGCS1,Q01581,Q01581
caffeine,3157,3-hydroxy-3-methylglutaryl-CoA synthase 1,HMGCS1,Q01581,Q01581
caffeine,3157,3-hydroxy-3-methylglutaryl-CoA synthase 1,HMGCS1,Q01581,Q01581
caffeine,3159,high mobility group AT-hook 1,HMGA1,P17096,P17096;A0A994J434;Q5T6U8
caffeine,3159,high mobility group AT-hook 1,HMGA1,P17096,P17096;A0A994J434;Q5T6U8
caffeine,3159,high mobility group AT-hook 1,HMGA1,P17096,P17096;A0A994J434;Q5T6U8
caffeine,3159,high mobility group AT-hook 1,HMGA1,P17096,P17096;A0A994J434;Q5T6U8
caffeine,3169,forkhead box A1,FOXA1,P55317,P55317
caffeine,3169,forkhead box A1,FOXA1,P55317,P55317
caffeine,3170,forkhead box A2,FOXA2,Q9Y261,Q9Y261;B0ZTD4
caffeine,3170,forkhead box A2,FOXA2,Q9Y261,Q9Y261;B0ZTD4
caffeine,3178,heterogeneous nuclear ribonucleoprotein A1,HNRNPA1,P09651,P09651;A0A024RB53
caffeine,3178,heterogeneous nuclear ribonucleoprotein A1,HNRNPA1,P09651,P09651;A0A024RB53
caffeine,3178,heterogeneous nuclear ribonucleoprotein A1,HNRNPA1,P09651,P09651;A0A024RB53
caffeine,3178,heterogeneous nuclear ribonucleoprotein A1,HNRNPA1,P09651,P09651;A0A024RB53
caffeine,3181,heterogeneous nuclear ribonucleoprotein A2/B1,HNRNPA2B1,P22626,P22626;A0A7I2V4N1
caffeine,3181,heterogeneous nuclear ribonucleoprotein A2/B1,HNRNPA2B1,P22626,P22626;A0A7I2V4N1
caffeine,3182,heterogeneous nuclear ribonucleoprotein A/B,HNRNPAB,Q99729,Q99729
caffeine,3182,heterogeneous nuclear ribonucleoprotein A/B,HNRNPAB,Q99729,Q99729
caffeine,3183,heterogeneous nuclear ribonucleoprotein C,HNRNPC,P07910,P07910
caffeine,3183,heterogeneous nuclear ribonucleoprotein C,HNRNPC,P07910,P07910
caffeine,3183,heterogeneous nuclear ribonucleoprotein C,HNRNPC,P07910,P07910
caffeine,3183,heterogeneous nuclear ribonucleoprotein C,HNRNPC,P07910,P07910
caffeine,3184,heterogeneous nuclear ribonucleoprotein D,HNRNPD,Q14103,Q14103
caffeine,3184,heterogeneous nuclear ribonucleoprotein D,HNRNPD,Q14103,Q14103
caffeine,3185,heterogeneous nuclear ribonucleoprotein F,HNRNPF,P52597,P52597
caffeine,3185,heterogeneous nuclear ribonucleoprotein F,HNRNPF,P52597,P52597
caffeine,3185,heterogeneous nuclear ribonucleoprotein F,HNRNPF,P52597,P52597
caffeine,3185,heterogeneous nuclear ribonucleoprotein F,HNRNPF,P52597,P52597
caffeine,3187,heterogeneous nuclear ribonucleoprotein H1,HNRNPH1,P31943,P31943;A0A384MEJ3;A0A9L9PY23;A0AAG2UWX3;E9PCY7;G8JLB6;H0YBD7
caffeine,3187,heterogeneous nuclear ribonucleoprotein H1,HNRNPH1,P31943,P31943;A0A384MEJ3;A0A9L9PY23;A0AAG2UWX3;E9PCY7;G8JLB6;H0YBD7
caffeine,3187,heterogeneous nuclear ribonucleoprotein H1,HNRNPH1,P31943,P31943;A0A384MEJ3;A0A9L9PY23;A0AAG2UWX3;E9PCY7;G8JLB6;H0YBD7
caffeine,3187,heterogeneous nuclear ribonucleoprotein H1,HNRNPH1,P31943,P31943;A0A384MEJ3;A0A9L9PY23;A0AAG2UWX3;E9PCY7;G8JLB6;H0YBD7
caffeine,3188,heterogeneous nuclear ribonucleoprotein H2,HNRNPH2,P55795,P55795;A0A384MDT2
caffeine,3188,heterogeneous nuclear ribonucleoprotein H2,HNRNPH2,P55795,P55795;A0A384MDT2
caffeine,3189,heterogeneous nuclear ribonucleoprotein H3,HNRNPH3,P31942,P31942;B4DHY1;Q53F48
caffeine,3189,heterogeneous nuclear ribonucleoprotein H3,HNRNPH3,P31942,P31942;B4DHY1;Q53F48
caffeine,3190,heterogeneous nuclear ribonucleoprotein K,HNRNPK,P61978,P61978;B4DUQ1
caffeine,3190,heterogeneous nuclear ribonucleoprotein K,HNRNPK,P61978,P61978;B4DUQ1
caffeine,3190,heterogeneous nuclear ribonucleoprotein K,HNRNPK,P61978,P61978;B4DUQ1
caffeine,3190,heterogeneous nuclear ribonucleoprotein K,HNRNPK,P61978,P61978;B4DUQ1
caffeine,3190,heterogeneous nuclear ribonucleoprotein K,HNRNPK,P61978,P61978;B4DUQ1
caffeine,3190,heterogeneous nuclear ribonucleoprotein K,HNRNPK,P61978,P61978;B4DUQ1
caffeine,3191,heterogeneous nuclear ribonucleoprotein L,HNRNPL,P14866,P14866;A0A3B3ITJ4;Q6NTA2
caffeine,3191,heterogeneous nuclear ribonucleoprotein L,HNRNPL,P14866,P14866;A0A3B3ITJ4;Q6NTA2
caffeine,3192,heterogeneous nuclear ribonucleoprotein U,HNRNPU,Q00839,Q00839;Q96BA7
caffeine,3192,heterogeneous nuclear ribonucleoprotein U,HNRNPU,Q00839,Q00839;Q96BA7
caffeine,3217,homeobox B7,HOXB7,P09629,P09629
caffeine,3217,homeobox B7,HOXB7,P09629,P09629
caffeine,3233,homeobox D4,HOXD4,P09016,P09016
caffeine,3233,homeobox D4,HOXD4,P09016,P09016
caffeine,3242,4-hydroxyphenylpyruvate dioxygenase,HPD,P32754,P32754
caffeine,3242,4-hydroxyphenylpyruvate dioxygenase,HPD,P32754,P32754
caffeine,3251,hypoxanthine phosphoribosyltransferase 1,HPRT1,P00492,P00492;A0A140VJL3
caffeine,3251,hypoxanthine phosphoribosyltransferase 1,HPRT1,P00492,P00492;A0A140VJL3
caffeine,3265,"HRas proto-oncogene, GTPase",HRAS,P01112,P01112;X5D945
caffeine,3265,"HRas proto-oncogene, GTPase",HRAS,P01112,P01112;X5D945
caffeine,3267,ArfGAP with FG repeats 1,AGFG1,P52594,P52594;A0A0S2Z444
caffeine,3267,ArfGAP with FG repeats 1,AGFG1,P52594,P52594;A0A0S2Z444
caffeine,3268,ArfGAP with FG repeats 2,AGFG2,O95081,O95081;A4D2D6
caffeine,3268,ArfGAP with FG repeats 2,AGFG2,O95081,O95081;A4D2D6
caffeine,3270,histidine rich calcium binding protein,HRC,P23327,P23327
caffeine,3270,histidine rich calcium binding protein,HRC,P23327,P23327
caffeine,3283,"hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 1",HSD3B1,P14060,P14060
caffeine,3283,"hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 1",HSD3B1,P14060,P14060
caffeine,3283,"hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 1",HSD3B1,P14060,P14060
caffeine,3283,"hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 1",HSD3B1,P14060,P14060
caffeine,3283,"hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 1",HSD3B1,P14060,P14060
caffeine,3283,"hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 1",HSD3B1,P14060,P14060
caffeine,3290,hydroxysteroid 11-beta dehydrogenase 1,HSD11B1,P28845,P28845;X5D2L1
caffeine,3290,hydroxysteroid 11-beta dehydrogenase 1,HSD11B1,P28845,P28845;X5D2L1
caffeine,3291,hydroxysteroid 11-beta dehydrogenase 2,HSD11B2,P80365,P80365
caffeine,3291,hydroxysteroid 11-beta dehydrogenase 2,HSD11B2,P80365,P80365
caffeine,3291,hydroxysteroid 11-beta dehydrogenase 2,HSD11B2,P80365,P80365
caffeine,3291,hydroxysteroid 11-beta dehydrogenase 2,HSD11B2,P80365,P80365
caffeine,3293,hydroxysteroid 17-beta dehydrogenase 3,HSD17B3,P37058,P37058;Q6FH62
caffeine,3293,hydroxysteroid 17-beta dehydrogenase 3,HSD17B3,P37058,P37058;Q6FH62
caffeine,3297,heat shock transcription factor 1,HSF1,Q00613,Q00613
caffeine,3297,heat shock transcription factor 1,HSF1,Q00613,Q00613
caffeine,3301,DnaJ heat shock protein family (Hsp40) member A1,DNAJA1,P31689,P31689;B7Z5C0
caffeine,3301,DnaJ heat shock protein family (Hsp40) member A1,DNAJA1,P31689,P31689;B7Z5C0
caffeine,3301,DnaJ heat shock protein family (Hsp40) member A1,DNAJA1,P31689,P31689;B7Z5C0
caffeine,3301,DnaJ heat shock protein family (Hsp40) member A1,DNAJA1,P31689,P31689;B7Z5C0
caffeine,3304,heat shock protein family A (Hsp70) member 1B,HSPA1B,P0DMV8,P0DMV8;P0DMV9;A8K5I0
caffeine,3304,heat shock protein family A (Hsp70) member 1B,HSPA1B,P0DMV8,P0DMV8;P0DMV9;A8K5I0
caffeine,3308,heat shock protein family A (Hsp70) member 4,HSPA4,P34932,P34932
caffeine,3308,heat shock protein family A (Hsp70) member 4,HSPA4,P34932,P34932
caffeine,3308,heat shock protein family A (Hsp70) member 4,HSPA4,P34932,P34932
caffeine,3308,heat shock protein family A (Hsp70) member 4,HSPA4,P34932,P34932
caffeine,3313,heat shock protein family A (Hsp70) member 9,HSPA9,P38646,P38646;A0A384P5G6
caffeine,3313,heat shock protein family A (Hsp70) member 9,HSPA9,P38646,P38646;A0A384P5G6
caffeine,3315,heat shock protein family B (small) member 1,HSPB1,P04792,P04792;V9HW43
caffeine,3315,heat shock protein family B (small) member 1,HSPB1,P04792,P04792;V9HW43
caffeine,3315,heat shock protein family B (small) member 1,HSPB1,P04792,P04792;V9HW43
caffeine,3315,heat shock protein family B (small) member 1,HSPB1,P04792,P04792;V9HW43
caffeine,3315,heat shock protein family B (small) member 1,HSPB1,P04792,P04792;V9HW43
caffeine,3315,heat shock protein family B (small) member 1,HSPB1,P04792,P04792;V9HW43
caffeine,3320,heat shock protein 90 alpha family class A member 1,HSP90AA1,P07900,P07900;K9JA46;Q86SX1
caffeine,3320,heat shock protein 90 alpha family class A member 1,HSP90AA1,P07900,P07900;K9JA46;Q86SX1
caffeine,3320,heat shock protein 90 alpha family class A member 1,HSP90AA1,P07900,P07900;K9JA46;Q86SX1
caffeine,3320,heat shock protein 90 alpha family class A member 1,HSP90AA1,P07900,P07900;K9JA46;Q86SX1
caffeine,3324,"heat shock protein 90 alpha family class A member 2, pseudogene",HSP90AA2P,,
caffeine,3324,"heat shock protein 90 alpha family class A member 2, pseudogene",HSP90AA2P,,
caffeine,3326,heat shock protein 90 alpha family class B member 1,HSP90AB1,P08238,P08238;B4DGL0;Q6PK50
caffeine,3326,heat shock protein 90 alpha family class B member 1,HSP90AB1,P08238,P08238;B4DGL0;Q6PK50
caffeine,3329,heat shock protein family D (Hsp60) member 1,HSPD1,P10809,P10809;A0A024R3X4
caffeine,3329,heat shock protein family D (Hsp60) member 1,HSPD1,P10809,P10809;A0A024R3X4
caffeine,3336,heat shock protein family E (Hsp10) member 1,HSPE1,P61604,P61604;A0A384N6A4
caffeine,3336,heat shock protein family E (Hsp10) member 1,HSPE1,P61604,P61604;A0A384N6A4
caffeine,3339,heparan sulfate proteoglycan 2,HSPG2,P98160,P98160
caffeine,3339,heparan sulfate proteoglycan 2,HSPG2,P98160,P98160
caffeine,3359,5-hydroxytryptamine receptor 3A,HTR3A,P46098,P46098;B4E398
caffeine,3359,5-hydroxytryptamine receptor 3A,HTR3A,P46098,P46098;B4E398
caffeine,3381,integrin binding sialoprotein,IBSP,P21815,P21815
caffeine,3381,integrin binding sialoprotein,IBSP,P21815,P21815
caffeine,3383,intercellular adhesion molecule 1,ICAM1,P05362,P05362;A0A384MEK5
caffeine,3383,intercellular adhesion molecule 1,ICAM1,P05362,P05362;A0A384MEK5
caffeine,3383,intercellular adhesion molecule 1,ICAM1,P05362,P05362;A0A384MEK5
caffeine,3383,intercellular adhesion molecule 1,ICAM1,P05362,P05362;A0A384MEK5
caffeine,3398,inhibitor of DNA binding 2,ID2,Q02363,Q02363;Q53T66
caffeine,3398,inhibitor of DNA binding 2,ID2,Q02363,Q02363;Q53T66
caffeine,3399,inhibitor of DNA binding 3,ID3,Q02535,Q02535
caffeine,3399,inhibitor of DNA binding 3,ID3,Q02535,Q02535
caffeine,3422,isopentenyl-diphosphate delta isomerase 1,IDI1,Q13907,Q13907;A0A8Q3WKR8
caffeine,3422,isopentenyl-diphosphate delta isomerase 1,IDI1,Q13907,Q13907;A0A8Q3WKR8
caffeine,3455,interferon alpha and beta receptor subunit 2,IFNAR2,P48551,P48551;Q9BUA0
caffeine,3455,interferon alpha and beta receptor subunit 2,IFNAR2,P48551,P48551;Q9BUA0
caffeine,3459,interferon gamma receptor 1,IFNGR1,P15260,P15260;A0A0S2Z3Y2;A0A2R8Y4U4;A0A2R8YFL3
caffeine,3459,interferon gamma receptor 1,IFNGR1,P15260,P15260;A0A0S2Z3Y2;A0A2R8Y4U4;A0A2R8YFL3
caffeine,3475,interferon related developmental regulator 1,IFRD1,O00458,O00458;A4D0U1
caffeine,3475,interferon related developmental regulator 1,IFRD1,O00458,O00458;A4D0U1
caffeine,3479,insulin like growth factor 1,IGF1,P05019,P05019;Q13429;Q59GC5;Q5U743
caffeine,3479,insulin like growth factor 1,IGF1,P05019,P05019;Q13429;Q59GC5;Q5U743
caffeine,3479,insulin like growth factor 1,IGF1,P05019,P05019;Q13429;Q59GC5;Q5U743
caffeine,3479,insulin like growth factor 1,IGF1,P05019,P05019;Q13429;Q59GC5;Q5U743
caffeine,3479,insulin like growth factor 1,IGF1,P05019,P05019;Q13429;Q59GC5;Q5U743
caffeine,3479,insulin like growth factor 1,IGF1,P05019,P05019;Q13429;Q59GC5;Q5U743
caffeine,3479,insulin like growth factor 1,IGF1,P05019,P05019;Q13429;Q59GC5;Q5U743
caffeine,3479,insulin like growth factor 1,IGF1,P05019,P05019;Q13429;Q59GC5;Q5U743
caffeine,3479,insulin like growth factor 1,IGF1,P05019,P05019;Q13429;Q59GC5;Q5U743
caffeine,3479,insulin like growth factor 1,IGF1,P05019,P05019;Q13429;Q59GC5;Q5U743
caffeine,3479,insulin like growth factor 1,IGF1,P05019,P05019;Q13429;Q59GC5;Q5U743
caffeine,3479,insulin like growth factor 1,IGF1,P05019,P05019;Q13429;Q59GC5;Q5U743
caffeine,3480,insulin like growth factor 1 receptor,IGF1R,P08069,P08069;C9J5X1
caffeine,3480,insulin like growth factor 1 receptor,IGF1R,P08069,P08069;C9J5X1
caffeine,3480,insulin like growth factor 1 receptor,IGF1R,P08069,P08069;C9J5X1
caffeine,3480,insulin like growth factor 1 receptor,IGF1R,P08069,P08069;C9J5X1
caffeine,3480,insulin like growth factor 1 receptor,IGF1R,P08069,P08069;C9J5X1
caffeine,3480,insulin like growth factor 1 receptor,IGF1R,P08069,P08069;C9J5X1
caffeine,3481,insulin like growth factor 2,IGF2,P01344,P01344;E3UN46
caffeine,3481,insulin like growth factor 2,IGF2,P01344,P01344;E3UN46
caffeine,3482,insulin like growth factor 2 receptor,IGF2R,P11717,P11717
caffeine,3482,insulin like growth factor 2 receptor,IGF2R,P11717,P11717
caffeine,3484,insulin like growth factor binding protein 1,IGFBP1,P08833,P08833
caffeine,3484,insulin like growth factor binding protein 1,IGFBP1,P08833,P08833
caffeine,3542,immunoglobulin lambda constant 6,IGLC6,,
caffeine,3542,immunoglobulin lambda constant 6,IGLC6,,
caffeine,3547,immunoglobulin superfamily member 1,IGSF1,Q8N6C5,Q8N6C5
caffeine,3547,immunoglobulin superfamily member 1,IGSF1,Q8N6C5,Q8N6C5
caffeine,3551,inhibitor of nuclear factor kappa B kinase subunit beta,IKBKB,O14920,O14920;A0A499FJS7;G3V105
caffeine,3551,inhibitor of nuclear factor kappa B kinase subunit beta,IKBKB,O14920,O14920;A0A499FJS7;G3V105
caffeine,3553,interleukin 1 beta,IL1B,P01584,P01584
caffeine,3553,interleukin 1 beta,IL1B,P01584,P01584
caffeine,3553,interleukin 1 beta,IL1B,P01584,P01584
caffeine,3553,interleukin 1 beta,IL1B,P01584,P01584
caffeine,3559,interleukin 2 receptor subunit alpha,IL2RA,P01589,P01589;H0Y5Z0;Q5W005
caffeine,3559,interleukin 2 receptor subunit alpha,IL2RA,P01589,P01589;H0Y5Z0;Q5W005
caffeine,3562,interleukin 3,IL3,P08700,P08700
caffeine,3562,interleukin 3,IL3,P08700,P08700
caffeine,3567,interleukin 5,IL5,P05113,P05113
caffeine,3567,interleukin 5,IL5,P05113,P05113
caffeine,3569,interleukin 6,IL6,P05231,P05231;B4DNQ5;B4DVM1;B5MC21;B5MCZ3;Q75MH2
caffeine,3569,interleukin 6,IL6,P05231,P05231;B4DNQ5;B4DVM1;B5MC21;B5MCZ3;Q75MH2
caffeine,3569,interleukin 6,IL6,P05231,P05231;B4DNQ5;B4DVM1;B5MC21;B5MCZ3;Q75MH2
caffeine,3569,interleukin 6,IL6,P05231,P05231;B4DNQ5;B4DVM1;B5MC21;B5MCZ3;Q75MH2
caffeine,3569,interleukin 6,IL6,P05231,P05231;B4DNQ5;B4DVM1;B5MC21;B5MCZ3;Q75MH2
caffeine,3572,interleukin 6 cytokine family signal transducer,IL6ST,P40189,P40189;A0A0A0N0L2;A0A0A0N0L5;A0A8V8TMJ9;A0A8V8TNI4;Q17RA0
caffeine,3572,interleukin 6 cytokine family signal transducer,IL6ST,P40189,P40189;A0A0A0N0L2;A0A0A0N0L5;A0A8V8TMJ9;A0A8V8TNI4;Q17RA0
caffeine,3576,C-X-C motif chemokine ligand 8,CXCL8,P10145,P10145;C9J4T6
caffeine,3576,C-X-C motif chemokine ligand 8,CXCL8,P10145,P10145;C9J4T6
caffeine,3576,C-X-C motif chemokine ligand 8,CXCL8,P10145,P10145;C9J4T6
caffeine,3576,C-X-C motif chemokine ligand 8,CXCL8,P10145,P10145;C9J4T6
caffeine,3586,interleukin 10,IL10,P22301,P22301;A0A286YEX3;Q6FGW4
caffeine,3586,interleukin 10,IL10,P22301,P22301;A0A286YEX3;Q6FGW4
caffeine,3588,interleukin 10 receptor subunit beta,IL10RB,Q08334,Q08334;A0A1B0GTI5;A0A1B0GU52
caffeine,3588,interleukin 10 receptor subunit beta,IL10RB,Q08334,Q08334;A0A1B0GTI5;A0A1B0GU52
caffeine,3588,interleukin 10 receptor subunit beta,IL10RB,Q08334,Q08334;A0A1B0GTI5;A0A1B0GU52
caffeine,3588,interleukin 10 receptor subunit beta,IL10RB,Q08334,Q08334;A0A1B0GTI5;A0A1B0GU52
caffeine,3592,interleukin 12A,IL12A,P29459,P29459;O60595
caffeine,3592,interleukin 12A,IL12A,P29459,P29459;O60595
caffeine,3593,interleukin 12B,IL12B,P29460,P29460
caffeine,3593,interleukin 12B,IL12B,P29460,P29460
caffeine,3607,forkhead box K2,FOXK2,Q01167,Q01167
caffeine,3607,forkhead box K2,FOXK2,Q01167,Q01167
caffeine,3609,interleukin enhancer binding factor 3,ILF3,Q12906,Q12906
caffeine,3609,interleukin enhancer binding factor 3,ILF3,Q12906,Q12906
caffeine,3615,inosine monophosphate dehydrogenase 2,IMPDH2,P12268,P12268;A0A7I2YQK5;E7ETK5;H0Y4R1
caffeine,3615,inosine monophosphate dehydrogenase 2,IMPDH2,P12268,P12268;A0A7I2YQK5;E7ETK5;H0Y4R1
caffeine,3619,inner centromere protein,INCENP,Q9NQS7,Q9NQS7
caffeine,3630,insulin,INS,P01308,P01308;I3WAC9
caffeine,3635,inositol polyphosphate-5-phosphatase D,INPP5D,Q92835,Q92835
caffeine,3635,inositol polyphosphate-5-phosphatase D,INPP5D,Q92835,Q92835
caffeine,3636,inositol polyphosphate phosphatase like 1,INPPL1,O15357,O15357
caffeine,3638,insulin induced gene 1,INSIG1,O15503,O15503;A4D2M9;F5H6P3
caffeine,3643,insulin receptor,INSR,P06213,P06213
caffeine,3643,insulin receptor,INSR,P06213,P06213
caffeine,3643,insulin receptor,INSR,P06213,P06213
caffeine,3654,interleukin 1 receptor associated kinase 1,IRAK1,P51617,P51617;D3YTB5
caffeine,3658,iron responsive element binding protein 2,IREB2,P48200,P48200
caffeine,3667,insulin receptor substrate 1,IRS1,P35568,P35568
caffeine,3676,integrin subunit alpha 4,ITGA4,P13612,P13612
caffeine,3684,integrin subunit alpha M,ITGAM,P11215,P11215
caffeine,3684,integrin subunit alpha M,ITGAM,P11215,P11215
caffeine,3688,integrin subunit beta 1,ITGB1,P05556,P05556
caffeine,3691,integrin subunit beta 4,ITGB4,P16144,P16144;B7ZLD8
caffeine,3692,eukaryotic translation initiation factor 6,EIF6,P56537,P56537
caffeine,3692,eukaryotic translation initiation factor 6,EIF6,P56537,P56537
caffeine,3698,inter-alpha-trypsin inhibitor heavy chain 2,ITIH2,P19823,P19823
caffeine,3698,inter-alpha-trypsin inhibitor heavy chain 2,ITIH2,P19823,P19823
caffeine,3706,inositol-trisphosphate 3-kinase A,ITPKA,P23677,P23677
caffeine,3708,"inositol 1,4,5-trisphosphate receptor type 1",ITPR1,Q14643,Q14643;B4DER3;B4DGH1;Q59H91
caffeine,3708,"inositol 1,4,5-trisphosphate receptor type 1",ITPR1,Q14643,Q14643;B4DER3;B4DGH1;Q59H91
caffeine,3708,"inositol 1,4,5-trisphosphate receptor type 1",ITPR1,Q14643,Q14643;B4DER3;B4DGH1;Q59H91
caffeine,3708,"inositol 1,4,5-trisphosphate receptor type 1",ITPR1,Q14643,Q14643;B4DER3;B4DGH1;Q59H91
