canonical_target,total_count,n_compounds,compounds
MTFR2,1,1,caffeine
MTHFD1L,1,1,caffeine
MTHFD2L,1,1,caffeine
MTM1,1,1,caffeine
MTMR1,1,1,caffeine
MTMR10,1,1,caffeine
MTMR12,1,1,caffeine
MTMR14,1,1,caffeine
MTMR2,1,1,caffeine
MTMR3,1,1,caffeine
MTMR6,1,1,caffeine
MTNAP1,1,1,caffeine
MTSS1,1,1,caffeine
MTSS2,1,1,caffeine
MTUS1,1,1,caffeine
MTX1,1,1,caffeine
MUC16,1,1,caffeine
MUS81,1,1,caffeine
MUTYH,1,1,caffeine
MVB12A,1,1,caffeine
MVB12B,1,1,caffeine
MVD,1,1,caffeine
MVK,1,1,caffeine
MXRA7,1,1,caffeine
MYBBP1A,1,1,caffeine
MYBL2,1,1,caffeine
MYBPC3,1,1,caffeine
MYCBP2,1,1,caffeine
MYH10,1,1,caffeine
MYH7,1,1,caffeine
MYH9,1,1,caffeine
MYL6B,1,1,caffeine
MYLK,1,1,caffeine
MYLPFB,1,1,caffeine
MYO15B,1,1,caffeine
MYO18A,1,1,caffeine
MYO19,1,1,caffeine
MYO1C,1,1,caffeine
MYO1E,1,1,caffeine
MYO5A,1,1,caffeine
MYO5B,1,1,caffeine
MYO6,1,1,caffeine
MYO7A,1,1,caffeine
MYO9A,1,1,caffeine
MYOF,1,1,caffeine
N4BP1,1,1,caffeine
NAA10,1,1,caffeine
NAA30,1,1,caffeine
NAB1,1,1,caffeine
NAB2,1,1,caffeine
NADK,1,1,caffeine
NADK2,1,1,caffeine
NAF1,1,1,caffeine
NAP1L1,1,1,caffeine
NAPG,1,1,caffeine
NASP,1,1,caffeine
NAV2,1,1,caffeine
NBEAL1,1,1,caffeine
NBEAL2,1,1,caffeine
NBN,1,1,caffeine
NCAPD2,1,1,caffeine
NCAPD3,1,1,caffeine
NCAPG,1,1,caffeine
NCAPH,1,1,caffeine
NCBP3,1,1,caffeine
NCDN,1,1,caffeine
NCK1,1,1,caffeine
NCKIPSD,1,1,caffeine
NCOA2,1,1,caffeine
NCOA3,1,1,caffeine
NCOA5,1,1,caffeine
NCOA7,1,1,caffeine
NCOR1,1,1,caffeine
NCOR2,1,1,caffeine
NCR3LG1,1,1,caffeine
NDC1,1,1,caffeine
NDC80,1,1,caffeine
NDE1,1,1,caffeine
NDEL1,1,1,caffeine
NDRG1,1,1,caffeine
NDRG2,1,1,caffeine
NDRG3,1,1,caffeine
NDUFB5,1,1,caffeine
NDUFS4,1,1,caffeine
NEB,1,1,caffeine
NECAP2,1,1,caffeine
NECTIN2,1,1,caffeine
NECTIN3,1,1,caffeine
NEDD1,1,1,caffeine
NEDD4L,1,1,caffeine
NEDD9,1,1,caffeine
NEFH,1,1,caffeine
NEIL2,1,1,caffeine
NEK1,1,1,caffeine
NEK3,1,1,caffeine
NEK4,1,1,caffeine
NEK6,1,1,caffeine
NEK9,1,1,caffeine
NELFA,1,1,caffeine
NELFE,1,1,caffeine
NEMF,1,1,caffeine
NES,1,1,caffeine
NET,1,1,maprotiline
NEU3,1,1,caffeine
NEUROG2,1,1,caffeine
NF1,1,1,caffeine
NFAT5,1,1,caffeine
NFATC1,1,1,Ginsenoside rb1
NFATC2,1,1,caffeine
NFATC2IP,1,1,caffeine
NFATC3,1,1,caffeine
NFIA,1,1,caffeine
NFIC,1,1,caffeine
NFIX,1,1,caffeine
NFKB2,1,1,caffeine
NFKBIA,1,1,caffeine
NFKBIE,1,1,caffeine
NFKBIL1,1,1,caffeine
NFRKB,1,1,caffeine
NFX1,1,1,caffeine
NFYA,1,1,caffeine
NGDN,1,1,caffeine
NHEJ1,1,1,caffeine
NHERF1,1,1,caffeine
NHERF2,1,1,caffeine
NHSL1,1,1,caffeine
NHSL3,1,1,caffeine
NIBAN2,1,1,caffeine
NIFK,1,1,caffeine
NIN,1,1,caffeine
NIPBL,1,1,caffeine
NKD1,1,1,caffeine
NKRF,1,1,caffeine
NKTR,1,1,caffeine
NLRP3,1,1,Ginsenoside rb1
NMBR,1,1,caffeine
NMD3,1,1,caffeine
NME2,1,1,caffeine
NMNAT1,1,1,caffeine
NMT1,1,1,caffeine
NOB1,1,1,caffeine
NOC2L,1,1,caffeine
NOC3L,1,1,caffeine
NOL12,1,1,caffeine
NOL3,1,1,caffeine
NOL4L,1,1,caffeine
NOL8,1,1,caffeine
NOLC1,1,1,caffeine
NOMO3,1,1,caffeine
NONO,1,1,caffeine
NOP2,1,1,caffeine
NOP53,1,1,caffeine
NOP56,1,1,caffeine
NOP58,1,1,caffeine
NOS1,1,1,caffeine
NOS1AP,1,1,caffeine
NOS3,1,1,caffeine
NOSIP,1,1,caffeine
NOTCH1,1,1,caffeine
NPAS2,1,1,caffeine
NPC1L1,1,1,caffeine
NPHP4,1,1,caffeine
NPHS2,1,1,caffeine
NPL,1,1,caffeine
NPM1,1,1,caffeine
NPM2,1,1,caffeine
NPPB,1,1,caffeine
NPSN,1,1,caffeine
NR0B1,1,1,forskolin
NR1H3,1,1,caffeine
NR2C2,1,1,caffeine
NR3C2,1,1,caffeine
NRBF2,1,1,caffeine
NRCAM,1,1,caffeine
NRF1,1,1,caffeine
NRIP1,1,1,caffeine
NRP1,1,1,caffeine
NSA2,1,1,caffeine
NSD2,1,1,caffeine
NSF,1,1,caffeine
NSFL1C,1,1,caffeine
NSRP1,1,1,caffeine
NSUN2,1,1,caffeine
NTRK2,1,1,caffeine
NUAK2,1,1,caffeine
NUBP1,1,1,caffeine
NUCB1,1,1,caffeine
NUCKS1,1,1,caffeine
NUDC,1,1,caffeine
NUFIP2,1,1,caffeine
NUMA1,1,1,caffeine
NUMB,1,1,caffeine
NUP133,1,1,caffeine
NUP153,1,1,caffeine
NUP188,1,1,caffeine
NUP205,1,1,caffeine
NUP210,1,1,caffeine
NUP214,1,1,caffeine
NUP35,1,1,caffeine
NUP50,1,1,caffeine
NUP58,1,1,caffeine
NUP62,1,1,caffeine
NUP93,1,1,caffeine
NUP98,1,1,caffeine
NUPR1,1,1,caffeine
NUSAP1,1,1,caffeine
NWD2,1,1,caffeine
NXF1,1,1,caffeine
OAT,1,1,caffeine
OBI1,1,1,caffeine
OCIAD1,1,1,caffeine
OCLN,1,1,caffeine
OFD1,1,1,caffeine
OGA,1,1,caffeine
OGFR,1,1,caffeine
OGG1,1,1,caffeine
OGT,1,1,caffeine
OIP5,1,1,caffeine
OLIG3,1,1,caffeine
OPTN,1,1,caffeine
OR4E1,1,1,caffeine
ORC1,1,1,caffeine
ORC6,1,1,caffeine
ORM1,1,1,caffeine
ORM2,1,1,caffeine
OSBP,1,1,caffeine
OSBPL10,1,1,caffeine
OSBPL11,1,1,caffeine
OSBPL3,1,1,caffeine
OSBPL8,1,1,caffeine
OSBPL9,1,1,caffeine
OSER1,1,1,caffeine
OSMR,1,1,caffeine
OSTF1,1,1,caffeine
OSTM1,1,1,caffeine
OTPA,1,1,caffeine
OTUB1,1,1,caffeine
OTUD4,1,1,caffeine
OTUD5,1,1,caffeine
OTUD7B,1,1,caffeine
OXR1,1,1,caffeine
OXSR1,1,1,caffeine
P2RX4,1,1,Ginsenoside rb1
P2RY8,1,1,caffeine
P3H3,1,1,caffeine
PA2G4,1,1,caffeine
PABIR1,1,1,caffeine
PABIR2,1,1,caffeine
PABPC1,1,1,caffeine
PACS1,1,1,caffeine
PACS2,1,1,caffeine
PACSIN2,1,1,caffeine
PACSIN3,1,1,caffeine
PAH,1,1,caffeine
PAIP1,1,1,caffeine
PAK1IP1,1,1,caffeine
PAK4,1,1,caffeine
PALB2,1,1,caffeine
PALM2AKAP2,1,1,caffeine
PALM3,1,1,caffeine
PALMD,1,1,caffeine
PAN2,1,1,caffeine
PAN3,1,1,caffeine
PANK2,1,1,caffeine
PANK4,1,1,caffeine
PAPOLA,1,1,caffeine
PAPOLG,1,1,caffeine
PARD3,1,1,caffeine
PARD6B,1,1,caffeine
PARG,1,1,caffeine
PARK,1,1,Ginsenoside rb1
PARN,1,1,caffeine
PARP12,1,1,caffeine
PARVG,1,1,caffeine
PASK,1,1,caffeine
PATJ,1,1,caffeine
PATZ1,1,1,caffeine
PAWR,1,1,caffeine
PAX3,1,1,caffeine
PAXBP1,1,1,caffeine
PBK,1,1,caffeine
PBRM1,1,1,caffeine
PBX2,1,1,caffeine
PCARE,1,1,caffeine
PCBP1,1,1,caffeine
PCBP2,1,1,caffeine
PCDHB12,1,1,caffeine
PCDHB5,1,1,caffeine
PCF11,1,1,caffeine
PCIF1,1,1,caffeine
PCK2,1,1,caffeine
PCLAF,1,1,caffeine
PCM1,1,1,caffeine
PCNA,1,1,caffeine
PCNP,1,1,caffeine
PCNT,1,1,caffeine
PCNX1,1,1,caffeine
PCNX3,1,1,caffeine
PCYT1A,1,1,caffeine
PCYT1B,1,1,caffeine
PCYT2,1,1,caffeine
PDAP1,1,1,caffeine
PDCD11,1,1,caffeine
PDCD4,1,1,caffeine
PDE11A,1,1,caffeine
PDE3B,1,1,caffeine
PDE8A,1,1,caffeine
PDHX,1,1,caffeine
PDIA4,1,1,caffeine
PDIA6,1,1,caffeine
PDLIM1,1,1,caffeine
PDLIM2,1,1,caffeine
PDLIM5,1,1,caffeine
PDLIM7,1,1,caffeine
PDPK1,1,1,caffeine
PDS5B,1,1,caffeine
PDXDC1,1,1,caffeine
PDZD8,1,1,caffeine
PEA15,1,1,caffeine
PEAK1,1,1,caffeine
PEBP1,1,1,caffeine
PECR,1,1,caffeine
PEG3,1,1,caffeine
PELP1,1,1,caffeine
PEX1,1,1,caffeine
PEX11A,1,1,Ethanolamine
PEX13,1,1,caffeine
PEX14,1,1,caffeine
PFDN1,1,1,caffeine
PFKFB2,1,1,caffeine
PFKFB3,1,1,caffeine
PFKM,1,1,caffeine
PFKMA,1,1,caffeine
PFKP,1,1,caffeine
PFN1,1,1,caffeine
PGAP2,1,1,caffeine
PGBD1,1,1,caffeine
PGBD3,1,1,caffeine
PGCKA1,1,1,caffeine
PGF,1,1,caffeine
PGK1,1,1,caffeine
PGK2,1,1,caffeine
PGM2,1,1,caffeine
PGRMC1,1,1,caffeine
PGRMC2,1,1,caffeine
PHACTR2,1,1,caffeine
PHACTR4,1,1,caffeine
PHC3,1,1,caffeine
PHF1,1,1,caffeine
PHF10,1,1,caffeine
PHF13,1,1,caffeine
PHF14,1,1,caffeine
PHF2,1,1,caffeine
PHF23,1,1,caffeine
PHF3,1,1,caffeine
PHF6,1,1,caffeine
PHF8,1,1,caffeine
PHIP,1,1,caffeine
PHKA2,1,1,caffeine
PHKB,1,1,caffeine
PHLDA3,1,1,caffeine
PHLDB1,1,1,caffeine
PHLDB2,1,1,caffeine
PHLDB3,1,1,caffeine
PHLPP1,1,1,caffeine
PHRF1,1,1,caffeine
PHTF1,1,1,caffeine
PI4K2A,1,1,caffeine
PI4K2B,1,1,caffeine
PI4KA,1,1,caffeine
PI4KB,1,1,caffeine
PIAS1,1,1,caffeine
PICALM,1,1,caffeine
PIEZO1,1,1,caffeine
PIGC,1,1,caffeine
PIGG,1,1,caffeine
PIH1D1,1,1,caffeine
PIK3C2A,1,1,caffeine
PIKFYVE,1,1,caffeine
PIMREG,1,1,caffeine
PINK1,1,1,Ginsenoside rb1
PINX1,1,1,caffeine
PIP4K2B,1,1,caffeine
PIP5K1A,1,1,caffeine
PITPNC1,1,1,caffeine
PITPNM1,1,1,caffeine
PITX2,1,1,caffeine
PJA2,1,1,caffeine
PKD1,1,1,caffeine
PKM,1,1,caffeine
PKMYT1,1,1,caffeine
PKN1,1,1,caffeine
PKN2,1,1,caffeine
PKN3,1,1,caffeine
PKP2,1,1,caffeine
PKP3,1,1,caffeine
PKP4,1,1,caffeine
PLA2G12A,1,1,caffeine
PLCB3,1,1,caffeine
PLCD3,1,1,caffeine
PLCG1,1,1,caffeine
PLD1,1,1,caffeine
PLEKHA1,1,1,caffeine
PLEKHA2,1,1,caffeine
PLEKHA3,1,1,caffeine
PLEKHA4,1,1,caffeine
PLEKHA5,1,1,caffeine
PLEKHA6,1,1,caffeine
PLEKHA7,1,1,caffeine
PLEKHG2,1,1,caffeine
PLEKHG3,1,1,caffeine
PLEKHG5,1,1,caffeine
PLEKHM2,1,1,caffeine
PLEKHO2,1,1,caffeine
PLG,1,1,caffeine
PLIN3,1,1,caffeine
PLK1,1,1,caffeine
PLLP,1,1,caffeine
PLP1,1,1,caffeine
PLPP6,1,1,caffeine
PLPP7,1,1,caffeine
PLS1,1,1,caffeine
PLS3,1,1,caffeine
PLXND1,1,1,caffeine
PML,1,1,caffeine
PMM1,1,1,caffeine
PMPCB,1,1,caffeine
PNISR,1,1,caffeine
PNKP,1,1,caffeine
PNLIPRP2,1,1,Ethanolamine
PNN,1,1,caffeine
PNP,1,1,caffeine
PNPLA6,1,1,caffeine
PNPLA8,1,1,caffeine
PNPO,1,1,caffeine
POF1B,1,1,caffeine
POGZ,1,1,caffeine
POLA2,1,1,caffeine
POLDIP3,1,1,caffeine
POLI,1,1,caffeine
POLL,1,1,caffeine
POLM,1,1,caffeine
POLR1A,1,1,caffeine
POLR1F,1,1,caffeine
POLR2A,1,1,caffeine
POM121,1,1,caffeine
POM121C,1,1,caffeine
POMC,1,1,caffeine
POP1,1,1,caffeine
POR,1,1,caffeine
POTEE,1,1,caffeine
POTEI,1,1,caffeine
POTEKP,1,1,caffeine
POU2F1,1,1,caffeine
PPARD,1,1,forskolin
PPARGC1A,1,1,caffeine
PPFIA1,1,1,caffeine
PPFIA3,1,1,caffeine
PPFIBP2,1,1,caffeine
PPHLN1,1,1,caffeine
PPIAL4F,1,1,caffeine
PPIAL4G,1,1,caffeine
PPID,1,1,caffeine
PPIG,1,1,caffeine
PPIL4,1,1,caffeine
PPIP5K1,1,1,caffeine
PPIP5K2,1,1,caffeine
PPM1B,1,1,caffeine
PPM1D,1,1,caffeine
PPM1F,1,1,caffeine
PPM1H,1,1,caffeine
PPME1,1,1,caffeine
PPP1CA,1,1,caffeine
PPP1CB,1,1,caffeine
PPP1R10,1,1,caffeine
PPP1R11,1,1,caffeine
PPP1R12A,1,1,caffeine
PPP1R12C,1,1,caffeine
PPP1R13B,1,1,caffeine
PPP1R13L,1,1,caffeine
PPP1R16A,1,1,caffeine
PPP1R18,1,1,caffeine
PPP1R2,1,1,caffeine
PPP1R21,1,1,caffeine
PPP1R3E,1,1,caffeine
PPP1R3G,1,1,caffeine
PPP1R7,1,1,caffeine
PPP1R9A,1,1,caffeine
PPP2R2B,1,1,caffeine
PPP2R3C,1,1,caffeine
PPP2R5D,1,1,caffeine
PPP2R5E,1,1,caffeine
PPP4R1,1,1,caffeine
PPP4R2,1,1,caffeine
PPP4R3A,1,1,caffeine
PPP4R3B,1,1,caffeine
PPP6R2,1,1,caffeine
PPP6R3,1,1,caffeine
PPRC1,1,1,caffeine
PQBP1,1,1,caffeine
PRAG1,1,1,caffeine
PRCC,1,1,caffeine
PRDM2,1,1,caffeine
PRDM4,1,1,caffeine
PRDX2,1,1,caffeine
PRELID1,1,1,caffeine
PRELID3B,1,1,caffeine
PRICKLE2,1,1,caffeine
PRIM2,1,1,caffeine
PRIMPOL,1,1,caffeine
PRKAB1,1,1,caffeine
PRKAB2,1,1,caffeine
PRKAR1B,1,1,caffeine
PRKAR2A,1,1,caffeine
PRKCD,1,1,caffeine
PRKCI,1,1,caffeine
PRKCSH,1,1,caffeine
PRKCZ,1,1,caffeine
PRKD2,1,1,caffeine
PRKRA,1,1,caffeine
PRL2C3,1,1,caffeine
PRMT3,1,1,caffeine
PRNP,1,1,caffeine
PROM1,1,1,caffeine
PRORSD1,1,1,caffeine
PROSER1,1,1,caffeine
PROSER2,1,1,caffeine
PROSER3,1,1,caffeine
PROX1,1,1,caffeine
PRP4K,1,1,caffeine
PRPF18,1,1,caffeine
PRPF3,1,1,caffeine
PRPF31,1,1,caffeine
PRPF40A,1,1,caffeine
PRPF40B,1,1,caffeine
PRPF6,1,1,caffeine
PRPH,1,1,caffeine
PRPSAP1,1,1,caffeine
PRPSAP2,1,1,caffeine
PRR11,1,1,caffeine
PRR12,1,1,caffeine
PRR14L,1,1,caffeine
PRR36,1,1,caffeine
PRR5,1,1,caffeine
PRRC2A,1,1,caffeine
PRRC2B,1,1,caffeine
PRRC2C,1,1,caffeine
PSD3,1,1,caffeine
PSD4,1,1,caffeine
PSIP1,1,1,caffeine
PSMA2,1,1,caffeine
PSMA3,1,1,caffeine
PSMA6,1,1,caffeine
PSMC3,1,1,caffeine
PSMC4,1,1,caffeine
PSMC5,1,1,caffeine
PSMD1,1,1,caffeine
PSMD2,1,1,caffeine
PSMD4,1,1,caffeine
PSME3,1,1,caffeine
PSME4,1,1,caffeine
PSMG1,1,1,caffeine
PSRC1,1,1,caffeine
PTBP3,1,1,caffeine
PTDSS1,1,1,caffeine
PTDSS2,1,1,caffeine
PTGER1,1,1,caffeine
PTGFRN,1,1,caffeine
PTGR1,1,1,caffeine
PTGR2,1,1,caffeine
PTK2,1,1,caffeine
PTMS,1,1,caffeine
PTOV1,1,1,caffeine
PTPDC1,1,1,caffeine
PTPN11,1,1,caffeine
PTPN12,1,1,caffeine
PTPN14,1,1,caffeine
PTPN18,1,1,caffeine
PTPN21,1,1,caffeine
PTPN23,1,1,caffeine
PTPN3,1,1,caffeine
PTPN6,1,1,caffeine
PTPN9,1,1,caffeine
PTPRA,1,1,caffeine
PTPRF,1,1,caffeine
PTPRK,1,1,caffeine
PTPRM,1,1,caffeine
PTPRU,1,1,caffeine
PTTG2,1,1,caffeine
PUM1,1,1,caffeine
PUM2,1,1,caffeine
PURB,1,1,caffeine
PWWP2A,1,1,caffeine
PWWP2B,1,1,caffeine
PXN,1,1,caffeine
PYCR1,1,1,caffeine
PYCR2,1,1,caffeine
PYGM,1,1,caffeine
PYGO2,1,1,caffeine
PYM1,1,1,caffeine
QARS1,1,1,caffeine
QPCT,1,1,Ethanolamine
QRFPR,1,1,caffeine
QRSL1,1,1,caffeine
QSER1,1,1,caffeine
QSOX2,1,1,caffeine
R3HCC1L,1,1,caffeine
R3HDM1,1,1,caffeine
R3HDM2,1,1,caffeine
RAB11A,1,1,caffeine
RAB11FIP1,1,1,caffeine
RAB11FIP3,1,1,caffeine
RAB11FIP5,1,1,caffeine
RAB1A,1,1,caffeine
RAB1B,1,1,caffeine
RAB2A,1,1,caffeine
RAB2B,1,1,caffeine
RAB3GAP1,1,1,caffeine
RAB3GAP2,1,1,caffeine
RAB40B,1,1,caffeine
RAB42,1,1,caffeine
RAB4A,1,1,caffeine
RAB5A,1,1,caffeine
RAB6A,1,1,caffeine
RAB7,1,1,caffeine
RAB7A,1,1,caffeine
RAB8A,1,1,caffeine
RAB9A,1,1,caffeine
RABEP1,1,1,caffeine
RABEP2,1,1,caffeine
RABL3,1,1,caffeine
RABL6,1,1,caffeine
RAC2,1,1,caffeine
RACGAP1,1,1,caffeine
RACK1,1,1,caffeine
RAD1,1,1,caffeine
RAD18,1,1,caffeine
RAD21,1,1,caffeine
RAD23B,1,1,caffeine
RAF1,1,1,caffeine
RAI1,1,1,caffeine
RAI14,1,1,caffeine
RALBP1,1,1,caffeine
RALGAPA1,1,1,caffeine
RALGAPA2,1,1,caffeine
RALGPS1,1,1,caffeine
RALGPS2,1,1,caffeine
RALY,1,1,caffeine
RAN,1,1,caffeine
RANBP10,1,1,caffeine
RANBP2,1,1,caffeine
RANBP3,1,1,caffeine
RANBP9,1,1,caffeine
RANGAP1,1,1,caffeine
RAP1GAP,1,1,caffeine
RAP1GAP2,1,1,caffeine
RAPGEF2,1,1,caffeine
RAPGEF6,1,1,caffeine
RAPH1,1,1,caffeine
RASA1,1,1,caffeine
RASA3,1,1,caffeine
RASAL2,1,1,caffeine
RASGRF2,1,1,caffeine
RASSF7,1,1,caffeine
RB1CC1,1,1,caffeine
RBBP4,1,1,caffeine
RBBP6,1,1,caffeine
RBBP7,1,1,caffeine
RBBP8,1,1,caffeine
RBCK1,1,1,caffeine
RBFOX2,1,1,caffeine
RBL1,1,1,caffeine
RBL2,1,1,caffeine
RBM10,1,1,caffeine
RBM12,1,1,caffeine
RBM12B,1,1,caffeine
RBM14,1,1,caffeine
RBM15,1,1,caffeine
RBM15B,1,1,caffeine
RBM17,1,1,caffeine
RBM25,1,1,caffeine
RBM26,1,1,caffeine
RBM3,1,1,caffeine
RBM33,1,1,caffeine
RBM34,1,1,caffeine
RBM39,1,1,caffeine
RBM4,1,1,caffeine
RBM4B,1,1,caffeine
RBM5,1,1,caffeine
RBM6,1,1,caffeine
RBM7,1,1,caffeine
RBM8A,1,1,caffeine
RBMS1,1,1,caffeine
RBMS2,1,1,caffeine
RBMX2,1,1,caffeine
RBSN,1,1,caffeine
RBX1,1,1,caffeine
RC3H1,1,1,caffeine
RC3H2,1,1,caffeine
RCOR1,1,1,caffeine
RCOR2,1,1,caffeine
RCOR3,1,1,caffeine
RECQL5,1,1,caffeine
REEP3,1,1,caffeine
REEP4,1,1,caffeine
RELCH,1,1,caffeine
RELL1,1,1,caffeine
REPS1,1,1,caffeine
RER1,1,1,caffeine
RESF1,1,1,caffeine
REST,1,1,caffeine
RETREG2,1,1,caffeine
RETREG3,1,1,caffeine
REV1,1,1,caffeine
REXO1,1,1,caffeine
REXO1L1P,1,1,caffeine
REXO4,1,1,caffeine
RFC1,1,1,caffeine
RFC2,1,1,caffeine
RFFL,1,1,caffeine
RFLNB,1,1,caffeine
RFWD3,1,1,caffeine
RFX3,1,1,caffeine
RFX7,1,1,caffeine
RFXAP,1,1,caffeine
RGL2,1,1,caffeine
RGL3,1,1,caffeine
RGPD1,1,1,caffeine
RGPD3,1,1,caffeine
RGPD5,1,1,caffeine
RGS12,1,1,caffeine
RGS14,1,1,caffeine
RGS19,1,1,caffeine
RGS2,1,1,caffeine
RHBDF1,1,1,caffeine
RHBDF2,1,1,caffeine
RHEBL1,1,1,caffeine
RHPN2,1,1,caffeine
RHPN2P1,1,1,caffeine
RIC1,1,1,caffeine
RIC8A,1,1,caffeine
RICTOR,1,1,caffeine
RIF1,1,1,caffeine
RIMS2,1,1,caffeine
RIN1,1,1,caffeine
RIN3,1,1,caffeine
RING1,1,1,caffeine
RINL,1,1,caffeine
RIOK1,1,1,caffeine
RIOK2,1,1,caffeine
RIOK3,1,1,caffeine
RIOX1,1,1,caffeine
RIPK1,1,1,caffeine
RIPK2,1,1,caffeine
RIPOR1,1,1,caffeine
RMC1,1,1,caffeine
RMDN3,1,1,caffeine
RMI1,1,1,caffeine
RMP64,1,1,caffeine
RNASEH1,1,1,caffeine
RNF113A,1,1,caffeine
RNF135,1,1,caffeine
RNF166,1,1,caffeine
RNF169,1,1,caffeine
RNF2,1,1,caffeine
RNF208,1,1,caffeine
RNF213,1,1,caffeine
RNF214,1,1,caffeine
RNF220,1,1,caffeine
RNF25,1,1,caffeine
RNF4,1,1,caffeine
RNF40,1,1,caffeine
RNF43,1,1,caffeine
RNF8,1,1,caffeine
RNFT2,1,1,caffeine
RNH1,1,1,caffeine
RNPC3,1,1,caffeine
ROBO1,1,1,caffeine
ROCK1,1,1,caffeine
ROCK2,1,1,caffeine
RP9,1,1,caffeine
RPAP3,1,1,caffeine
RPF2,1,1,caffeine
RPGR,1,1,caffeine
RPIA,1,1,caffeine
RPL10A,1,1,caffeine
RPL13,1,1,caffeine
RPL18,1,1,caffeine
RPL24,1,1,caffeine
RPL26,1,1,caffeine
RPL3,1,1,caffeine
RPL36,1,1,caffeine
RPL36A,1,1,caffeine
RPL7A,1,1,caffeine
RPLP2,1,1,caffeine
RPN2,1,1,caffeine
RPRD1B,1,1,caffeine
RPRD2,1,1,caffeine
RPS10,1,1,caffeine
RPS11,1,1,caffeine
RPS14,1,1,caffeine
RPS17,1,1,caffeine
RPS18,1,1,caffeine
RPS2,1,1,caffeine
RPS26,1,1,caffeine
RPS27,1,1,caffeine
RPS27A,1,1,caffeine
RPS28,1,1,caffeine
RPS3,1,1,caffeine
RPS6KA1,1,1,caffeine
RPS6KA4,1,1,caffeine
RPS6KC1,1,1,caffeine
RPS8,1,1,caffeine
RPTOR,1,1,caffeine
RPUSD2,1,1,caffeine
RRAGC,1,1,caffeine
RRBP1,1,1,caffeine
RREB1,1,1,caffeine
RRM1,1,1,caffeine
RRM2,1,1,caffeine
RRP1,1,1,caffeine
RRP12,1,1,caffeine
RRP15,1,1,caffeine
RRP1B,1,1,caffeine
RRP8,1,1,caffeine
RRS1,1,1,caffeine
RSBN1L,1,1,caffeine
RSF1,1,1,caffeine
RSL1D1,1,1,caffeine
RSPO3,1,1,caffeine
RSRC2,1,1,caffeine
RTEL1,1,1,caffeine
RTKN,1,1,caffeine
RTL9,1,1,caffeine
RTN3,1,1,caffeine
RTN4,1,1,caffeine
RTTN,1,1,caffeine
RUFY1,1,1,caffeine
RUNDC1,1,1,caffeine
RUVBL2,1,1,caffeine
RWDD2B,1,1,caffeine
RXFP1,1,1,forskolin
RXFP2,1,1,forskolin
RXRA,1,1,caffeine
RXYLT1,1,1,caffeine
RYBP,1,1,caffeine
RYR3-DT,1,1,caffeine
S100A10,1,1,caffeine
S100A13,1,1,caffeine
S100A6,1,1,caffeine
SACS,1,1,caffeine
SAFB,1,1,caffeine
SAFB2,1,1,caffeine
SALL1,1,1,caffeine
SAMD1,1,1,caffeine
SAMD4A,1,1,caffeine
SAMD4B,1,1,caffeine
SAMHD1,1,1,caffeine
SAMSN1,1,1,caffeine
SAP130,1,1,caffeine
SAP18,1,1,caffeine
SAP30BP,1,1,caffeine
SARDH,1,1,Ethanolamine
SART1,1,1,caffeine
SART3,1,1,caffeine
SASH1,1,1,caffeine
SATB2,1,1,caffeine
SBF1,1,1,caffeine
SBNO1,1,1,caffeine
SC5D,1,1,caffeine
SCAF1,1,1,caffeine
SCAF11,1,1,caffeine
SCAF8,1,1,caffeine
SCAMP1,1,1,caffeine
SCAMP3,1,1,caffeine
SCAMP4,1,1,caffeine
SCAND1,1,1,caffeine
SCAP,1,1,caffeine
SCAPER,1,1,caffeine
SCCPDH,1,1,caffeine
SCD,1,1,caffeine
SCML2,1,1,caffeine
SCN9A,1,1,caffeine
SCP2,1,1,caffeine
SCRIB,1,1,caffeine
SDC4,1,1,caffeine
SDCBP,1,1,caffeine
SDCBP2,1,1,caffeine
SEC13,1,1,caffeine
SEC14L1,1,1,caffeine
SEC16A,1,1,caffeine
SEC16B,1,1,caffeine
SEC22B,1,1,caffeine
SEC23A,1,1,caffeine
SEC23IP,1,1,caffeine
SEC24D,1,1,caffeine
SEC31A,1,1,caffeine
SEC61B,1,1,caffeine
SEC63,1,1,caffeine
SECISBP2L,1,1,caffeine
SELENON,1,1,caffeine
SEMA4B,1,1,caffeine
SEMA4G,1,1,caffeine
SEMA6A,1,1,caffeine
SEMA6B,1,1,caffeine
SENP3,1,1,caffeine
SENP5,1,1,caffeine
SEPHS2,1,1,caffeine
SERINC3,1,1,caffeine
SERINC5,1,1,caffeine
SERPINA1,1,1,caffeine
SERTAD2,1,1,caffeine
SESN1,1,1,caffeine
SETD1A,1,1,caffeine
SETD1B,1,1,caffeine
SETD2,1,1,caffeine
SETD3,1,1,caffeine
SETD5,1,1,caffeine
SETDB1,1,1,caffeine
SETX,1,1,caffeine
SEZ6L2,1,1,caffeine
SF1,1,1,caffeine
SF3A1,1,1,caffeine
SF3A3,1,1,caffeine
SF3B1,1,1,caffeine
SFMBT1,1,1,caffeine
SFRP1,1,1,caffeine
SFSWAP,1,1,caffeine
SFXN3,1,1,caffeine
SFXN4,1,1,caffeine
SGO2,1,1,caffeine
SGPP1,1,1,caffeine
SGSM3,1,1,caffeine
SGTB,1,1,caffeine
SH2B1,1,1,caffeine
SH2D3A,1,1,caffeine
SH2D5,1,1,caffeine
SH3BP1,1,1,caffeine
SH3D21,1,1,caffeine
