uniprot_accession,total_count,n_compounds,compounds,symbol,geneid,n_pathways,pathways
Q9NRP4,,,,,,1.0,Reactome_R-HSA-1430728
Q9NSY2,,,,,,1.0,Reactome_R-HSA-1430728
Q9NTJ4,,,,,,1.0,Reactome_R-HSA-1430728
Q9NTJ5,,,,,,1.0,Reactome_R-HSA-1430728
Q9NTN3,,,,,,2.0,Reactome_R-HSA-1430728;Reactome_R-HSA-211859
Q9NU23,,,,,,1.0,Reactome_R-HSA-1430728
Q9NUB1,,,,,,3.0,Reactome_R-HSA-1430728;Reactome_R-HSA-211859;Reactome_R-HSA-211945
Q9NUI1,,,,,,1.0,Reactome_R-HSA-1430728
Q9NUJ1,,,,,,2.0,Reactome_R-HSA-1430728;Reactome_R-HSA-211859
Q9NUN5,,,,,,1.0,Reactome_R-HSA-1430728
Q9NUN7,,,,,,1.0,Reactome_R-HSA-1430728
Q9NUQ2,,,,,,1.0,Reactome_R-HSA-1430728
Q9NUV7,,,,,,1.0,Reactome_R-HSA-1430728
Q9NUZ1,,,,,,1.0,Reactome_R-HSA-1430728
Q9NV23,,,,,,1.0,Reactome_R-HSA-1430728
Q9NV35,,,,,,1.0,Reactome_R-HSA-1430728
Q9NVA1,,,,,,1.0,Reactome_R-HSA-1430728
Q9NVC6,,,,,,1.0,Reactome_R-HSA-1430728
Q9NVH6,,,,,,1.0,Reactome_R-HSA-1430728
Q9NVS9,,,,,,1.0,Reactome_R-HSA-1430728
Q9NW81,,,,,,1.0,Reactome_R-HSA-1430728
Q9NWA0,,,,,,1.0,Reactome_R-HSA-1430728
Q9NWM0-3,,,,,,3.0,Reactome_R-HSA-1430728;Reactome_R-HSA-211859;Reactome_R-HSA-211945
Q9NWW6,,,,,,1.0,Reactome_R-HSA-1430728
Q9NX14,,,,,,1.0,Reactome_R-HSA-1430728
Q9NX18,,,,,,1.0,Reactome_R-HSA-1430728
Q9NX62,,,,,,2.0,Reactome_R-HSA-1430728;Reactome_R-HSA-211859
Q9NX70,,,,,,1.0,Reactome_R-HSA-1430728
Q9NXA8,,,,,,1.0,Reactome_R-HSA-1430728
Q9NXB9,,,,,,1.0,Reactome_R-HSA-1430728
Q9NYA1,,,,,,1.0,Reactome_R-HSA-1430728
Q9NYL5,,,,,,4.0,Reactome_R-HSA-1430728;Reactome_R-HSA-211859;Reactome_R-HSA-211897;Reactome_R-HSA-211945
Q9NYQ3,,,,,,1.0,Reactome_R-HSA-1430728
Q9NZ20,,,,,,1.0,Reactome_R-HSA-1430728
Q9NZ53,,,,,,2.0,Reactome_R-HSA-1430728;Reactome_R-HSA-211859
Q9NZ71,,,,,,1.0,Reactome_R-HSA-1430728
Q9NZB8-1,,,,,,1.0,Reactome_R-HSA-1430728
Q9NZB8-5,,,,,,1.0,Reactome_R-HSA-1430728
Q9NZC3,,,,,,2.0,PathBank_SMP0000025;Reactome_R-HSA-1430728
Q9NZJ6,,,,,,1.0,Reactome_R-HSA-1430728
Q9NZJ9,,,,,,1.0,Reactome_R-HSA-1430728
Q9NZK7,,,,,,1.0,Reactome_R-HSA-1430728
Q9NZL6,,,,,,1.0,Reactome_R-HSA-1430728
Q9NZL9,,,,,,2.0,Reactome_R-HSA-1430728;Reactome_R-HSA-211859
Q9P032,,,,,,1.0,Reactome_R-HSA-1430728
Q9P086,,,,,,1.0,Reactome_R-HSA-1430728
Q9P0J0,,,,,,1.0,Reactome_R-HSA-1430728
Q9P0S2,,,,,,1.0,Reactome_R-HSA-1430728
Q9P0Z9,,,,,,1.0,Reactome_R-HSA-1430728
Q9P212,,,,,,1.0,Reactome_R-HSA-1430728
Q9P2R7,,,,,,1.0,Reactome_R-HSA-1430728
Q9P2T1,,,,,,1.0,Reactome_R-HSA-1430728
Q9P2W7,,,,,,1.0,Reactome_R-HSA-1430728
Q9SAH5,,,,,,12.0,PathBank_SMP0063827;PathBank_SMP0063838;PathBank_SMP0063848;PathBank_SMP0063857;PathBank_SMP0063865;PathBank_SMP0063872;PathBank_SMP0063878;PathBank_SMP0063883;PathBank_SMP0063887;PathBank_SMP0063890;PathBank_SMP0063891;PathBank_SMP0063892
Q9SRQ7,,,,,,12.0,PathBank_SMP0063827;PathBank_SMP0063838;PathBank_SMP0063848;PathBank_SMP0063857;PathBank_SMP0063865;PathBank_SMP0063872;PathBank_SMP0063878;PathBank_SMP0063883;PathBank_SMP0063887;PathBank_SMP0063890;PathBank_SMP0063891;PathBank_SMP0063892
Q9STS1,,,,,,2.0,PathBank_SMP0012047;PathBank_SMP0012048
Q9UBF8,,,,,,1.0,Reactome_R-HSA-1430728
Q9UBM1,,,,,,554.0,PathBank_SMP0000025;PathBank_SMP0014212;PathBank_SMP0014216;PathBank_SMP0014217;PathBank_SMP0014218;PathBank_SMP0014219;PathBank_SMP0014220;PathBank_SMP0014221;PathBank_SMP0014222;PathBank_SMP0014223;PathBank_SMP0014224;PathBank_SMP0014225;PathBank_SMP0014226;PathBank_SMP0014227;PathBank_SMP0014228;PathBank_SMP0014229;PathBank_SMP0014230;PathBank_SMP0014231;PathBank_SMP0014232;PathBank_SMP0014233;PathBank_SMP0014234;PathBank_SMP0014235;PathBank_SMP0014236;PathBank_SMP0014237;PathBank_SMP0014238;PathBank_SMP0014239;PathBank_SMP0014240;PathBank_SMP0014241;PathBank_SMP0014242;PathBank_SMP0014243;PathBank_SMP0014244;PathBank_SMP0014245;PathBank_SMP0014246;PathBank_SMP0014247;PathBank_SMP0014248;PathBank_SMP0014249;PathBank_SMP0014250;PathBank_SMP0014251;PathBank_SMP0014252;PathBank_SMP0014253;PathBank_SMP0014254;PathBank_SMP0014255;PathBank_SMP0014256;PathBank_SMP0014257;PathBank_SMP0014258;PathBank_SMP0014259;PathBank_SMP0014260;PathBank_SMP0014261;PathBank_SMP0014262;PathBank_SMP0014263;PathBank_SMP0014264;PathBank_SMP0014265;PathBank_SMP0014266;PathBank_SMP0014267;PathBank_SMP0014268;PathBank_SMP0014269;PathBank_SMP0014270;PathBank_SMP0014271;PathBank_SMP0014272;PathBank_SMP0014273;PathBank_SMP0014274;PathBank_SMP0014275;PathBank_SMP0014276;PathBank_SMP0014277;PathBank_SMP0014278;PathBank_SMP0014279;PathBank_SMP0014280;PathBank_SMP0014281;PathBank_SMP0014282;PathBank_SMP0014283;PathBank_SMP0014284;PathBank_SMP0014285;PathBank_SMP0014286;PathBank_SMP0014287;PathBank_SMP0014288;PathBank_SMP0014289;PathBank_SMP0014290;PathBank_SMP0014291;PathBank_SMP0014292;PathBank_SMP0014293;PathBank_SMP0014294;PathBank_SMP0014295;PathBank_SMP0014296;PathBank_SMP0014297;PathBank_SMP0014298;PathBank_SMP0014299;PathBank_SMP0014300;PathBank_SMP0014301;PathBank_SMP0014302;PathBank_SMP0014303;PathBank_SMP0014304;PathBank_SMP0014305;PathBank_SMP0014306;PathBank_SMP0014307;PathBank_SMP0014308;PathBank_SMP0014309;PathBank_SMP0014310;PathBank_SMP0014311;PathBank_SMP0014312;PathBank_SMP0014313;PathBank_SMP0014314;PathBank_SMP0014315;PathBank_SMP0014316;PathBank_SMP0014317;PathBank_SMP0014318;PathBank_SMP0014319;PathBank_SMP0014320;PathBank_SMP0014321;PathBank_SMP0014322;PathBank_SMP0014323;PathBank_SMP0014324;PathBank_SMP0014325;PathBank_SMP0014326;PathBank_SMP0014327;PathBank_SMP0014328;PathBank_SMP0014329;PathBank_SMP0014330;PathBank_SMP0014331;PathBank_SMP0014332;PathBank_SMP0014333;PathBank_SMP0014334;PathBank_SMP0014335;PathBank_SMP0014336;PathBank_SMP0014337;PathBank_SMP0014338;PathBank_SMP0014339;PathBank_SMP0014340;PathBank_SMP0014341;PathBank_SMP0014342;PathBank_SMP0014343;PathBank_SMP0014344;PathBank_SMP0014345;PathBank_SMP0014346;PathBank_SMP0014347;PathBank_SMP0014348;PathBank_SMP0014349;PathBank_SMP0014350;PathBank_SMP0014351;PathBank_SMP0014352;PathBank_SMP0014353;PathBank_SMP0014354;PathBank_SMP0014355;PathBank_SMP0014356;PathBank_SMP0014357;PathBank_SMP0014358;PathBank_SMP0014359;PathBank_SMP0014360;PathBank_SMP0014361;PathBank_SMP0014362;PathBank_SMP0014363;PathBank_SMP0014364;PathBank_SMP0014365;PathBank_SMP0014366;PathBank_SMP0014367;PathBank_SMP0014368;PathBank_SMP0014369;PathBank_SMP0014370;PathBank_SMP0014371;PathBank_SMP0014372;PathBank_SMP0014373;PathBank_SMP0014374;PathBank_SMP0014375;PathBank_SMP0014376;PathBank_SMP0014377;PathBank_SMP0014378;PathBank_SMP0014379;PathBank_SMP0014380;PathBank_SMP0014381;PathBank_SMP0014382;PathBank_SMP0014383;PathBank_SMP0014384;PathBank_SMP0014385;PathBank_SMP0014386;PathBank_SMP0014387;PathBank_SMP0014388;PathBank_SMP0014389;PathBank_SMP0014390;PathBank_SMP0014391;PathBank_SMP0014392;PathBank_SMP0014393;PathBank_SMP0014394;PathBank_SMP0014395;PathBank_SMP0014396;PathBank_SMP0014397;PathBank_SMP0014398;PathBank_SMP0014399;PathBank_SMP0014400;PathBank_SMP0014401;PathBank_SMP0014402;PathBank_SMP0014403;PathBank_SMP0014404;PathBank_SMP0014405;PathBank_SMP0014406;PathBank_SMP0014407;PathBank_SMP0014408;PathBank_SMP0014409;PathBank_SMP0014410;PathBank_SMP0014411;PathBank_SMP0014412;PathBank_SMP0014413;PathBank_SMP0014414;PathBank_SMP0014415;PathBank_SMP0014416;PathBank_SMP0014417;PathBank_SMP0014418;PathBank_SMP0014419;PathBank_SMP0014420;PathBank_SMP0014421;PathBank_SMP0014422;PathBank_SMP0014423;PathBank_SMP0014424;PathBank_SMP0014425;PathBank_SMP0014426;PathBank_SMP0014427;PathBank_SMP0014428;PathBank_SMP0014429;PathBank_SMP0014430;PathBank_SMP0014431;PathBank_SMP0014432;PathBank_SMP0014433;PathBank_SMP0014434;PathBank_SMP0014435;PathBank_SMP0014436;PathBank_SMP0014437;PathBank_SMP0014438;PathBank_SMP0014439;PathBank_SMP0014440;PathBank_SMP0014441;PathBank_SMP0014442;PathBank_SMP0014443;PathBank_SMP0014444;PathBank_SMP0014445;PathBank_SMP0014446;PathBank_SMP0014447;PathBank_SMP0014448;PathBank_SMP0014449;PathBank_SMP0014450;PathBank_SMP0014451;PathBank_SMP0014452;PathBank_SMP0014453;PathBank_SMP0014454;PathBank_SMP0014455;PathBank_SMP0014457;PathBank_SMP0014461;PathBank_SMP0014465;PathBank_SMP0014469;PathBank_SMP0014473;PathBank_SMP0014477;PathBank_SMP0014481;PathBank_SMP0014485;PathBank_SMP0014489;PathBank_SMP0014493;PathBank_SMP0014497;PathBank_SMP0014501;PathBank_SMP0014505;PathBank_SMP0014509;PathBank_SMP0014513;PathBank_SMP0014517;PathBank_SMP0014521;PathBank_SMP0014525;PathBank_SMP0014529;PathBank_SMP0014533;PathBank_SMP0014537;PathBank_SMP0014541;PathBank_SMP0014545;PathBank_SMP0014549;PathBank_SMP0014553;PathBank_SMP0014557;PathBank_SMP0014561;PathBank_SMP0014565;PathBank_SMP0014569;PathBank_SMP0014573;PathBank_SMP0014577;PathBank_SMP0014581;PathBank_SMP0014585;PathBank_SMP0014589;PathBank_SMP0014593;PathBank_SMP0014597;PathBank_SMP0014601;PathBank_SMP0014605;PathBank_SMP0014609;PathBank_SMP0014613;PathBank_SMP0014617;PathBank_SMP0014621;PathBank_SMP0014625;PathBank_SMP0014629;PathBank_SMP0014633;PathBank_SMP0014637;PathBank_SMP0014641;PathBank_SMP0014645;PathBank_SMP0014649;PathBank_SMP0014653;PathBank_SMP0014657;PathBank_SMP0014661;PathBank_SMP0014665;PathBank_SMP0014669;PathBank_SMP0014673;PathBank_SMP0014677;PathBank_SMP0014681;PathBank_SMP0014685;PathBank_SMP0014689;PathBank_SMP0014693;PathBank_SMP0014697;PathBank_SMP0014701;PathBank_SMP0014705;PathBank_SMP0014709;PathBank_SMP0014713;PathBank_SMP0014717;PathBank_SMP0014721;PathBank_SMP0014725;PathBank_SMP0014729;PathBank_SMP0014733;PathBank_SMP0014737;PathBank_SMP0014741;PathBank_SMP0014745;PathBank_SMP0014748;PathBank_SMP0014749;PathBank_SMP0014752;PathBank_SMP0014753;PathBank_SMP0014756;PathBank_SMP0014757;PathBank_SMP0014760;PathBank_SMP0014761;PathBank_SMP0014764;PathBank_SMP0014765;PathBank_SMP0014768;PathBank_SMP0014769;PathBank_SMP0014772;PathBank_SMP0014773;PathBank_SMP0014776;PathBank_SMP0014777;PathBank_SMP0014780;PathBank_SMP0014781;PathBank_SMP0014784;PathBank_SMP0014785;PathBank_SMP0014788;PathBank_SMP0014789;PathBank_SMP0014792;PathBank_SMP0014793;PathBank_SMP0014796;PathBank_SMP0014797;PathBank_SMP0014800;PathBank_SMP0014801;PathBank_SMP0014804;PathBank_SMP0014805;PathBank_SMP0014808;PathBank_SMP0014809;PathBank_SMP0014812;PathBank_SMP0014813;PathBank_SMP0014816;PathBank_SMP0014817;PathBank_SMP0014820;PathBank_SMP0014821;PathBank_SMP0014824;PathBank_SMP0014825;PathBank_SMP0014828;PathBank_SMP0014829;PathBank_SMP0014832;PathBank_SMP0014833;PathBank_SMP0014836;PathBank_SMP0014837;PathBank_SMP0014840;PathBank_SMP0014841;PathBank_SMP0014844;PathBank_SMP0014845;PathBank_SMP0014848;PathBank_SMP0014849;PathBank_SMP0014852;PathBank_SMP0014853;PathBank_SMP0014856;PathBank_SMP0014857;PathBank_SMP0014860;PathBank_SMP0014861;PathBank_SMP0014864;PathBank_SMP0014865;PathBank_SMP0014868;PathBank_SMP0014869;PathBank_SMP0014872;PathBank_SMP0014873;PathBank_SMP0014876;PathBank_SMP0014877;PathBank_SMP0014880;PathBank_SMP0014881;PathBank_SMP0014884;PathBank_SMP0014885;PathBank_SMP0014888;PathBank_SMP0014889;PathBank_SMP0014892;PathBank_SMP0014893;PathBank_SMP0014896;PathBank_SMP0014897;PathBank_SMP0014900;PathBank_SMP0014901;PathBank_SMP0014904;PathBank_SMP0014905;PathBank_SMP0014908;PathBank_SMP0014909;PathBank_SMP0014912;PathBank_SMP0014913;PathBank_SMP0014916;PathBank_SMP0014917;PathBank_SMP0014920;PathBank_SMP0014921;PathBank_SMP0014924;PathBank_SMP0014925;PathBank_SMP0014928;PathBank_SMP0014929;PathBank_SMP0014932;PathBank_SMP0014933;PathBank_SMP0014936;PathBank_SMP0014937;PathBank_SMP0014940;PathBank_SMP0014941;PathBank_SMP0014944;PathBank_SMP0014945;PathBank_SMP0014948;PathBank_SMP0014949;PathBank_SMP0014952;PathBank_SMP0014953;PathBank_SMP0014956;PathBank_SMP0014957;PathBank_SMP0014960;PathBank_SMP0014961;PathBank_SMP0014964;PathBank_SMP0014965;PathBank_SMP0014968;PathBank_SMP0014969;PathBank_SMP0014972;PathBank_SMP0014973;PathBank_SMP0014976;PathBank_SMP0014977;PathBank_SMP0014980;PathBank_SMP0014981;PathBank_SMP0014984;PathBank_SMP0014985;PathBank_SMP0014988;PathBank_SMP0014989;PathBank_SMP0014992;PathBank_SMP0014993;PathBank_SMP0014996;PathBank_SMP0014997;PathBank_SMP0015000;PathBank_SMP0015001;PathBank_SMP0015004;PathBank_SMP0015005;PathBank_SMP0015008;PathBank_SMP0015009;PathBank_SMP0015012;PathBank_SMP0015013;PathBank_SMP0015016;PathBank_SMP0015017;PathBank_SMP0015020;PathBank_SMP0015021;PathBank_SMP0015024;PathBank_SMP0015025;PathBank_SMP0015028;PathBank_SMP0015029;PathBank_SMP0015032;PathBank_SMP0015033;PathBank_SMP0015036;PathBank_SMP0015037;PathBank_SMP0015040;PathBank_SMP0015041;PathBank_SMP0015044;PathBank_SMP0015045;PathBank_SMP0015048;PathBank_SMP0015049;PathBank_SMP0015052;PathBank_SMP0015053;PathBank_SMP0015897;PathBank_SMP0030234;PathBank_SMP0030241;PathBank_SMP0030242;PathBank_SMP0030243;PathBank_SMP0030244;PathBank_SMP0030245;PathBank_SMP0030246;PathBank_SMP0030247;PathBank_SMP0030248;PathBank_SMP0030249;PathBank_SMP0030250;PathBank_SMP0030251;PathBank_SMP0030252;PathBank_SMP0030253;PathBank_SMP0030254;PathBank_SMP0030255;PathBank_SMP0030256;PathBank_SMP0030257;PathBank_SMP0030258;PathBank_SMP0030259;PathBank_SMP0030260;PathBank_SMP0030261;PathBank_SMP0030262;PathBank_SMP0030263;PathBank_SMP0030264;PathBank_SMP0030265;PathBank_SMP0030266;PathBank_SMP0030267;PathBank_SMP0030268;PathBank_SMP0030269;PathBank_SMP0030270;PathBank_SMP0030271;PathBank_SMP0030272;PathBank_SMP0030273;PathBank_SMP0030274;PathBank_SMP0030275;PathBank_SMP0030276;PathBank_SMP0030277;PathBank_SMP0030278;PathBank_SMP0030279;PathBank_SMP0030280;PathBank_SMP0030281;PathBank_SMP0030282;PathBank_SMP0030283;PathBank_SMP0030284;PathBank_SMP0030285;PathBank_SMP0030286;PathBank_SMP0030287;PathBank_SMP0030288;PathBank_SMP0030289;PathBank_SMP0030290;PathBank_SMP0030291;PathBank_SMP0030292;PathBank_SMP0030293;PathBank_SMP0030294;PathBank_SMP0030295;PathBank_SMP0030296;PathBank_SMP0030297;PathBank_SMP0030298;PathBank_SMP0030299;PathBank_SMP0030300;PathBank_SMP0030301;PathBank_SMP0030302;PathBank_SMP0030303;PathBank_SMP0030304;PathBank_SMP0030305;PathBank_SMP0030306;PathBank_SMP0030307;PathBank_SMP0030308;PathBank_SMP0030309;PathBank_SMP0030310;PathBank_SMP0030311;PathBank_SMP0030312;PathBank_SMP0030313;PathBank_SMP0030314;PathBank_SMP0030315;PathBank_SMP0030316;PathBank_SMP0030317;PathBank_SMP0030318;PathBank_SMP0030319;PathBank_SMP0030320;PathBank_SMP0030321;Reactome_R-HSA-1430728;WikiPathways_WP2533
Q9UBQ6,,,,,,1.0,Reactome_R-HSA-1430728
Q9UBR1,,,,,,1.0,Reactome_R-HSA-1430728
Q9UBV7,,,,,,1.0,Reactome_R-HSA-1430728
Q9UBX3,,,,,,1.0,Reactome_R-HSA-1430728
Q9UBX8,,,,,,1.0,Reactome_R-HSA-1430728
Q9UDR5,,,,,,1.0,Reactome_R-HSA-1430728
Q9UDW1,,,,,,1.0,Reactome_R-HSA-1430728
Q9UF12,,,,,,1.0,Reactome_R-HSA-1430728
