uniprot_accession,protein_name,pathway,compound
P75919,Cardiolipin synthase C,PathBank_SMP0001565,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001569,Ethanolamine
P0A6H8,Cardiolipin synthase A,PathBank_SMP0001569,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001569,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001569,Ethanolamine
P0A8K1,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0001569,Ethanolamine
P0A924,Phosphatidylglycerophosphatase B,PathBank_SMP0001569,Ethanolamine
P0AA84,Cardiolipin synthase B,PathBank_SMP0001569,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001569,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001569,Ethanolamine
P18200,Phosphatidylglycerophosphatase A,PathBank_SMP0001569,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001569,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001569,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001569,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001573,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001573,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001573,Ethanolamine
P0A8K1,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0001573,Ethanolamine
P0A924,Phosphatidylglycerophosphatase B,PathBank_SMP0001573,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001573,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001573,Ethanolamine
P18200,Phosphatidylglycerophosphatase A,PathBank_SMP0001573,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001573,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001573,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001573,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001577,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001577,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001577,Ethanolamine
P0A8K1,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0001577,Ethanolamine
P0A924,Phosphatidylglycerophosphatase B,PathBank_SMP0001577,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001577,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001577,Ethanolamine
P18200,Phosphatidylglycerophosphatase A,PathBank_SMP0001577,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001577,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001577,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001577,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001581,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001581,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001581,Ethanolamine
P0A8K1,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0001581,Ethanolamine
P0A924,Phosphatidylglycerophosphatase B,PathBank_SMP0001581,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001581,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001581,Ethanolamine
P18200,Phosphatidylglycerophosphatase A,PathBank_SMP0001581,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001581,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001581,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001581,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001585,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001585,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001585,Ethanolamine
P0A8K1,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0001585,Ethanolamine
P0A924,Phosphatidylglycerophosphatase B,PathBank_SMP0001585,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001585,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001585,Ethanolamine
P18200,Phosphatidylglycerophosphatase A,PathBank_SMP0001585,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001585,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001585,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001585,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001589,Ethanolamine
P0A6H8,Cardiolipin synthase A,PathBank_SMP0001589,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001589,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001589,Ethanolamine
P0A8K1,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0001589,Ethanolamine
P0A924,Phosphatidylglycerophosphatase B,PathBank_SMP0001589,Ethanolamine
P0AA84,Cardiolipin synthase B,PathBank_SMP0001589,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001589,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001589,Ethanolamine
P18200,Phosphatidylglycerophosphatase A,PathBank_SMP0001589,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001589,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001589,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001589,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001593,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001593,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001593,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001593,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001593,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001593,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001593,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001593,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001597,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001597,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001597,Ethanolamine
P0A8K1,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0001597,Ethanolamine
P0A924,Phosphatidylglycerophosphatase B,PathBank_SMP0001597,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001597,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001597,Ethanolamine
P18200,Phosphatidylglycerophosphatase A,PathBank_SMP0001597,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001597,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001597,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001597,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001601,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001601,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001601,Ethanolamine
P0A924,Phosphatidylglycerophosphatase B,PathBank_SMP0001601,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001601,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001601,Ethanolamine
P18200,Phosphatidylglycerophosphatase A,PathBank_SMP0001601,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001601,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001601,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001601,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001605,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001605,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001605,Ethanolamine
P0A8K1,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0001605,Ethanolamine
P0A924,Phosphatidylglycerophosphatase B,PathBank_SMP0001605,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001605,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001605,Ethanolamine
P18200,Phosphatidylglycerophosphatase A,PathBank_SMP0001605,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001605,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001605,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001605,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001609,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001609,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001609,Ethanolamine
P0A8K1,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0001609,Ethanolamine
P0A924,Phosphatidylglycerophosphatase B,PathBank_SMP0001609,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001609,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001609,Ethanolamine
P18200,Phosphatidylglycerophosphatase A,PathBank_SMP0001609,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001609,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001609,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001609,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001613,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001613,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001613,Ethanolamine
P0A8K1,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0001613,Ethanolamine
P0A924,Phosphatidylglycerophosphatase B,PathBank_SMP0001613,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001613,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001613,Ethanolamine
P18200,Phosphatidylglycerophosphatase A,PathBank_SMP0001613,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001613,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001613,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001613,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001617,Ethanolamine
P0A6H8,Cardiolipin synthase A,PathBank_SMP0001617,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001617,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001617,Ethanolamine
P0A8K1,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0001617,Ethanolamine
P0A924,Phosphatidylglycerophosphatase B,PathBank_SMP0001617,Ethanolamine
P0AA84,Cardiolipin synthase B,PathBank_SMP0001617,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001617,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001617,Ethanolamine
P18200,Phosphatidylglycerophosphatase A,PathBank_SMP0001617,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001617,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001617,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001617,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001621,Ethanolamine
P0A6H8,Cardiolipin synthase A,PathBank_SMP0001621,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001621,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001621,Ethanolamine
P0A8K1,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0001621,Ethanolamine
P0A924,Phosphatidylglycerophosphatase B,PathBank_SMP0001621,Ethanolamine
P0AA84,Cardiolipin synthase B,PathBank_SMP0001621,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001621,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001621,Ethanolamine
P18200,Phosphatidylglycerophosphatase A,PathBank_SMP0001621,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001621,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001621,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001621,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001625,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001625,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001625,Ethanolamine
P0A8K1,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0001625,Ethanolamine
P0A924,Phosphatidylglycerophosphatase B,PathBank_SMP0001625,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001625,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001625,Ethanolamine
P18200,Phosphatidylglycerophosphatase A,PathBank_SMP0001625,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001625,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001625,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001625,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001629,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001629,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001629,Ethanolamine
P0A924,Phosphatidylglycerophosphatase B,PathBank_SMP0001629,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001629,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001629,Ethanolamine
P18200,Phosphatidylglycerophosphatase A,PathBank_SMP0001629,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001629,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001629,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001629,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001633,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001633,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001633,Ethanolamine
P0A924,Phosphatidylglycerophosphatase B,PathBank_SMP0001633,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001633,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001633,Ethanolamine
P18200,Phosphatidylglycerophosphatase A,PathBank_SMP0001633,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001633,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001633,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001633,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001637,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001637,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001637,Ethanolamine
P0A8K1,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0001637,Ethanolamine
P0A924,Phosphatidylglycerophosphatase B,PathBank_SMP0001637,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001637,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001637,Ethanolamine
P18200,Phosphatidylglycerophosphatase A,PathBank_SMP0001637,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001637,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001637,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001641,Ethanolamine
P0A6H8,Cardiolipin synthase A,PathBank_SMP0001641,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001641,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001641,Ethanolamine
P0A924,Phosphatidylglycerophosphatase B,PathBank_SMP0001641,Ethanolamine
P0AA84,Cardiolipin synthase B,PathBank_SMP0001641,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001641,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001641,Ethanolamine
P18200,Phosphatidylglycerophosphatase A,PathBank_SMP0001641,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001641,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001641,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001641,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001645,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001645,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001645,Ethanolamine
P0A8K1,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0001645,Ethanolamine
P0A924,Phosphatidylglycerophosphatase B,PathBank_SMP0001645,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001645,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001645,Ethanolamine
P18200,Phosphatidylglycerophosphatase A,PathBank_SMP0001645,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001645,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001645,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001645,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001649,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001649,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001649,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001649,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001649,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001649,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001649,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001649,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001653,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001653,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001653,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001653,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001653,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001653,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001653,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001653,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001657,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001657,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001657,Ethanolamine
P0A8K1,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0001657,Ethanolamine
P0A924,Phosphatidylglycerophosphatase B,PathBank_SMP0001657,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001657,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001657,Ethanolamine
P18200,Phosphatidylglycerophosphatase A,PathBank_SMP0001657,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001657,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001657,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001657,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001661,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001661,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001661,Ethanolamine
P0A8K1,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0001661,Ethanolamine
P0A924,Phosphatidylglycerophosphatase B,PathBank_SMP0001661,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001661,Ethanolamine
P18200,Phosphatidylglycerophosphatase A,PathBank_SMP0001661,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001661,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001661,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001661,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001665,Ethanolamine
P0A6H8,Cardiolipin synthase A,PathBank_SMP0001665,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001665,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001665,Ethanolamine
P0A8K1,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0001665,Ethanolamine
P0A924,Phosphatidylglycerophosphatase B,PathBank_SMP0001665,Ethanolamine
P0AA84,Cardiolipin synthase B,PathBank_SMP0001665,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001665,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001665,Ethanolamine
