uniprot_accession,protein_name,pathway,compound
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001456,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001456,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001460,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001460,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001460,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001460,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001460,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001460,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001460,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001460,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001464,Ethanolamine
P0A6H8,Cardiolipin synthase A,PathBank_SMP0001464,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001464,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001464,Ethanolamine
P0A8K1,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0001464,Ethanolamine
P0A924,Phosphatidylglycerophosphatase B,PathBank_SMP0001464,Ethanolamine
P0AA84,Cardiolipin synthase B,PathBank_SMP0001464,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001464,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001464,Ethanolamine
P18200,Phosphatidylglycerophosphatase A,PathBank_SMP0001464,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001464,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001464,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001464,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001468,Ethanolamine
P0A6H8,Cardiolipin synthase A,PathBank_SMP0001468,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001468,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001468,Ethanolamine
P0A8K1,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0001468,Ethanolamine
P0A924,Phosphatidylglycerophosphatase B,PathBank_SMP0001468,Ethanolamine
P0AA84,Cardiolipin synthase B,PathBank_SMP0001468,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001468,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001468,Ethanolamine
P18200,Phosphatidylglycerophosphatase A,PathBank_SMP0001468,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001468,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001468,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001468,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001472,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001472,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001472,Ethanolamine
P0A8K1,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0001472,Ethanolamine
P0A924,Phosphatidylglycerophosphatase B,PathBank_SMP0001472,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001472,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001472,Ethanolamine
P18200,Phosphatidylglycerophosphatase A,PathBank_SMP0001472,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001472,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001472,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001472,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001476,Ethanolamine
P0A6H8,Cardiolipin synthase A,PathBank_SMP0001476,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001476,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001476,Ethanolamine
P0A8K1,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0001476,Ethanolamine
P0A924,Phosphatidylglycerophosphatase B,PathBank_SMP0001476,Ethanolamine
P0AA84,Cardiolipin synthase B,PathBank_SMP0001476,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001476,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001476,Ethanolamine
P18200,Phosphatidylglycerophosphatase A,PathBank_SMP0001476,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001476,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001476,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001476,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001480,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001480,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001480,Ethanolamine
P0A924,Phosphatidylglycerophosphatase B,PathBank_SMP0001480,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001480,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001480,Ethanolamine
P18200,Phosphatidylglycerophosphatase A,PathBank_SMP0001480,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001480,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001480,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001480,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001484,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001484,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001484,Ethanolamine
P0A924,Phosphatidylglycerophosphatase B,PathBank_SMP0001484,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001484,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001484,Ethanolamine
P18200,Phosphatidylglycerophosphatase A,PathBank_SMP0001484,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001484,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001484,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001484,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001488,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001488,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001488,Ethanolamine
P0A8K1,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0001488,Ethanolamine
P0A924,Phosphatidylglycerophosphatase B,PathBank_SMP0001488,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001488,Ethanolamine
P18200,Phosphatidylglycerophosphatase A,PathBank_SMP0001488,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001488,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001488,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001488,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001493,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001493,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001493,Ethanolamine
P0A8K1,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0001493,Ethanolamine
P0A924,Phosphatidylglycerophosphatase B,PathBank_SMP0001493,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001493,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001493,Ethanolamine
P18200,Phosphatidylglycerophosphatase A,PathBank_SMP0001493,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001493,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001493,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001493,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001497,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001497,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001497,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001497,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001497,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001497,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001497,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001497,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001501,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001501,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001501,Ethanolamine
P0A8K1,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0001501,Ethanolamine
P0A924,Phosphatidylglycerophosphatase B,PathBank_SMP0001501,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001501,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001501,Ethanolamine
P18200,Phosphatidylglycerophosphatase A,PathBank_SMP0001501,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001501,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001501,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001501,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001505,Ethanolamine
P0A6H8,Cardiolipin synthase A,PathBank_SMP0001505,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001505,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001505,Ethanolamine
P0A8K1,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0001505,Ethanolamine
P0A924,Phosphatidylglycerophosphatase B,PathBank_SMP0001505,Ethanolamine
P0AA84,Cardiolipin synthase B,PathBank_SMP0001505,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001505,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001505,Ethanolamine
P18200,Phosphatidylglycerophosphatase A,PathBank_SMP0001505,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001505,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001505,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001505,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001509,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001509,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001509,Ethanolamine
P0A8K1,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0001509,Ethanolamine
P0A924,Phosphatidylglycerophosphatase B,PathBank_SMP0001509,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001509,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001509,Ethanolamine
P18200,Phosphatidylglycerophosphatase A,PathBank_SMP0001509,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001509,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001509,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001509,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001513,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001513,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001513,Ethanolamine
P0A8K1,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0001513,Ethanolamine
P0A924,Phosphatidylglycerophosphatase B,PathBank_SMP0001513,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001513,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001513,Ethanolamine
P18200,Phosphatidylglycerophosphatase A,PathBank_SMP0001513,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001513,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001513,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001513,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001517,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001517,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001517,Ethanolamine
P0A8K1,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0001517,Ethanolamine
P0A924,Phosphatidylglycerophosphatase B,PathBank_SMP0001517,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001517,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001517,Ethanolamine
P18200,Phosphatidylglycerophosphatase A,PathBank_SMP0001517,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001517,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001517,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001517,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001521,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001521,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001521,Ethanolamine
P0A8K1,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0001521,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001521,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001521,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001521,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001521,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001521,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001525,Ethanolamine
P0A6H8,Cardiolipin synthase A,PathBank_SMP0001525,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001525,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001525,Ethanolamine
P0A8K1,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0001525,Ethanolamine
P0A924,Phosphatidylglycerophosphatase B,PathBank_SMP0001525,Ethanolamine
P0AA84,Cardiolipin synthase B,PathBank_SMP0001525,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001525,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001525,Ethanolamine
P18200,Phosphatidylglycerophosphatase A,PathBank_SMP0001525,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001525,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001525,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001525,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001529,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001529,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001529,Ethanolamine
P0A8K1,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0001529,Ethanolamine
P0A924,Phosphatidylglycerophosphatase B,PathBank_SMP0001529,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001529,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001529,Ethanolamine
P18200,Phosphatidylglycerophosphatase A,PathBank_SMP0001529,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001529,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001529,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001529,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001533,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001533,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001533,Ethanolamine
P0A924,Phosphatidylglycerophosphatase B,PathBank_SMP0001533,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001533,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001533,Ethanolamine
P18200,Phosphatidylglycerophosphatase A,PathBank_SMP0001533,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001533,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001533,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001533,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001537,Ethanolamine
P0A6H8,Cardiolipin synthase A,PathBank_SMP0001537,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001537,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001537,Ethanolamine
P0A8K1,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0001537,Ethanolamine
P0A924,Phosphatidylglycerophosphatase B,PathBank_SMP0001537,Ethanolamine
P0AA84,Cardiolipin synthase B,PathBank_SMP0001537,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001537,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001537,Ethanolamine
P18200,Phosphatidylglycerophosphatase A,PathBank_SMP0001537,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001537,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001537,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001537,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001541,Ethanolamine
P0A6H8,Cardiolipin synthase A,PathBank_SMP0001541,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001541,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001541,Ethanolamine
P0A8K1,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0001541,Ethanolamine
P0A924,Phosphatidylglycerophosphatase B,PathBank_SMP0001541,Ethanolamine
P0AA84,Cardiolipin synthase B,PathBank_SMP0001541,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001541,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001541,Ethanolamine
P18200,Phosphatidylglycerophosphatase A,PathBank_SMP0001541,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001541,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001541,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001541,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001545,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001545,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001545,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001545,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001545,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001545,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001545,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001545,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001549,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001549,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001549,Ethanolamine
P0A8K1,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0001549,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001549,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001549,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001549,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001549,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001549,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001553,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001553,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001553,Ethanolamine
P0A8K1,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0001553,Ethanolamine
P0A924,Phosphatidylglycerophosphatase B,PathBank_SMP0001553,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001553,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001553,Ethanolamine
P18200,Phosphatidylglycerophosphatase A,PathBank_SMP0001553,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001553,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001553,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001553,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001557,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001557,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001557,Ethanolamine
P0A8K1,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0001557,Ethanolamine
P0A924,Phosphatidylglycerophosphatase B,PathBank_SMP0001557,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001557,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001557,Ethanolamine
P18200,Phosphatidylglycerophosphatase A,PathBank_SMP0001557,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001557,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001557,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001557,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001561,Ethanolamine
P0A6H8,Cardiolipin synthase A,PathBank_SMP0001561,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001561,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001561,Ethanolamine
P0A8K1,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0001561,Ethanolamine
P0A924,Phosphatidylglycerophosphatase B,PathBank_SMP0001561,Ethanolamine
P0AA84,Cardiolipin synthase B,PathBank_SMP0001561,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001561,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001561,Ethanolamine
P18200,Phosphatidylglycerophosphatase A,PathBank_SMP0001561,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001561,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001561,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001561,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001565,Ethanolamine
P0A6H8,Cardiolipin synthase A,PathBank_SMP0001565,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001565,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001565,Ethanolamine
P0A8K1,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0001565,Ethanolamine
P0A924,Phosphatidylglycerophosphatase B,PathBank_SMP0001565,Ethanolamine
P0AA84,Cardiolipin synthase B,PathBank_SMP0001565,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001565,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001565,Ethanolamine
P18200,Phosphatidylglycerophosphatase A,PathBank_SMP0001565,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001565,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001565,Ethanolamine
