uniprot_accession,go_id,aspect,evidence_code
P35222,GO:0072182,biological_process,IEA
P35222,GO:0072497,biological_process,IEA
P35222,GO:0072497,biological_process,IMP
P35222,GO:0090090,biological_process,IEA
P35222,GO:0090279,biological_process,IDA
P35222,GO:0097091,biological_process,IEA
P35222,GO:0098609,biological_process,IBA
P35222,GO:1901331,biological_process,IEA
P35222,GO:1903377,biological_process,IEA
P35222,GO:1904888,biological_process,IEA
P35222,GO:1904948,biological_process,ISS
P35222,GO:1904948,biological_process,IEA
P35222,GO:1905555,biological_process,IMP
P35222,GO:1990138,biological_process,IMP
P35222,GO:1990403,biological_process,IEA
P35222,GO:1990791,biological_process,IEA
P35222,GO:2000008,biological_process,IDA
P35222,GO:2000179,biological_process,IEA
P35222,GO:0000785,cellular_component,ISS
P35222,GO:0005634,cellular_component,IBA
P35222,GO:0005737,cellular_component,IBA
P35222,GO:0005912,cellular_component,IBA
P35222,GO:0042734,cellular_component,IEA
P35222,GO:0045211,cellular_component,IEA
P35222,GO:0098685,cellular_component,IEA
P35222,GO:0098831,cellular_component,IEA
P35222,GO:0098978,cellular_component,IEA
P35222,GO:0099092,cellular_component,IEA
P35222,GO:0000791,cellular_component,IEA
P35222,GO:0000791,cellular_component,IDA
P35222,GO:0000922,cellular_component,IEA
P35222,GO:0005634,cellular_component,IEA
P35222,GO:0005634,cellular_component,IDA
P35222,GO:0005634,cellular_component,IDA
P35222,GO:0005634,cellular_component,IDA
P35222,GO:0005634,cellular_component,IDA
P35222,GO:0005634,cellular_component,IDA
P35222,GO:0005634,cellular_component,IDA
P35222,GO:0005634,cellular_component,IDA
P35222,GO:0005634,cellular_component,IDA
P35222,GO:0005634,cellular_component,IDA
P35222,GO:0005634,cellular_component,IDA
P35222,GO:0005634,cellular_component,IDA
P35222,GO:0005634,cellular_component,IDA
P35222,GO:0005634,cellular_component,IDA
P35222,GO:0005654,cellular_component,TAS
P35222,GO:0005654,cellular_component,TAS
P35222,GO:0005654,cellular_component,TAS
P35222,GO:0005654,cellular_component,TAS
P35222,GO:0005654,cellular_component,TAS
P35222,GO:0005654,cellular_component,TAS
P35222,GO:0005654,cellular_component,TAS
P35222,GO:0005654,cellular_component,TAS
P35222,GO:0005654,cellular_component,TAS
P35222,GO:0005654,cellular_component,TAS
P35222,GO:0005654,cellular_component,TAS
P35222,GO:0005654,cellular_component,TAS
P35222,GO:0005654,cellular_component,TAS
P35222,GO:0005654,cellular_component,TAS
P35222,GO:0005654,cellular_component,TAS
P35222,GO:0005654,cellular_component,TAS
P35222,GO:0005654,cellular_component,TAS
P35222,GO:0005654,cellular_component,TAS
P35222,GO:0005654,cellular_component,TAS
P35222,GO:0005654,cellular_component,TAS
P35222,GO:0005654,cellular_component,TAS
P35222,GO:0005654,cellular_component,TAS
P35222,GO:0005654,cellular_component,TAS
P35222,GO:0005654,cellular_component,TAS
P35222,GO:0005654,cellular_component,TAS
P35222,GO:0005654,cellular_component,TAS
P35222,GO:0005654,cellular_component,TAS
P35222,GO:0005654,cellular_component,TAS
P35222,GO:0005654,cellular_component,TAS
P35222,GO:0005654,cellular_component,TAS
P35222,GO:0005654,cellular_component,TAS
P35222,GO:0005654,cellular_component,TAS
P35222,GO:0005654,cellular_component,TAS
P35222,GO:0005654,cellular_component,TAS
P35222,GO:0005654,cellular_component,TAS
P35222,GO:0005737,cellular_component,IEA
P35222,GO:0005737,cellular_component,IDA
P35222,GO:0005737,cellular_component,IDA
P35222,GO:0005737,cellular_component,IDA
P35222,GO:0005737,cellular_component,IDA
P35222,GO:0005737,cellular_component,IDA
P35222,GO:0005737,cellular_component,IDA
P35222,GO:0005737,cellular_component,IDA
P35222,GO:0005737,cellular_component,IDA
P35222,GO:0005737,cellular_component,IDA
P35222,GO:0005737,cellular_component,IDA
P35222,GO:0005737,cellular_component,IDA
P35222,GO:0005737,cellular_component,IDA
P35222,GO:0005813,cellular_component,IEA
P35222,GO:0005813,cellular_component,IDA
P35222,GO:0005813,cellular_component,IDA
P35222,GO:0005829,cellular_component,IEA
P35222,GO:0005829,cellular_component,IDA
P35222,GO:0005829,cellular_component,IDA
P35222,GO:0005829,cellular_component,TAS
P35222,GO:0005829,cellular_component,TAS
P35222,GO:0005829,cellular_component,TAS
P35222,GO:0005829,cellular_component,TAS
P35222,GO:0005829,cellular_component,TAS
P35222,GO:0005829,cellular_component,TAS
P35222,GO:0005829,cellular_component,TAS
P35222,GO:0005829,cellular_component,TAS
P35222,GO:0005829,cellular_component,TAS
P35222,GO:0005829,cellular_component,TAS
P35222,GO:0005829,cellular_component,TAS
P35222,GO:0005829,cellular_component,TAS
P35222,GO:0005829,cellular_component,TAS
P35222,GO:0005829,cellular_component,TAS
P35222,GO:0005829,cellular_component,TAS
P35222,GO:0005829,cellular_component,TAS
P35222,GO:0005829,cellular_component,TAS
P35222,GO:0005829,cellular_component,TAS
P35222,GO:0005829,cellular_component,TAS
P35222,GO:0005829,cellular_component,TAS
P35222,GO:0005829,cellular_component,TAS
P35222,GO:0005829,cellular_component,TAS
P35222,GO:0005829,cellular_component,TAS
P35222,GO:0005829,cellular_component,TAS
P35222,GO:0005829,cellular_component,TAS
P35222,GO:0005829,cellular_component,TAS
P35222,GO:0005829,cellular_component,TAS
P35222,GO:0005829,cellular_component,TAS
P35222,GO:0005829,cellular_component,TAS
P35222,GO:0005829,cellular_component,TAS
P35222,GO:0005829,cellular_component,TAS
P35222,GO:0005829,cellular_component,TAS
P35222,GO:0005829,cellular_component,TAS
P35222,GO:0005829,cellular_component,TAS
P35222,GO:0005829,cellular_component,TAS
P35222,GO:0005829,cellular_component,TAS
P35222,GO:0005829,cellular_component,TAS
P35222,GO:0005829,cellular_component,TAS
P35222,GO:0005829,cellular_component,TAS
P35222,GO:0005829,cellular_component,TAS
P35222,GO:0005856,cellular_component,IEA
P35222,GO:0005886,cellular_component,IDA
P35222,GO:0005886,cellular_component,IEA
P35222,GO:0005886,cellular_component,IDA
P35222,GO:0005886,cellular_component,IDA
P35222,GO:0005886,cellular_component,IDA
P35222,GO:0005886,cellular_component,TAS
P35222,GO:0005886,cellular_component,TAS
P35222,GO:0005886,cellular_component,TAS
P35222,GO:0005886,cellular_component,TAS
P35222,GO:0005886,cellular_component,TAS
P35222,GO:0005911,cellular_component,IEA
P35222,GO:0005911,cellular_component,IDA
P35222,GO:0005911,cellular_component,IDA
P35222,GO:0005912,cellular_component,IEA
P35222,GO:0005912,cellular_component,IDA
P35222,GO:0005912,cellular_component,IDA
P35222,GO:0005912,cellular_component,IDA
P35222,GO:0005912,cellular_component,IDA
P35222,GO:0005912,cellular_component,IDA
P35222,GO:0005912,cellular_component,IMP
P35222,GO:0005912,cellular_component,IDA
P35222,GO:0005916,cellular_component,IEA
P35222,GO:0005923,cellular_component,IEA
P35222,GO:0005925,cellular_component,HDA
P35222,GO:0005938,cellular_component,IDA
P35222,GO:0014704,cellular_component,IEA
P35222,GO:0016020,cellular_component,ISS
P35222,GO:0016020,cellular_component,IEA
P35222,GO:0016323,cellular_component,IEA
P35222,GO:0016323,cellular_component,IDA
P35222,GO:0016327,cellular_component,IEA
P35222,GO:0016328,cellular_component,IEA
P35222,GO:0016328,cellular_component,IDA
P35222,GO:0016328,cellular_component,IDA
P35222,GO:0030018,cellular_component,IEA
P35222,GO:0030027,cellular_component,IEA
P35222,GO:0030054,cellular_component,TAS
P35222,GO:0030054,cellular_component,IDA
P35222,GO:0030054,cellular_component,IDA
P35222,GO:0031253,cellular_component,IEA
P35222,GO:0031528,cellular_component,IEA
P35222,GO:0043296,cellular_component,IEA
P35222,GO:0045177,cellular_component,IEA
P35222,GO:0045202,cellular_component,ISS
P35222,GO:0045202,cellular_component,IEA
P35222,GO:0048471,cellular_component,IDA
P35222,GO:0048471,cellular_component,IDA
P35222,GO:0070062,cellular_component,HDA
P35222,GO:0070161,cellular_component,IEA
P35222,GO:0071944,cellular_component,IDA
P35222,GO:0005634,cellular_component,IDA
P35222,GO:0005667,cellular_component,IEA
P35222,GO:0005667,cellular_component,IDA
P35222,GO:0005737,cellular_component,IDA
P35222,GO:0005829,cellular_component,IDA
P35222,GO:0016342,cellular_component,IBA
P35222,GO:0016342,cellular_component,IEA
P35222,GO:0016342,cellular_component,IDA
P35222,GO:0016342,cellular_component,IDA
P35222,GO:0016342,cellular_component,IDA
P35222,GO:0016342,cellular_component,IDA
P35222,GO:0016600,cellular_component,IEA
P35222,GO:0030877,cellular_component,IEA
P35222,GO:0030877,cellular_component,IDA
P35222,GO:0030877,cellular_component,IDA
P35222,GO:0030877,cellular_component,IDA
P35222,GO:0032991,cellular_component,IDA
P35222,GO:0032993,cellular_component,IDA
P35222,GO:0034750,cellular_component,IEA
P35222,GO:0070369,cellular_component,IDA
P35222,GO:0070369,cellular_component,IDA
P35222,GO:0070369,cellular_component,IDA
P35222,GO:0071664,cellular_component,IEA
P35222,GO:1990907,cellular_component,IEA
P35222,GO:1990907,cellular_component,IPI
P35222,GO:1990907,cellular_component,IPI
P35222,GO:1990907,cellular_component,IDA
P35222,GO:1990909,cellular_component,IEA
P35222,GO:1990909,cellular_component,NAS
P37268,GO:0005515,molecular_function,IPI
P37268,GO:0005515,molecular_function,IPI
P37268,GO:0005515,molecular_function,IPI
P37268,GO:0005515,molecular_function,IPI
P37268,GO:0005515,molecular_function,IPI
P37268,GO:0005515,molecular_function,IPI
P37268,GO:0005515,molecular_function,IPI
P37268,GO:0005515,molecular_function,IPI
P37268,GO:0005515,molecular_function,IPI
P37268,GO:0005515,molecular_function,IPI
P37268,GO:0005515,molecular_function,IPI
P37268,GO:0005515,molecular_function,IPI
P37268,GO:0005515,molecular_function,IPI
P37268,GO:0005515,molecular_function,IPI
P37268,GO:0005515,molecular_function,IPI
P37268,GO:0005515,molecular_function,IPI
P37268,GO:0005515,molecular_function,IPI
P37268,GO:0005515,molecular_function,IPI
P37268,GO:0016765,molecular_function,IEA
P37268,GO:0051996,molecular_function,IBA
P37268,GO:0051996,molecular_function,IEA
P37268,GO:0006694,biological_process,IEA
P37268,GO:0006694,biological_process,TAS
P37268,GO:0006695,biological_process,IBA
P37268,GO:0008610,biological_process,IEA
P37268,GO:0033489,biological_process,IEA
P37268,GO:0033490,biological_process,IEA
P37268,GO:0036197,biological_process,IEA
P37268,GO:0045338,biological_process,IEA
P37268,GO:0045338,biological_process,IBA
P37268,GO:0005789,cellular_component,IBA
P37268,GO:0098554,cellular_component,IEA
P37268,GO:0005783,cellular_component,IDA
P37268,GO:0005783,cellular_component,IEA
P37268,GO:0005789,cellular_component,ISS
P37268,GO:0005789,cellular_component,IEA
P37268,GO:0005789,cellular_component,TAS
P37268,GO:0005789,cellular_component,TAS
P37268,GO:0005789,cellular_component,TAS
P37268,GO:0016020,cellular_component,IEA
P37268,GO:0016020,cellular_component,TAS
P49327,GO:0003723,molecular_function,HDA
P49327,GO:0003723,molecular_function,HDA
P49327,GO:0004312,molecular_function,IBA
P49327,GO:0004312,molecular_function,IEA
P49327,GO:0004312,molecular_function,EXP
P49327,GO:0004313,molecular_function,IEA
P49327,GO:0004313,molecular_function,IDA
P49327,GO:0004314,molecular_function,IEA
P49327,GO:0004315,molecular_function,IEA
P49327,GO:0004316,molecular_function,IEA
P49327,GO:0004316,molecular_function,IDA
P49327,GO:0005515,molecular_function,IPI
P49327,GO:0005515,molecular_function,IPI
P49327,GO:0005515,molecular_function,IPI
P49327,GO:0005515,molecular_function,IPI
P49327,GO:0005515,molecular_function,IPI
P49327,GO:0005515,molecular_function,IPI
P49327,GO:0005515,molecular_function,IPI
P49327,GO:0005515,molecular_function,IPI
P49327,GO:0005515,molecular_function,IPI
P49327,GO:0016297,molecular_function,IEA
P49327,GO:0016491,molecular_function,IEA
P49327,GO:0016740,molecular_function,IEA
P49327,GO:0016746,molecular_function,IEA
P49327,GO:0019171,molecular_function,IEA
P49327,GO:0019171,molecular_function,IDA
P49327,GO:0031177,molecular_function,IEA
P49327,GO:0042802,molecular_function,IEA
P49327,GO:0045296,molecular_function,HDA
P49327,GO:0141148,molecular_function,IEA
P49327,GO:0001649,biological_process,HDA
P49327,GO:0006084,biological_process,IEA
P49327,GO:0006631,biological_process,IEA
P49327,GO:0006631,biological_process,IDA
P49327,GO:0006631,biological_process,TAS
P49327,GO:0006633,biological_process,IBA
P49327,GO:0006633,biological_process,IEA
P49327,GO:0007584,biological_process,IEA
P49327,GO:0008610,biological_process,IEA
P49327,GO:0031667,biological_process,IEA
P49327,GO:0044788,biological_process,IDA
P49327,GO:0046949,biological_process,NAS
P49327,GO:0046949,biological_process,TAS
P49327,GO:0005737,cellular_component,IBA
P49327,GO:0005737,cellular_component,IDA
P49327,GO:0005737,cellular_component,IEA
P49327,GO:0005829,cellular_component,IDA
P49327,GO:0005829,cellular_component,IDA
P49327,GO:0005829,cellular_component,TAS
P49327,GO:0005829,cellular_component,TAS
P49327,GO:0005829,cellular_component,TAS
P49327,GO:0005829,cellular_component,TAS
P49327,GO:0005829,cellular_component,TAS
P49327,GO:0005829,cellular_component,TAS
P49327,GO:0005829,cellular_component,TAS
P49327,GO:0005886,cellular_component,IDA
P49327,GO:0016020,cellular_component,HDA
P49327,GO:0016020,cellular_component,HDA
P49327,GO:0042470,cellular_component,IEA
P49327,GO:0070062,cellular_component,HDA
P49327,GO:0070062,cellular_component,HDA
P49327,GO:0070062,cellular_component,HDA
P49327,GO:0070062,cellular_component,HDA
P49715,GO:0045944,biological_process,IDA
P49715,GO:0000976,molecular_function,IEA
P49715,GO:0000976,molecular_function,IDA
P49715,GO:0000976,molecular_function,IDA
P49715,GO:0000978,molecular_function,IBA
P49715,GO:0000978,molecular_function,IEA
P49715,GO:0000981,molecular_function,IBA
P49715,GO:0000981,molecular_function,IEA
P49715,GO:0000981,molecular_function,ISA
P49715,GO:0001228,molecular_function,ISS
P49715,GO:0001228,molecular_function,IEA
P49715,GO:0001228,molecular_function,IMP
P49715,GO:0001228,molecular_function,ISS
P49715,GO:0003677,molecular_function,IEA
P49715,GO:0003677,molecular_function,TAS
P49715,GO:0003682,molecular_function,IEA
P49715,GO:0003700,molecular_function,IEA
P49715,GO:0003700,molecular_function,IDA
P49715,GO:0003700,molecular_function,IDA
P49715,GO:0003700,molecular_function,TAS
P49715,GO:0003700,molecular_function,IDA
P49715,GO:0003700,molecular_function,TAS
P49715,GO:0005515,molecular_function,IPI
P49715,GO:0005515,molecular_function,IPI
P49715,GO:0005515,molecular_function,IPI
P49715,GO:0005515,molecular_function,IPI
P49715,GO:0005515,molecular_function,IPI
P49715,GO:0005515,molecular_function,IPI
P49715,GO:0005515,molecular_function,IPI
P49715,GO:0005515,molecular_function,IPI
P49715,GO:0005515,molecular_function,IPI
P49715,GO:0005515,molecular_function,IPI
P49715,GO:0005515,molecular_function,IPI
P49715,GO:0005515,molecular_function,IPI
P49715,GO:0005515,molecular_function,IPI
P49715,GO:0005515,molecular_function,IPI
P49715,GO:0005515,molecular_function,IPI
P49715,GO:0005515,molecular_function,IPI
P49715,GO:0005515,molecular_function,IPI
P49715,GO:0005515,molecular_function,IPI
P49715,GO:0005515,molecular_function,IPI
P49715,GO:0005515,molecular_function,IPI
P49715,GO:0005515,molecular_function,IPI
P49715,GO:0005515,molecular_function,IPI
P49715,GO:0005515,molecular_function,IPI
P49715,GO:0005515,molecular_function,IPI
P49715,GO:0005515,molecular_function,IPI
P49715,GO:0005515,molecular_function,IPI
P49715,GO:0005515,molecular_function,IPI
P49715,GO:0005515,molecular_function,IPI
P49715,GO:0005515,molecular_function,IPI
P49715,GO:0005515,molecular_function,IPI
P49715,GO:0019900,molecular_function,IEA
P49715,GO:0019900,molecular_function,IPI
P49715,GO:0019900,molecular_function,IPI
P49715,GO:0031490,molecular_function,IEA
P49715,GO:0042802,molecular_function,IEA
P49715,GO:0042802,molecular_function,IPI
P49715,GO:0042802,molecular_function,IPI
P49715,GO:0042803,molecular_function,ISS
P49715,GO:0042803,molecular_function,IEA
P49715,GO:0043565,molecular_function,IEA
P49715,GO:0046982,molecular_function,IEA
P49715,GO:0061629,molecular_function,IPI
P49715,GO:0071837,molecular_function,IEA
P49715,GO:0097677,molecular_function,IPI
P49715,GO:0097677,molecular_function,IPI
P49715,GO:0140297,molecular_function,IEA
P49715,GO:0000122,biological_process,IEA
P49715,GO:0001889,biological_process,ISS
P49715,GO:0006091,biological_process,TAS
P49715,GO:0006351,biological_process,IEA
P49715,GO:0006355,biological_process,IEA
P49715,GO:0006355,biological_process,IDA
P49715,GO:0006357,biological_process,IBA
P49715,GO:0006357,biological_process,NAS
P49715,GO:0006357,biological_process,NAS
P49715,GO:0008285,biological_process,ISS
P49715,GO:0008285,biological_process,ISS
P49715,GO:0008285,biological_process,IEA
P49715,GO:0008285,biological_process,IDA
P49715,GO:0010628,biological_process,IEA
P49715,GO:0019221,biological_process,NAS
P49715,GO:0030099,biological_process,IBA
P49715,GO:0030099,biological_process,IEA
P49715,GO:0030099,biological_process,NAS
P49715,GO:0030324,biological_process,ISS
P49715,GO:0030851,biological_process,ISS
P49715,GO:0030851,biological_process,IEA
P49715,GO:0032436,biological_process,TAS
P49715,GO:0042593,biological_process,ISS
P49715,GO:0042593,biological_process,IEA
P49715,GO:0043032,biological_process,ISS
P49715,GO:0043032,biological_process,IEA
P49715,GO:0045444,biological_process,ISS
P49715,GO:0045444,biological_process,ISS
P49715,GO:0045444,biological_process,IEA
P49715,GO:0045786,biological_process,IEA
P49715,GO:0045892,biological_process,ISS
P49715,GO:0045892,biological_process,ISS
P49715,GO:0045892,biological_process,IEA
P49715,GO:0045944,biological_process,IEA
P49715,GO:0045944,biological_process,IDA
P49715,GO:0045944,biological_process,IDA
P49715,GO:0045944,biological_process,IMP
P49715,GO:0045944,biological_process,IDA
P49715,GO:0045944,biological_process,IGI
P49715,GO:0045944,biological_process,IGI
P49715,GO:0050729,biological_process,ISS
P49715,GO:0050729,biological_process,IEA
P49715,GO:0051726,biological_process,TAS
P49715,GO:0055088,biological_process,ISS
P49715,GO:0055088,biological_process,IEA
P49715,GO:0070102,biological_process,IDA
P49715,GO:0070343,biological_process,ISS
P49715,GO:0097009,biological_process,ISS
P49715,GO:0097009,biological_process,IEA
P49715,GO:0140467,biological_process,NAS
P49715,GO:0005634,cellular_component,ISS
P49715,GO:0005634,cellular_component,IBA
P49715,GO:0005634,cellular_component,ISS
P49715,GO:0000785,cellular_component,ISA
P49715,GO:0005634,cellular_component,IEA
P49715,GO:0005634,cellular_component,IDA
P49715,GO:0005634,cellular_component,IDA
P49715,GO:0005634,cellular_component,NAS
P49715,GO:0005634,cellular_component,NAS
P49715,GO:0005634,cellular_component,NAS
P49715,GO:0005654,cellular_component,IDA
P49715,GO:0005654,cellular_component,TAS
P49715,GO:0005654,cellular_component,TAS
P49715,GO:0005654,cellular_component,TAS
P49715,GO:0005654,cellular_component,TAS
P49715,GO:0005654,cellular_component,TAS
P49715,GO:0005730,cellular_component,IEA
P49715,GO:0005667,cellular_component,IEA
P49715,GO:0005667,cellular_component,IDA
P49715,GO:0036488,cellular_component,IEA
P49715,GO:0090575,cellular_component,IEA
P49715,GO:0090575,cellular_component,IMP
P61978,GO:1905581,biological_process,IMP
P61978,GO:0043066,biological_process,IMP
P61978,GO:0003676,molecular_function,IEA
P61978,GO:0003723,molecular_function,IEA
P61978,GO:0003723,molecular_function,HDA
P61978,GO:0003723,molecular_function,HDA
P61978,GO:0003723,molecular_function,TAS
P61978,GO:0003729,molecular_function,IBA
P61978,GO:0005515,molecular_function,IPI
P61978,GO:0005515,molecular_function,IPI
P61978,GO:0005515,molecular_function,IPI
P61978,GO:0005515,molecular_function,IPI
P61978,GO:0005515,molecular_function,IPI
P61978,GO:0005515,molecular_function,IPI
P61978,GO:0005515,molecular_function,IPI
P61978,GO:0005515,molecular_function,IPI
P61978,GO:0005515,molecular_function,IPI
P61978,GO:0005515,molecular_function,IPI
P61978,GO:0005515,molecular_function,IPI
P61978,GO:0005515,molecular_function,IPI
P61978,GO:0005515,molecular_function,IPI
P61978,GO:0005515,molecular_function,IPI
P61978,GO:0005515,molecular_function,IPI
P61978,GO:0005515,molecular_function,IPI
P61978,GO:0005515,molecular_function,IPI
P61978,GO:0005515,molecular_function,IPI
P61978,GO:0005515,molecular_function,IPI
P61978,GO:0005515,molecular_function,IPI
P61978,GO:0005515,molecular_function,IPI
P61978,GO:0005515,molecular_function,IPI
P61978,GO:0005515,molecular_function,IPI
P61978,GO:0005515,molecular_function,IPI
P61978,GO:0005515,molecular_function,IPI
P61978,GO:0005515,molecular_function,IPI
P61978,GO:0005515,molecular_function,IPI
P61978,GO:0005515,molecular_function,IPI
P61978,GO:0005515,molecular_function,IPI
P61978,GO:0005515,molecular_function,IPI
P61978,GO:0005515,molecular_function,IPI
P61978,GO:0005515,molecular_function,IPI
P61978,GO:0005515,molecular_function,IPI
P61978,GO:0005515,molecular_function,IPI
P61978,GO:0005515,molecular_function,IPI
P61978,GO:0005515,molecular_function,IPI
P61978,GO:0005515,molecular_function,IPI
P61978,GO:0005515,molecular_function,IPI
P61978,GO:0005515,molecular_function,IPI
P61978,GO:0005515,molecular_function,IPI
P61978,GO:0005515,molecular_function,IPI
P61978,GO:0005515,molecular_function,IPI
P61978,GO:0005515,molecular_function,IPI
P61978,GO:0005515,molecular_function,IPI
P61978,GO:0005515,molecular_function,IPI
P61978,GO:0005515,molecular_function,IPI
P61978,GO:0005515,molecular_function,IPI
P61978,GO:0005515,molecular_function,IPI
P61978,GO:0005515,molecular_function,IPI
P61978,GO:0005515,molecular_function,IPI
P61978,GO:0005515,molecular_function,IPI
P61978,GO:0005515,molecular_function,IPI
P61978,GO:0005515,molecular_function,IPI
P61978,GO:0005515,molecular_function,IPI
P61978,GO:0005515,molecular_function,IPI
P61978,GO:0005515,molecular_function,IPI
P61978,GO:0005515,molecular_function,IPI
P61978,GO:0005515,molecular_function,IPI
P61978,GO:0005515,molecular_function,IPI
P61978,GO:0005515,molecular_function,IPI
P61978,GO:0005515,molecular_function,IPI
P61978,GO:0005515,molecular_function,IPI
P61978,GO:0005515,molecular_function,IPI
P61978,GO:0005515,molecular_function,IPI
P61978,GO:0005515,molecular_function,IPI
P61978,GO:0005515,molecular_function,IPI
P61978,GO:0005515,molecular_function,IPI
P61978,GO:0005515,molecular_function,IPI
P61978,GO:0005515,molecular_function,IPI
P61978,GO:0005515,molecular_function,IPI
P61978,GO:0005515,molecular_function,IPI
P61978,GO:0005515,molecular_function,IPI
P61978,GO:0005515,molecular_function,IPI
P61978,GO:0005515,molecular_function,IPI
P61978,GO:0005515,molecular_function,IPI
P61978,GO:0005515,molecular_function,IPI
P61978,GO:0005515,molecular_function,IPI
P61978,GO:0005515,molecular_function,IPI
P61978,GO:0005515,molecular_function,IPI
P61978,GO:0005515,molecular_function,IPI
P61978,GO:0005515,molecular_function,IPI
P61978,GO:0005515,molecular_function,IPI
P61978,GO:0005515,molecular_function,IPI
P61978,GO:0005515,molecular_function,IPI
P61978,GO:0005515,molecular_function,IPI
P61978,GO:0005515,molecular_function,IPI
P61978,GO:0005515,molecular_function,IPI
P61978,GO:0005515,molecular_function,IPI
P61978,GO:0005515,molecular_function,IPI
P61978,GO:0005515,molecular_function,IPI
P61978,GO:0005515,molecular_function,IPI
P61978,GO:0005515,molecular_function,IPI
P61978,GO:0005515,molecular_function,IPI
P61978,GO:0005515,molecular_function,IPI
P61978,GO:0005515,molecular_function,IPI
P61978,GO:0005515,molecular_function,IPI
P61978,GO:0005515,molecular_function,IPI
P61978,GO:0005515,molecular_function,IPI
P61978,GO:0005515,molecular_function,IPI
P61978,GO:0005515,molecular_function,IPI
P61978,GO:0005515,molecular_function,IPI
P61978,GO:0005515,molecular_function,IPI
P61978,GO:0005515,molecular_function,IPI
P61978,GO:0005515,molecular_function,IPI
P61978,GO:0019904,molecular_function,IPI
P61978,GO:0042802,molecular_function,IPI
P61978,GO:0042802,molecular_function,IPI
P61978,GO:0042802,molecular_function,IPI
P61978,GO:0042802,molecular_function,IPI
P61978,GO:0045296,molecular_function,HDA
P61978,GO:0000398,biological_process,IC
P61978,GO:0006355,biological_process,IEA
P61978,GO:0006357,biological_process,IBA
P61978,GO:0006396,biological_process,TAS
P61978,GO:0007165,biological_process,TAS
P61978,GO:0010629,biological_process,IEA
P61978,GO:0031048,biological_process,IMP
P61978,GO:0042981,biological_process,IEA
P61978,GO:0045892,biological_process,IMP
P61978,GO:0048024,biological_process,IBA
P61978,GO:0060816,biological_process,IDA
P61978,GO:0005634,cellular_component,IBA
P61978,GO:0005737,cellular_component,IBA
P61978,GO:0000785,cellular_component,IDA
P61978,GO:0000785,cellular_component,IDA
P61978,GO:0002102,cellular_component,IEA
P61978,GO:0005634,cellular_component,IDA
P61978,GO:0005654,cellular_component,IEA
P61978,GO:0005654,cellular_component,IDA
P61978,GO:0005654,cellular_component,TAS
P61978,GO:0005654,cellular_component,TAS
P61978,GO:0005654,cellular_component,TAS
P61978,GO:0005654,cellular_component,TAS
P61978,GO:0005654,cellular_component,TAS
P61978,GO:0005654,cellular_component,TAS
P61978,GO:0005654,cellular_component,TAS
P61978,GO:0005654,cellular_component,TAS
P61978,GO:0005654,cellular_component,TAS
P61978,GO:0005654,cellular_component,TAS
P61978,GO:0005654,cellular_component,TAS
P61978,GO:0005654,cellular_component,TAS
P61978,GO:0005654,cellular_component,TAS
P61978,GO:0005654,cellular_component,TAS
P61978,GO:0005654,cellular_component,TAS
P61978,GO:0005654,cellular_component,TAS
P61978,GO:0005654,cellular_component,TAS
P61978,GO:0005654,cellular_component,TAS
P61978,GO:0005654,cellular_component,TAS
P61978,GO:0005654,cellular_component,TAS
P61978,GO:0005654,cellular_component,TAS
P61978,GO:0005654,cellular_component,TAS
P61978,GO:0005654,cellular_component,TAS
P61978,GO:0005654,cellular_component,TAS
P61978,GO:0005654,cellular_component,TAS
P61978,GO:0005654,cellular_component,TAS
P61978,GO:0005654,cellular_component,TAS
P61978,GO:0005654,cellular_component,TAS
P61978,GO:0005654,cellular_component,TAS
P61978,GO:0005737,cellular_component,IEA
P61978,GO:0005737,cellular_component,IDA
P61978,GO:0005925,cellular_component,HDA
P61978,GO:0010494,cellular_component,ISS
P61978,GO:0016020,cellular_component,HDA
P61978,GO:0070062,cellular_component,HDA
P61978,GO:0070062,cellular_component,HDA
P61978,GO:0070062,cellular_component,HDA
P61978,GO:0071013,cellular_component,IDA
P61978,GO:1990904,cellular_component,IDA
P61978,GO:0042802,molecular_function,IPI
P61978,GO:0042802,molecular_function,IPI
Q14643,GO:0050848,biological_process,IDA
Q14643,GO:0005216,molecular_function,IEA
Q14643,GO:0005220,molecular_function,ISS
Q14643,GO:0005220,molecular_function,IBA
Q14643,GO:0005220,molecular_function,IEA
Q14643,GO:0005220,molecular_function,IDA
Q14643,GO:0005220,molecular_function,IMP
Q14643,GO:0005220,molecular_function,IDA
Q14643,GO:0005220,molecular_function,TAS
Q14643,GO:0005262,molecular_function,IEA
Q14643,GO:0005509,molecular_function,IBA
Q14643,GO:0005515,molecular_function,IPI
Q14643,GO:0005515,molecular_function,IPI
Q14643,GO:0005515,molecular_function,IPI
Q14643,GO:0005515,molecular_function,IPI
Q14643,GO:0005515,molecular_function,IPI
Q14643,GO:0005515,molecular_function,IPI
Q14643,GO:0005515,molecular_function,IPI
Q14643,GO:0005515,molecular_function,IPI
Q14643,GO:0005515,molecular_function,IPI
Q14643,GO:0015085,molecular_function,IEA
Q14643,GO:0015085,molecular_function,TAS
Q14643,GO:0015278,molecular_function,ISS
Q14643,GO:0015278,molecular_function,IEA
Q14643,GO:0019855,molecular_function,IDA
Q14643,GO:0019904,molecular_function,IEA
Q14643,GO:0035091,molecular_function,ISS
Q14643,GO:0035091,molecular_function,IBA
