compound,geneid,symbol,description,uniprot_accession,uniprot_accessions,cid
caffeine,287,ANK2,ankyrin 2,Q01484,Q01484;A0A5F9ZGS5;A0A5F9ZGY1;A0A5F9ZGZ1;A0A5F9ZH03;A0A5F9ZH10;A0A5F9ZH17;A0A5F9ZH18;A0A5F9ZH34;A0A5F9ZH39;A0A5F9ZH58;A0A5F9ZH70;A0A5F9ZH99;A0A5F9ZHE2;A0A5F9ZHJ4;A0A5F9ZHJ6;A0A5F9ZHL3;A0A5F9ZHL9;A0A5F9ZHN0;A0A5F9ZHQ3;A0A5F9ZHR2;A0A5F9ZHY6;A0A5F9ZI08;A0A5F9ZI16;A0A5F9ZI36;A0A5F9ZI53;A0A5F9ZI56;A0A5F9ZI69;A0A5F9ZI81;E9PCH6;H0Y933,2519
caffeine,302,ANXA2,annexin A2,P07355,P07355;A0A024R5Z7;H0YL33,2519
caffeine,307,ANXA4,annexin A4,P09525,P09525;Q6P452,2519
caffeine,311,ANXA11,annexin A11,P50995,P50995;Q5T0G8,2519
caffeine,316,AOX1,aldehyde oxidase 1,Q06278,Q06278,2519
caffeine,324,APC,APC regulator of Wnt signaling pathway,P25054,P25054;R4GMU6,2519
caffeine,327,APEH,acylaminoacyl-peptide hydrolase,P13798,P13798,2519
caffeine,328,APEX1,apurinic/apyrimidinic endodeoxyribonuclease 1,P27695,P27695;Q5TZP7,2519
caffeine,329,BIRC2,baculoviral IAP repeat containing 2,Q13490,Q13490,2519
caffeine,334,APLP2,amyloid beta precursor like protein 2,Q06481,Q06481;A0A140VJE9;B4E3I5,2519
caffeine,335,APOA1,apolipoprotein A1,P02647,P02647;A0A024R3E3,2519
caffeine,336,APOA2,apolipoprotein A2,P02652,P02652,2519
caffeine,338,APOB,apolipoprotein B,P04114,P04114;A0AAG2UUW0;Q59HB3;Q7Z7Q0,2519
caffeine,341,APOC1,apolipoprotein C1,P02654,P02654;K7EPF9,2519
caffeine,344,APOC2,apolipoprotein C2,P02655,P02655;A0A024R0T9,2519
caffeine,345,APOC3,apolipoprotein C3,P02656,P02656;A3KPE2,2519
caffeine,348,APOE,apolipoprotein E,P02649,P02649;A0A0S2Z3D5,2519
caffeine,355,FAS,Fas cell surface death receptor,P25445,P25445;A0A8Q3SIR6;K9J972;Q59FU8,2519
caffeine,357,SHROOM2,shroom family member 2,Q13796,Q13796;B7Z682;F5H3B6,2519
caffeine,367,AR,androgen receptor,P10275,P10275;A0A087WUX9;F1D8N5;G4VV16;Q9NUA2,2519
caffeine,369,ARAF,"A-Raf proto-oncogene, serine/threonine kinase",P10398,P10398;A0A024R178;Q96II5,2519
caffeine,372,ARCN1,archain 1 coat protein complex I subunit delta,P48444,P48444;B0YIW5,2519
caffeine,375,ARF1,ARF GTPase 1,P84077,P84077,2519
caffeine,379,ARL4D,ARF like GTPase 4D,P49703,P49703,2519
caffeine,392,ARHGAP1,Rho GTPase activating protein 1,Q07960,Q07960,2519
caffeine,394,ARHGAP5,Rho GTPase activating protein 5,Q13017,Q13017,2519
caffeine,396,ARHGDIA,Rho GDP dissociation inhibitor alpha,P52565,P52565;J3QQX2;V9HWE8,2519
caffeine,408,ARRB1,arrestin beta 1,P49407,P49407;B7Z1Q3,2519
caffeine,409,ARRB2,arrestin beta 2,P32121,P32121;K7ENA6;Q59EM5;Q68DZ5,2519
caffeine,421,ARVCF,ARVCF delta catenin family member,O00192,O00192;C9JJX6;E9PDC3,2519
caffeine,433,ASGR2,asialoglycoprotein receptor 2,P07307,P07307;Q7Z4G9,2519
caffeine,440,ASNS,asparagine synthetase (glutamine-hydrolyzing),P08243,P08243,2519
caffeine,463,ZFHX3,zinc finger homeobox 3,Q15911,Q15911;Q8N2Y6,2519
caffeine,471,ATIC,5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase,P31939,P31939;V9HWH7,2519
caffeine,472,ATM,ATM serine/threonine kinase,Q13315,Q13315;A0AAQ5BH18;Q6P7P1,2519
caffeine,473,RERE,arginine-glutamic acid dipeptide repeats,Q9P2R6,Q9P2R6,2519
caffeine,476,ATP1A1,ATPase Na+/K+ transporting subunit alpha 1,P05023,P05023,2519
caffeine,478,ATP1A3,ATPase Na+/K+ transporting subunit alpha 3,P13637,P13637;M0R116;Q53ES0,2519
caffeine,483,ATP1B3,ATPase Na+/K+ transporting subunit beta 3,P54709,P54709,2519
caffeine,488,ATP2A2,ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 2,P16615,P16615;A0A0S2Z3L2,2519
caffeine,490,ATP2B1,ATPase plasma membrane Ca2+ transporting 1,P20020,P20020,2519
caffeine,526,ATP6V1B2,ATPase H+ transporting V1 subunit B2,P21281,P21281;A0A140VK65,2519
caffeine,527,ATP6V0C,ATPase H+ transporting V0 subunit c,P27449,P27449,2519
caffeine,545,ATR,ATR checkpoint kinase,Q13535,Q13535,2519
caffeine,546,ATRX,ATRX chromatin remodeler,P46100,P46100;A4LAA3;B4DLW1,2519
caffeine,550,AUP1,AUP1 lipid droplet regulating VLDL assembly factor,Q9Y679,Q9Y679,2519
caffeine,552,AVPR1A,arginine vasopressin receptor 1A,P37288,P37288;X5D2B0,2519
caffeine,571,BACH1,BTB domain and CNC homolog 1,O14867,O14867,2519
caffeine,580,BARD1,BRCA1 associated RING domain 1,Q99728,Q99728;A0A087WZ19;A0AVN2;C9IYG1;F6MDI0;F6MDI1;F6MDI2,2519
caffeine,581,BAX,"BCL2 associated X, apoptosis regulator",Q07812,Q07812;I6LPK7;Q5ZPJ0;Q5ZPJ1,2519
caffeine,595,CCND1,cyclin D1,P24385,P24385;Q6FI00,2519
caffeine,596,BCL2,BCL2 apoptosis regulator,P10415,P10415;A0A7I2V3S7,2519
caffeine,598,BCL2L1,BCL2 like 1,Q07817,Q07817;A0A0S2Z3C5;Q5TE63,2519
caffeine,602,BCL3,BCL3 transcription coactivator,P20749,P20749;B7Z3N9,2519
caffeine,604,BCL6,BCL6 transcription repressor,P41182,P41182;B5B0A5,2519
caffeine,607,BCL9,BCL9 transcription coactivator,O00512,O00512;Q1JQ81,2519
caffeine,613,BCR,BCR activator of RhoGEF and GTPase,P11274,P11274,2519
caffeine,627,BDNF,brain derived neurotrophic factor,P23560,P23560;A0A0E3SU01,2519
caffeine,632,BGLAP,bone gamma-carboxyglutamate protein,P02818,P02818,2519
caffeine,634,CEACAM1,CEA cell adhesion molecule 1,P13688,P13688;Q3KRG8,2519
caffeine,635,BHMT,betaine--homocysteine S-methyltransferase,Q93088,Q93088;V9HWA4,2519
caffeine,637,BID,BH3 interacting domain death agonist,P55957,P55957;A8ASI8;B2ZP79;B3KT21,2519
caffeine,641,BLM,BLM RecQ like helicase,P54132,P54132;B7ZKN7;H0YNU5,2519
caffeine,657,BMPR1A,bone morphogenetic protein receptor type 1A,P36894,P36894,2519
caffeine,661,POLR3D,RNA polymerase III subunit D,P05423,P05423,2519
caffeine,663,BNIP2,BCL2 interacting protein 2,Q12982,Q12982;H7C096,2519
caffeine,664,BNIP3,BCL2 interacting protein 3,Q12983,Q12983;Q6NVY4,2519
caffeine,665,BNIP3L,BCL2 interacting protein 3 like,O60238,O60238;Q6IBV1,2519
caffeine,667,DST,dystonin,Q03001,Q03001;A0A7P0T890;B4DGY0;B4DSS9;E9PHM6;F6QMI7;F8W9J4;Q6P0N6,2519
caffeine,672,BRCA1,BRCA1 DNA repair associated,P38398,P38398;A0A0U1RRA9;A0A2R8Y7V5;A0A9Y1QPR4;A0A9Y1QPT7;A0A9Y1QPY6;A0A9Y1QQ47;A0A9Y1QQD3;A0A9Y1QQF1;A0A9Y1QQJ6;A0A9Y1QQK3;A0A9Y1QQK7;A0A9Y1VR53;A0A9Y1VVD0;A0A9Y1VVE2;B4DES0;C9IZW4;E7ENB7;E7EQW4;E7EUM2;H0Y850;H0Y8D8,2519
caffeine,673,BRAF,"B-Raf proto-oncogene, serine/threonine kinase",P15056,P15056;A0A2R8Y8E0;A0A2U3TZI2;H7C560,2519
caffeine,675,BRCA2,BRCA2 DNA repair associated,P51587,P51587;A0A7P0T9D7;A0A8V8TPZ2,2519
caffeine,677,ZFP36L1,ZFP36 like 1 zinc finger CCCH-type,Q07352,Q07352;B3KNA8,2519
caffeine,678,ZFP36L2,ZFP36 like 2 zinc finger CCCH-type,P47974,P47974,2519
caffeine,682,BSG,basigin (Ok blood group),P35613,P35613;Q54A51,2519
caffeine,689,BTF3,basic transcription factor 3,P20290,P20290,2519
caffeine,699,BUB1,BUB1 mitotic checkpoint serine/threonine kinase,O43683,O43683;B4DYG2,2519
caffeine,701,BUB1B,BUB1 mitotic checkpoint serine/threonine kinase B,O60566,O60566,2519
caffeine,708,C1QBP,complement C1q binding protein,Q07021,Q07021,2519
caffeine,715,C1R,complement C1r,P00736,P00736;A0A3B3ISR2;B4DPQ0,2519
caffeine,716,C1S,complement C1s,P09871,P09871;F8WCZ6,2519
caffeine,745,MYRF,myelin regulatory factor,Q9Y2G1,Q9Y2G1,2519
caffeine,747,DAGLA,diacylglycerol lipase alpha,Q9Y4D2,Q9Y4D2,2519
caffeine,754,PTTG1IP,PTTG1 interacting protein,P53801,P53801;B4DPZ0,2519
caffeine,755,CFAP410,cilia and flagella associated protein 410,O43822,O43822,2519
caffeine,759,CA1,carbonic anhydrase 1,P00915,P00915;V9HWE3,2519
caffeine,760,CA2,carbonic anhydrase 2,P00918,P00918;V9HW21,2519
caffeine,779,CACNA1S,calcium voltage-gated channel subunit alpha1 S,Q13698,Q13698;B1ALM3,2519
caffeine,780,DDR1,discoidin domain receptor tyrosine kinase 1,Q08345,Q08345;A0A024RCQ1;A0A0A0MSX3;Q96T61;Q96T62,2519
caffeine,790,CAD,"carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase",P27708,P27708;F8VPD4,2519
caffeine,801,CALM1,calmodulin 1,P0DP23,P0DP23;P0DP24;P0DP25;B4DJ51;Q96HY3,2519
caffeine,811,CALR,calreticulin,P27797,P27797;V9HW88,2519
caffeine,813,CALU,calumenin,O43852,O43852;B3KQF5;Q6IAW5,2519
caffeine,816,CAMK2B,calcium/calmodulin dependent protein kinase II beta,Q13554,Q13554;A4D2J9;B7Z1Z6,2519
caffeine,817,CAMK2D,calcium/calmodulin dependent protein kinase II delta,Q13557,Q13557;A0A8V8TN60;A0A8V8TN65;A0A8V8TN88;A0A8V8TNA1;A0A8V8TNA7;A0A8V8TPJ8;A0A8V8TPY4;A0A994J516;A0A994J5B0;D6R938;E9PBG7;E9PF82,2519
caffeine,818,CAMK2G,calcium/calmodulin dependent protein kinase II gamma,Q13555,Q13555;A0A2Q3DQE3;B3KY86;H0Y6G2;Q13280;Q5SWX3,2519
caffeine,821,CANX,calnexin,P27824,P27824;A0A7P0T937;A0A7P0TAE9;A0A7P0TB65,2519
caffeine,823,CAPN1,calpain 1,P07384,P07384;B2RDI5;B4DWH5,2519
caffeine,824,CAPN2,calpain 2,P17655,P17655;B4DN77;Q59EF6,2519
caffeine,831,CAST,calpastatin,P20810,P20810;A0A6Q8PH20;A0ABB0MV66;B7Z6N0;E9PCH5;E9PDE4;Q59HE3;Q86YM9,2519
caffeine,833,CARS1,cysteinyl-tRNA synthetase 1,P49589,P49589;B4DKY1;B4DPV7,2519
caffeine,835,CASP2,caspase 2,P42575,P42575;A0A087WYM1;A0A0S2Z3H1,2519
caffeine,836,CASP3,caspase 3,P42574,P42574;A8MVM1,2519
caffeine,841,CASP8,caspase 8,Q14790,Q14790;A0A8Q3SID9,2519
caffeine,842,CASP9,caspase 9,P55211,P55211;F8VVS7,2519
caffeine,847,CAT,catalase,P04040,P04040;A0A384P5Q0,2519
caffeine,857,CAV1,caveolin 1,Q03135,Q03135;A9XTE5;Q2TNI1;Q59E85;Q7Z4F3,2519
caffeine,859,CAV3,caveolin 3,P56539,P56539,2519
caffeine,860,RUNX2,RUNX family transcription factor 2,Q13950,Q13950;A0A0D9SEN7;Q32MY8,2519
caffeine,861,RUNX1,RUNX family transcription factor 1,Q01196,Q01196,2519
caffeine,866,SERPINA6,serpin family A member 6,P08185,P08185;A0A2Z4LCH4,2519
caffeine,868,CBLB,Cbl proto-oncogene B,Q13191,Q13191;B3KSS7;B4DYP3;B7ZAG1,2519
caffeine,875,CBS,cystathionine beta-synthase,P35520,P35520;B7Z2D6,2519
caffeine,891,CCNB1,cyclin B1,P14635,P14635,2519
caffeine,898,CCNE1,cyclin E1,P24864,P24864;A0A0G3DHS8;C9J2U0;V5W5X2,2519
caffeine,899,CCNF,cyclin F,P41002,P41002;Q59HD0,2519
caffeine,900,CCNG1,cyclin G1,P51959,P51959,2519
caffeine,902,CCNH,cyclin H,P51946,P51946;A0A2R8YEM2,2519
caffeine,905,CCNT2,cyclin T2,O60583,O60583;B4DH21,2519
caffeine,908,CCT6A,chaperonin containing TCP1 subunit 6A,P40227,P40227,2519
caffeine,928,CD9,CD9 molecule,P21926,P21926;A0A087WU13;A6NNI4;B4DK09;G8JLH6,2519
caffeine,948,CD36,CD36 molecule (CD36 blood group),P16671,P16671;A4D1B1;B7Z6C3;E9PLT1,2519
caffeine,949,SCARB1,scavenger receptor class B member 1,Q8WTV0,Q8WTV0;A0A7P0Z4E3;B3KW46;B7ZKQ9,2519
caffeine,966,CD59,CD59 molecule (CD59 blood group),P13987,P13987;Q6FHM9,2519
caffeine,972,CD74,CD74 molecule,P04233,P04233,2519
caffeine,983,CDK1,cyclin dependent kinase 1,P06493,P06493;B7Z3D6;I6L9I5,2519
caffeine,984,CDK11B,cyclin dependent kinase 11B,P21127,P21127;B4DII1,2519
caffeine,987,LRBA,LPS responsive beige-like anchor protein,P50851,P50851;A0A494BZW2;A0A494C1L5;A0A8V8TKR0,2519
caffeine,988,CDC5L,cell division cycle 5 like,Q99459,Q99459,2519
caffeine,989,SEPTIN7,septin 7,Q16181,Q16181;A0A023T695;A0A024RA87;A8K3D0;B4DNE4;G3V1Q4,2519
caffeine,990,CDC6,cell division cycle 6,Q99741,Q99741,2519
caffeine,991,CDC20,cell division cycle 20,Q12834,Q12834,2519
caffeine,994,CDC25B,cell division cycle 25B,P30305,P30305;B3KS38;B4DIG0;B4DQZ3;B4DRC3;E1YMX4;G8JLH2,2519
caffeine,995,CDC25C,cell division cycle 25C,P30307,P30307;B4DX61,2519
caffeine,996,CDC27,cell division cycle 27,P30260,P30260;B4DL80;G5EA36,2519
caffeine,999,CDH1,cadherin 1,P12830,P12830;A0A0U2ZQU7;B3GN61;Q9UII7,2519
caffeine,1003,CDH5,cadherin 5,P33151,P33151;Q59EA3,2519
caffeine,1009,CDH11,cadherin 11,P55287,P55287;H3BUU9,2519
caffeine,1017,CDK2,cyclin dependent kinase 2,P24941,P24941;B4DDL9;E7ESI2;G3V5T9,2519
caffeine,1019,CDK4,cyclin dependent kinase 4,P11802,P11802,2519
caffeine,1021,CDK6,cyclin dependent kinase 6,Q00534,Q00534,2519
caffeine,1022,CDK7,cyclin dependent kinase 7,P50613,P50613;A0A0S2Z3F9;D6R9G1;D6RFL0,2519
caffeine,1026,CDKN1A,cyclin dependent kinase inhibitor 1A,P38936,P38936,2519
caffeine,1039,CDR2,cerebellar degeneration related protein 2,Q01850,Q01850,2519
caffeine,1046,CDX4,caudal type homeobox 4,O14627,O14627,2519
caffeine,1050,CEBPA,CCAAT enhancer binding protein alpha,P49715,P49715,2519
caffeine,1051,CEBPB,CCAAT enhancer binding protein beta,P17676,P17676,2519
caffeine,1059,CENPB,centromere protein B,P07199,P07199,2519
caffeine,1060,CENPC,centromere protein C,Q03188,Q03188,2519
caffeine,1062,CENPE,centromere protein E,Q02224,Q02224,2519
caffeine,1063,CENPF,centromere protein F,P49454,P49454;A0A9L9PXU7,2519
caffeine,1070,CETN3,centrin 3,O15182,O15182;E5RFM2;E5RJF8,2519
caffeine,1072,CFL1,cofilin 1,P23528,P23528;V9HWI5,2519
caffeine,1073,CFL2,cofilin 2,Q9Y281,Q9Y281;Q549N0,2519
caffeine,1105,CHD1,chromodomain helicase DNA binding protein 1,O14646,O14646;A0A087WVF4;B3KT33,2519
caffeine,1106,CHD2,chromodomain helicase DNA binding protein 2,O14647,O14647,2519
caffeine,1107,CHD3,chromodomain helicase DNA binding protein 3,Q12873,Q12873;A0A8V8TR54;B3KWV4;Q2TAZ1,2519
caffeine,1108,CHD4,chromodomain helicase DNA binding protein 4,Q14839,Q14839;A0A2U3TZM0;F5GWX5,2519
caffeine,1111,CHEK1,checkpoint kinase 1,O14757,O14757;B4DT73;E7EPP6,2519
caffeine,1118,CHIT1,chitinase 1,Q13231,Q13231,2519
caffeine,1152,CKB,creatine kinase B,P12277,P12277;A0A0S2Z471;V9HWH2,2519
caffeine,1155,TBCB,tubulin folding cofactor B,Q99426,Q99426,2519
caffeine,1173,AP2M1,adaptor related protein complex 2 subunit mu 1,Q96CW1,Q96CW1;B4DNB9;E9PFW3,2519
caffeine,1192,CLIC1,chloride intracellular channel 1,O00299,O00299;Q53FB0;Q5SRT3,2519
caffeine,1196,CLK2,CDC like kinase 2,P49760,P49760;A8K7I0;B1AVT0;B7Z8N6,2519
caffeine,1198,CLK3,CDC like kinase 3,P49761,P49761;B3KRI8,2519
caffeine,1201,CLN3,"CLN3 lysosomal/endosomal transmembrane protein, battenin",Q13286,Q13286;B4DFF3;B4DMY6;Q2TA70,2519
caffeine,1207,CLNS1A,chloride nucleotide-sensitive channel 1A,P54105,P54105;E9PJF4;E9PMI6;J3KN38,2519
caffeine,1213,CLTC,clathrin heavy chain,Q00610,Q00610;A0A087WVQ6,2519
caffeine,1244,ABCC2,ATP binding cassette subfamily C member 2,Q92887,Q92887,2519
caffeine,1265,CNN2,calponin 2,Q99439,Q99439;B4DDF4;B4DUT8,2519
caffeine,1266,CNN3,calponin 3,Q15417,Q15417,2519
caffeine,1267,CNP,"2',3'-cyclic nucleotide 3' phosphodiesterase",P09543,P09543,2519
caffeine,1277,COL1A1,collagen type I alpha 1 chain,P02452,P02452,2519
caffeine,1280,COL2A1,collagen type II alpha 1 chain,P02458,P02458,2519
caffeine,1312,COMT,catechol-O-methyltransferase,P21964,P21964;A0A140VJG8,2519
caffeine,1314,COPA,coat protein complex I subunit alpha,P53621,P53621,2519
caffeine,1325,CORT,cortistatin,O00230,O00230;Q8IUV6,2519
caffeine,1350,COX7C,cytochrome c oxidase subunit 7C,P15954,P15954,2519
caffeine,1362,CPD,carboxypeptidase D,O75976,O75976,2519
caffeine,1365,CLDN3,claudin 3,O15551,O15551;Q75L79,2519
caffeine,1374,CPT1A,carnitine palmitoyltransferase 1A,P50416,P50416;B2RAQ8;Q8WZ48,2519
caffeine,1385,CREB1,cAMP responsive element binding protein 1,P16220,P16220;B7Z5C6;Q53X93;Q5U0J5,2519
caffeine,1387,CREBBP,CREB binding lysine acetyltransferase,Q92793,Q92793,2519
caffeine,1390,CREM,cAMP responsive element modulator,Q03060,Q03060;E9PAR2;E9PB41;G5E998,2519
caffeine,1397,CRIP2,cysteine rich protein 2,P52943,P52943,2519
caffeine,1398,CRK,"CRK proto-oncogene, adaptor protein",P46108,P46108;A0A0S2Z3K9;A0A0S2Z3Q4;L7RT18,2519
caffeine,1413,CRYBA4,crystallin beta A4,P53673,P53673;A0A097PIJ6,2519
caffeine,1414,CRYBB1,crystallin beta B1,P53674,P53674,2519
caffeine,1445,CSK,C-terminal Src kinase,P41240,P41240;A8K3B6;B2R6Q4,2519
caffeine,1453,CSNK1D,casein kinase 1 delta,P48730,P48730;H7BYT1,2519
caffeine,1454,CSNK1E,casein kinase 1 epsilon,P49674,P49674;Q5U045,2519
caffeine,1456,CSNK1G3,casein kinase 1 gamma 3,Q9Y6M4,Q9Y6M4;A0A8V8TKT3,2519
caffeine,1459,CSNK2A2,casein kinase 2 alpha 2,P19784,P19784,2519
caffeine,1462,VCAN,versican,P13611,P13611;Q59FG9;Q86W61,2519
caffeine,1471,CST3,cystatin C,P01034,P01034;A0A0K0K1J1,2519
caffeine,1477,CSTF1,cleavage stimulation factor subunit 1,Q05048,Q05048,2519
caffeine,1478,CSTF2,cleavage stimulation factor subunit 2,P33240,P33240;B3V096;B4DUD5;E7EWR4,2519
caffeine,1479,CSTF3,cleavage stimulation factor subunit 3,Q12996,Q12996,2519
caffeine,1491,CTH,cystathionine gamma-lyase,P32929,P32929,2519
caffeine,1495,CTNNA1,catenin alpha 1,P35221,P35221;A0A384MDY0;B4DKT9;B4DU00;G3XAM7,2519
caffeine,1496,CTNNA2,catenin alpha 2,P26232,P26232;F6KRI5;Q49AD3,2519
caffeine,1499,CTNNB1,catenin beta 1,P35222,P35222;B4DGU4,2519
caffeine,1500,CTNND1,catenin delta 1,O60716,O60716,2519
caffeine,1503,CTPS1,CTP synthase 1,P17812,P17812;A0A3B3IRQ8;A0A3B3ITB8;B4E1E0,2519
caffeine,1508,CTSB,cathepsin B,P07858,P07858;A0A024R374,2519
caffeine,1509,CTSD,cathepsin D,P07339,P07339;V9HWI3,2519
caffeine,1514,CTSL,cathepsin L,P07711,P07711;Q5T8F0;Q9HBQ7,2519
caffeine,1523,CUX1,cut like homeobox 1,P39880,P39880;Q13948;Q3LIA3,2519
caffeine,1525,CXADR,CXADR cell adhesion molecule,P78310,P78310,2519
caffeine,1535,CYBA,cytochrome b-245 alpha chain,P13498,P13498;B4DT46;H3BNP7,2519
caffeine,1537,CYC1,cytochrome c1,P08574,P08574,2519
caffeine,1543,CYP1A1,cytochrome P450 family 1 subfamily A member 1,P04798,P04798;A0N0X8;E7EMT5,2519
caffeine,1544,CYP1A2,cytochrome P450 family 1 subfamily A member 2,P05177,P05177,2519
caffeine,1545,CYP1B1,cytochrome P450 family 1 subfamily B member 1,Q16678,Q16678;Q53TK1,2519
caffeine,1548,CYP2A6,cytochrome P450 family 2 subfamily A member 6,P11509,P11509,2519
caffeine,1557,CYP2C19,cytochrome P450 family 2 subfamily C member 19,P33261,P33261,2519
caffeine,1558,CYP2C8,cytochrome P450 family 2 subfamily C member 8,P10632,P10632;B7Z1F5,2519
caffeine,1559,CYP2C9,cytochrome P450 family 2 subfamily C member 9,P11712,P11712;S5RV20,2519
caffeine,1565,CYP2D6,cytochrome P450 family 2 subfamily D member 6 (gene/pseudogene),P10635,P10635;C1ID52;Q5Y7H2,2519
caffeine,1571,CYP2E1,cytochrome P450 family 2 subfamily E member 1,P05181,P05181,2519
caffeine,1576,CYP3A4,cytochrome P450 family 3 subfamily A member 4,P08684,P08684;Q6GRK0,2519
caffeine,1580,CYP4B1,cytochrome P450 family 4 subfamily B member 1,P13584,P13584;B4DV41;Q8IZB0,2519
caffeine,1583,CYP11A1,cytochrome P450 family 11 subfamily A member 1,P05108,P05108;A0A0S2Z3R3,2519
caffeine,1584,CYP11B1,cytochrome P450 family 11 subfamily B member 1,P15538,P15538;Q8TDD0,2519
caffeine,1585,CYP11B2,cytochrome P450 family 11 subfamily B member 2,P19099,P19099,2519
caffeine,1586,CYP17A1,cytochrome P450 family 17 subfamily A member 1,P05093,P05093;Q1HB44,2519
caffeine,1588,CYP19A1,cytochrome P450 family 19 subfamily A member 1,P11511,P11511;A8K6W3;Q05CU4;Q8IYG4;Q8TCA4,2519
caffeine,1589,CYP21A2,cytochrome P450 family 21 subfamily A member 2,P08686,P08686;Q08AG9,2519
caffeine,1601,DAB2,DAB adaptor protein 2,P98082,P98082;B2RAW0,2519
caffeine,1603,DAD1,defender against cell death 1,P61803,P61803;Q53G02,2519
caffeine,1609,DGKQ,diacylglycerol kinase theta,P52824,P52824;A0A140VKC1;Q59FF7,2519
caffeine,1613,DAPK3,death associated protein kinase 3,O43293,O43293;B3KNJ3,2519
caffeine,1616,DAXX,death domain associated protein,Q9UER7,Q9UER7;A0A024RCS3;B4E1C1;Q53F85,2519
caffeine,1627,DBN1,drebrin 1,Q16643,Q16643,2519
caffeine,1632,ECI1,enoyl-CoA delta isomerase 1,P42126,P42126;A0A384NKJ3,2519
caffeine,1633,DCK,deoxycytidine kinase,P27707,P27707;B4E0A5;F5CTF3,2519
caffeine,1636,ACE,angiotensin I converting enzyme,P12821,P12821;B4DKH4,2519
caffeine,1638,DCT,dopachrome tautomerase,P40126,P40126,2519
caffeine,1654,DDX3X,DEAD-box helicase 3 X-linked,O00571,O00571;A0A2R8YDT5;A0A2R8YFS5,2519
caffeine,1655,DDX5,DEAD-box helicase 5,P17844,P17844;J3KTA4,2519
caffeine,1657,DMXL1,Dmx like 1,Q9Y485,Q9Y485;B2RWN7;F1T0K4;F5H269,2519
caffeine,1659,DHX8,DEAH-box helicase 8,Q14562,Q14562;B7Z8F4;F5H658;K7END7;Q05CV4;Q86YB2,2519
caffeine,1662,DDX10,DEAD-box helicase 10,Q13206,Q13206,2519
caffeine,1675,CFD,complement factor D,P00746,P00746;A6XNE2;K7ERG9,2519
caffeine,1676,DFFA,DNA fragmentation factor subunit alpha,O00273,O00273,2519
caffeine,1678,TIMM8A,translocase of inner mitochondrial membrane 8A,O60220,O60220;A0A2R8YDA8,2519
caffeine,1687,GSDME,gasdermin E,O60443,O60443;A4FVA8,2519
caffeine,1690,COCH,cochlin,O43405,O43405;A0A2U3TZE7,2519
caffeine,1717,DHCR7,7-dehydrocholesterol reductase,Q9UBM7,Q9UBM7;A0A024R5F7;A0A804HI25;A0A804HJQ7;A0A8I5KRR9;E9PM00,2519
caffeine,1718,DHCR24,24-dehydrocholesterol reductase,Q15392,Q15392,2519
caffeine,1723,DHODH,dihydroorotate dehydrogenase (quinone),Q02127,Q02127,2519
caffeine,1728,NQO1,NAD(P)H quinone dehydrogenase 1,P15559,P15559;B4DLR8,2519
caffeine,1729,DIAPH1,diaphanous related formin 1,O60610,O60610;A0A2R8Y5N1;Q6URC4,2519
caffeine,1736,DKC1,dyskerin pseudouridine synthase 1,O60832,O60832;A0A8Q3SIY6,2519
caffeine,1739,DLG1,discs large MAGUK scaffold protein 1,Q12959,Q12959;A0A0C4DFT3;A0A590UJ08;A0A590UJ68;A0A590UJD9;A0A590UJX2;A0A590UK48;A0A590UKA8;B4DF78,2519
caffeine,1746,DLX2,distal-less homeobox 2,Q07687,Q07687;Q53QU7;X5D7D8,2519
caffeine,1756,DMD,dystrophin,P11532,P11532;A0A087WV90;A0A0S2Z3B5;A0A0S2Z3J7;A0A5H1ZRP9;A0A5H1ZRQ1;A0A5H1ZRQ8;A0A5H1ZRR9;A0A804HKY9;A7E212;Q16484;Q4G0X0,2519
caffeine,1762,DMWD,"DM1 locus, WD repeat containing",Q09019,Q09019;Q8WUW6,2519
caffeine,1778,DYNC1H1,dynein cytoplasmic 1 heavy chain 1,Q14204,Q14204,2519
caffeine,1781,DYNC1I2,dynein cytoplasmic 1 intermediate chain 2,Q13409,Q13409;A0A140VKE9;B4DPZ3,2519
caffeine,1783,DYNC1LI2,dynein cytoplasmic 1 light intermediate chain 2,O43237,O43237,2519
caffeine,1785,DNM2,dynamin 2,P50570,P50570;Q8N1K8,2519
caffeine,1786,DNMT1,DNA methyltransferase 1,P26358,P26358;I6L9H2;Q59FP7,2519
caffeine,1788,DNMT3A,DNA methyltransferase 3 alpha,Q9Y6K1,Q9Y6K1;A0A0C4DG02;F8WE91;Q59HC6,2519
caffeine,1789,DNMT3B,DNA methyltransferase 3 beta,Q9UBC3,Q9UBC3;A0A8Q3SIG2,2519
caffeine,1793,DOCK1,dedicator of cytokinesis 1,Q14185,Q14185;A0A096LNH6;A0A2X0U2H5;B2RUU3,2519
caffeine,1796,DOK1,docking protein 1,Q99704,Q99704;B3KP83;B4DJN1;Q14CB2;Q2TA81,2519
caffeine,1803,DPP4,dipeptidyl peptidase 4,P27487,P27487;A0A7I2V2X8,2519
caffeine,1808,DPYSL2,dihydropyrimidinase like 2,Q16555,Q16555;A0A1C7CYX9;Q59GB4,2519
