compound,geneid,symbol,description,uniprot_accession,uniprot_accessions,cid
caffeine,6839,SUV39H1,SUV39H1 histone lysine methyltransferase,O43463,O43463,2519
caffeine,94056,SYAP1,synapse associated protein 1,Q96A49,Q96A49,2519
caffeine,23224,SYNE2,spectrin repeat containing nuclear envelope protein 2,Q8WXH0,Q8WXH0,2519
caffeine,11276,SYNRG,synergin gamma,Q9UMZ2,Q9UMZ2,2519
caffeine,23334,SZT2,SZT2 subunit of KICSTOR complex,Q5T011,Q5T011,2519
caffeine,10579,TACC2,transforming acidic coiled-coil containing protein 2,O95359,O95359;B2RWP4;B7ZMJ9;D6RAA5;E7EMZ9;E9PBC6;Q4VXL4;Q4VXL8,2519
caffeine,6873,TAF2,TATA-box binding protein associated factor 2,Q6P1X5,Q6P1X5;A0A8I5KSY6;A0A8I5KV60;A0A8I5QJR0;B3KMD8,2519
caffeine,10629,TAF6L,TATA-box binding protein associated factor 6 like,Q9Y6J9,Q9Y6J9;A8K0D4,2519
caffeine,6876,TAGLN,transgelin,Q01995,Q01995;Q5U0D2,2519
caffeine,9344,TAOK2,TAO kinase 2,Q9UL54,Q9UL54,2519
caffeine,6897,TARS1,threonyl-tRNA synthetase 1,P26639,P26639,2519
caffeine,26000,TBC1D10B,TBC1 domain family member 10B,Q4KMP7,Q4KMP7,2519
caffeine,55633,TBC1D22B,TBC1 domain family member 22B,Q9NU19,Q9NU19,2519
caffeine,9779,TBC1D5,TBC1 domain family member 5,Q92609,Q92609;B9A6K1,2519
caffeine,6909,TBX2,T-box transcription factor 2,Q13207,Q13207,2519
caffeine,79921,TCEAL4,transcription elongation factor A like 4,Q96EI5,Q96EI5;A0A384NKK0,2519
caffeine,153090,DAB2IP,DAB2 interacting protein,Q5VWQ8,Q5VWQ8,2519
caffeine,55827,DCAF6,DDB1 and CUL4 associated factor 6,Q58WW2,Q58WW2,2519
caffeine,80344,DCAF11,DDB1 and CUL4 associated factor 11,Q8TEB1,Q8TEB1;B3KSW2;Q59GN6,2519
caffeine,58191,CXCL16,C-X-C motif chemokine ligand 16,Q9H2A7,Q9H2A7,2519
caffeine,10509,SEMA4B,semaphorin 4B,Q9NPR2,Q9NPR2,2519
caffeine,26168,SENP3,SUMO specific peptidase 3,Q9H4L4,Q9H4L4,2519
caffeine,151246,SGO2,shugoshin 2,Q562F6,Q562F6;B7Z7S9,2519
caffeine,25970,SH2B1,SH2B adaptor protein 1,Q9NRF2,Q9NRF2;B3KNV5;B4DLN5,2519
caffeine,79729,SH3D21,SH3 domain containing 21,A4FU49,A4FU49,2519
caffeine,9644,SH3PXD2A,SH3 and PX domains 2A,Q5TCZ1,Q5TCZ1;B3KPL1;B7Z9L8,2519
caffeine,6461,SHB,SH2 domain containing adaptor protein B,Q15464,Q15464,2519
caffeine,6224,RPS20,ribosomal protein S20,P60866,P60866,2519
caffeine,6234,RPS28,ribosomal protein S28,P62857,P62857;B2R4R9,2519
caffeine,51097,SCCPDH,saccharopine dehydrogenase (putative),Q8NBX0,Q8NBX0;A0A384NPM7,2519
caffeine,10389,SCML2,Scm polycomb group protein like 2,Q9UQR0,Q9UQR0,2519
caffeine,6385,SDC4,syndecan 4,P31431,P31431;B4E1S6,2519
caffeine,6397,SEC14L1,SEC14 like lipid binding 1,Q92503,Q92503;A5PLM6;Q59HE8,2519
caffeine,10484,SEC23A,"SEC23 homolog A, COPII component",Q15436,Q15436,2519
caffeine,10952,SEC61B,SEC61 translocon subunit beta,P60468,P60468,2519
caffeine,5265,SERPINA1,serpin family A member 1,P01009,P01009;A0A024R6N5;A0A384MDQ7;E9KL23,2519
caffeine,574036,SERTAD4-AS1,SERTAD4 antisense RNA 1,,,2519
caffeine,29072,SETD2,"SET domain containing 2, histone lysine methyltransferase",Q9BYW2,Q9BYW2;A0A1W2PPX9,2519
caffeine,23064,SETX,senataxin,Q7Z333,Q7Z333,2519
caffeine,10946,SF3A3,splicing factor 3a subunit 3,Q12874,Q12874;B4DW90,2519
caffeine,6421,SFPQ,splicing factor proline and glutamine rich,P23246,P23246;A0A384N5Z8;Q86VG2,2519
caffeine,25942,SIN3A,SIN3 transcription regulator family member A,Q96ST3,Q96ST3,2519
caffeine,27240,SIT1,signaling threshold regulating transmembrane adaptor 1,Q9Y3P8,Q9Y3P8,2519
caffeine,6499,SKIC2,SKI2 subunit of superkiller complex,Q15477,Q15477;A0A1U9X8J1;A0A8V8TLC0;H7C5N0,2519
caffeine,57606,SLAIN2,SLAIN motif family member 2,Q9P270,Q9P270;A0A024R9T6,2519
caffeine,6573,SLC19A1,solute carrier family 19 member 1,P41440,P41440,2519
caffeine,6575,SLC20A2,solute carrier family 20 member 2,Q08357,Q08357;A0A384MR38;B2RBR4;B4DJ71,2519
caffeine,91137,SLC25A46,solute carrier family 25 member 46,Q96AG3,Q96AG3;B4DY98,2519
caffeine,6513,SLC2A1,solute carrier family 2 member 1,P11166,P11166;Q59GX2,2519
caffeine,11182,SLC2A6,solute carrier family 2 member 6,Q9UGQ3,Q9UGQ3,2519
caffeine,54978,SLC35F6,solute carrier family 35 member F6,Q8N357,Q8N357,2519
caffeine,10991,SLC38A3,solute carrier family 38 member 3,Q99624,Q99624,2519
caffeine,54946,SLC41A3,solute carrier family 41 member 3,Q96GZ6,Q96GZ6,2519
caffeine,146802,SLC47A2,solute carrier family 47 member 2,Q86VL8,Q86VL8,2519
caffeine,160728,SLC5A8,solute carrier family 5 member 8,Q8N695,Q8N695,2519
caffeine,6535,SLC6A8,solute carrier family 6 member 8,P48029,P48029;Q59EV7;X5D9C4,2519
caffeine,84679,SLC9A7,solute carrier family 9 member A7,Q96T83,Q96T83;A0A087WXD1,2519
caffeine,353189,SLCO4C1,solute carrier organic anion transporter family member 4C1,Q6ZQN7,Q6ZQN7,2519
caffeine,79811,SLTM,SAFB like transcription modulator,Q9NWH9,Q9NWH9,2519
caffeine,29919,RMC1,regulator of MON1-CCZ1,Q96DM3,Q96DM3;B7Z201;B7Z2Y1;B7Z3Q1;K7ENL9,2519
caffeine,246243,RNASEH1,ribonuclease H1,O60930,O60930;B3KUD4;E5KN15,2519
caffeine,6045,RNF2,ring finger protein 2,Q99496,Q99496,2519
caffeine,55182,RNF220,ring finger protein 220,Q5VTB9,Q5VTB9,2519
caffeine,54894,RNF43,ring finger protein 43,Q68DV7,Q68DV7;J3KSE3,2519
caffeine,55599,RNPC3,"RNA binding region (RNP1, RRM) containing 3",Q96LT9,Q96LT9,2519
caffeine,6157,RPL27A,ribosomal protein L27a,P46776,P46776,2519
caffeine,25873,RPL36,ribosomal protein L36,Q9Y3U8,Q9Y3U8,2519
caffeine,6100,RP9,RP9 pre-mRNA splicing factor,Q8TA86,Q8TA86;A0A090N8Z0,2519
caffeine,6103,RPGR,retinitis pigmentosa GTPase regulator,Q92834,Q92834;A0A2R8YFT6,2519
caffeine,6139,RPL17,ribosomal protein L17,P18621,P18621;J3QLC8,2519
caffeine,6184,RPN1,ribophorin I,P04843,P04843,2519
caffeine,6204,RPS10,ribosomal protein S10,P46783,P46783,2519
caffeine,6222,RPS18,ribosomal protein S18,P62269,P62269,2519
caffeine,6198,RPS6KB1,ribosomal protein S6 kinase B1,P23443,P23443,2519
caffeine,27079,RPUSD2,RNA pseudouridine synthase domain containing 2,Q8IZ73,Q8IZ73,2519
caffeine,6240,RRM1,ribonucleotide reductase catalytic subunit M1,P23921,P23921;B4DXD1;B4E0I8;E9PL69,2519
caffeine,23076,RRP1B,ribosomal RNA processing 1B,Q14684,Q14684,2519
caffeine,51773,RSF1,remodeling and spacing factor 1,Q96T23,Q96T23;Q05DG0,2519
caffeine,6242,RTKN,rhotekin,Q9BST9,Q9BST9;A0A1W2PPZ2,2519
caffeine,25914,RTTN,rotatin,Q86VV8,Q86VV8,2519
caffeine,10856,RUVBL2,RuvB like AAA ATPase 2,Q9Y230,Q9Y230;B3KNL2,2519
caffeine,6281,S100A10,S100 calcium binding protein A10,P60903,P60903,2519
caffeine,644815,SACK1G,scaffolding CK1 anchoring protein G,A6ND36,A6ND36,2519
caffeine,9667,SAFB2,scaffold attachment factor B2,Q14151,Q14151,2519
caffeine,55095,SAMD4B,sterile alpha motif domain containing 4B,Q5PRF9,Q5PRF9;M0QZ22;Q66K25;Q8IXP7,2519
caffeine,29115,SAP30BP,SAP30 binding protein,Q9UHR5,Q9UHR5,2519
caffeine,23314,SATB2,SATB homeobox 2,Q9UPW6,Q9UPW6;B3KPQ9;Q59FT3,2519
caffeine,9169,SCAF11,SR-related CTD associated factor 11,Q99590,Q99590;F8VXG7,2519
caffeine,113178,SCAMP4,secretory carrier membrane protein 4,Q969E2,Q969E2,2519
caffeine,6594,SMARCA1,SNF2 related chromatin remodeling ATPase 1,P28370,P28370;A0A0A0MRP6;B7ZLQ5,2519
caffeine,56916,SMARCAD1,SNF2 related chromatin remodeling ATPase with DExD box 1,Q9H4L7,Q9H4L7,2519
caffeine,6605,SMARCE1,SWI/SNF related BAF chromatin remodeling complex subunit E1,Q969G3,Q969G3,2519
caffeine,23137,SMC5,structural maintenance of chromosomes 5,Q8IY18,Q8IY18,2519
caffeine,55181,SMG8,SMG8 nonsense mediated mRNA decay factor,Q8ND04,Q8ND04,2519
caffeine,10285,SMNDC1,survival motor neuron domain containing 1,O75940,O75940,2519
caffeine,64750,SMURF2,SMAD specific E3 ubiquitin protein ligase 2,Q9HAU4,Q9HAU4;Q96DE7,2519
caffeine,27044,SND1,staphylococcal nuclease and tudor domain containing 1,Q7KZF4,Q7KZF4;A0A140VK49,2519
caffeine,9410,SNRNP40,small nuclear ribonucleoprotein U5 subunit 40,Q96DI7,Q96DI7;A0MNP2,2519
caffeine,6641,SNTB1,syntrophin beta 1,Q13884,Q13884,2519
caffeine,22938,SNW1,SNW domain containing 1,Q13573,Q13573;G3V3A4,2519
caffeine,9784,SNX17,sorting nexin 17,Q15036,Q15036;B4DDM3;B4DQ37;B4DTB8,2519
caffeine,29886,SNX8,sorting nexin 8,Q9Y5X2,Q9Y5X2,2519
caffeine,6647,SOD1,superoxide dismutase 1,P00441,P00441;V9HWC9,2519
caffeine,10174,SORBS3,sorbin and SH3 domain containing 3,O60504,O60504,2519
caffeine,9580,SOX13,SRY-box transcription factor 13,Q9UN79,Q9UN79,2519
caffeine,6667,SP1,Sp1 transcription factor,P08047,P08047,2519
caffeine,6671,SP4,Sp4 transcription factor,Q02446,Q02446;A0A3B3IRW4;Q32M51,2519
caffeine,9552,SPAG7,sperm associated antigen 7,O75391,O75391,2519
caffeine,132671,SPATA18,spermatogenesis associated 18,Q8TC71,Q8TC71;A0A140VKF4,2519
caffeine,23013,SPEN,spen family transcriptional repressor,Q96T58,Q96T58,2519
caffeine,56907,SPIRE1,spire type actin nucleation factor 1,Q08AE8,Q08AE8;J3KNG6,2519
caffeine,6697,SPR,sepiapterin reductase,P35270,P35270,2519
caffeine,83932,SPRTN,SprT-like N-terminal domain,Q9H040,Q9H040,2519
caffeine,6709,SPTAN1,"spectrin alpha, non-erythrocytic 1",Q13813,Q13813;A0A0D9SF54;A0A0D9SFF6;A0A0D9SGF6;A0A384P5S9;A0A994J6W3,2519
caffeine,6714,SRC,"SRC proto-oncogene, non-receptor tyrosine kinase",P12931,P12931,2519
caffeine,6722,SRF,serum response factor,P11831,P11831;B4DU24,2519
caffeine,6723,SRM,spermidine synthase,P19623,P19623,2519
caffeine,6733,SRPK2,SRSF protein kinase 2,P78362,P78362;A0A994J591;C9J2M4,2519
caffeine,6426,SRSF1,serine and arginine rich splicing factor 1,Q07955,Q07955;Q59FA2,2519
caffeine,6429,SRSF4,serine and arginine rich splicing factor 4,Q08170,Q08170,2519
caffeine,136853,SSC4D,scavenger receptor cysteine rich family member with 4 domains,Q8WTU2,Q8WTU2,2519
caffeine,117178,SSX2IP,SSX family member 2 interacting protein,Q9Y2D8,Q9Y2D8;B7ZB07,2519
caffeine,8027,STAM,signal transducing adaptor molecule,Q92783,Q92783;B4DZT2,2519
caffeine,6772,STAT1,signal transducer and activator of transcription 1,P42224,P42224;A0A669KB68;A0A8V8TN81,2519
caffeine,6780,STAU1,staufen double-stranded RNA binding protein 1,O95793,O95793;B3KRE0;Q59F99;Q6PJX3,2519
caffeine,26872,STEAP1,STEAP family member 1,Q9UHE8,Q9UHE8,2519
caffeine,114790,STK11IP,serine/threonine kinase 11 interacting protein,Q8N1F8,Q8N1F8,2519
caffeine,55351,STK32B,serine/threonine kinase 32B,Q9NY57,Q9NY57;B2R9M8,2519
caffeine,219736,STOX1,storkhead box 1,Q6ZVD7,Q6ZVD7,2519
caffeine,85369,STRIP1,striatin interacting protein 1,Q5VSL9,Q5VSL9,2519
caffeine,8677,STX10,syntaxin 10,O60499,O60499;Q5U8S2;X6R2W0,2519
caffeine,6810,STX4,syntaxin 4,Q12846,Q12846;B7Z425,2519
caffeine,89797,NAV2,neuron navigator 2,Q8IVL1,Q8IVL1;A7E2D6,2519
caffeine,7466,WFS1,wolframin ER transmembrane glycoprotein,O76024,O76024;A0A0S2Z4V6,2519
caffeine,65268,WNK2,WNK lysine deficient protein kinase 2,Q9Y3S1,Q9Y3S1;E9PCD1,2519
caffeine,7486,WRN,WRN RecQ like helicase,Q14191,Q14191,2519
caffeine,9929,JOSD1,Josephin domain containing 1,Q15040,Q15040,2519
caffeine,151613,TTC14,tetratricopeptide repeat domain 14,Q96N46,Q96N46,2519
caffeine,9654,TTLL4,tubulin tyrosine ligase like 4,Q14679,Q14679,2519
caffeine,79861,TUBAL3,tubulin alpha like 3,A6NHL2,A6NHL2,2519
caffeine,23526,ARHGAP45,Rho GTPase activating protein 45,Q92619,Q92619;B3KVA9;B3KXW7;F5H1R4;K7ES92;K7ES98;Q8IYN3,2519
caffeine,55160,ARHGEF10L,Rho guanine nucleotide exchange factor 10 like,Q9HCE6,Q9HCE6;B4DTL3;Q5VXI4,2519
caffeine,9828,ARHGEF17,Rho guanine nucleotide exchange factor 17,Q96PE2,Q96PE2,2519
caffeine,54923,LIME1,Lck interacting transmembrane adaptor 1,Q9H400,Q9H400;A0A087WT39,2519
caffeine,132660,LIN54,lin-54 DREAM MuvB core complex component,Q6MZP7,Q6MZP7,2519
caffeine,54819,ZCCHC10,zinc finger CCHC-type containing 10,Q8TBK6,Q8TBK6;B3KVL5;B4DU89;D6R9G7;D6RHC2;G3XAM1,2519
caffeine,84243,ZDHHC18,zDHHC palmitoyltransferase 18,Q9NUE0,Q9NUE0,2519
caffeine,29801,ZDHHC8,zDHHC palmitoyltransferase 8,Q9ULC8,Q9ULC8,2519
caffeine,8436,CAVIN2,caveolae associated protein 2,O95810,O95810,2519
caffeine,23175,LPIN1,lipin 1,Q14693,Q14693,2519
caffeine,7763,ZFAND5,zinc finger AN1-type containing 5,O76080,O76080,2519
caffeine,9765,ZFYVE16,zinc finger FYVE-type containing 16,Q7Z3T8,Q7Z3T8,2519
caffeine,57332,CBX8,chromobox 8,Q9HC52,Q9HC52,2519
caffeine,90060,CCDC120,coiled-coil domain containing 120,Q96HB5,Q96HB5,2519
caffeine,51133,KCTD3,potassium channel tetramerization domain containing 3,Q9Y597,Q9Y597;B4DJX2,2519
caffeine,51780,KDM3B,lysine demethylase 3B,Q7LBC6,Q7LBC6,2519
caffeine,92259,KGD4,alpha-ketoglutarate dehydrogenase subunit 4,P82909,P82909,2519
caffeine,51027,BOLA1,bolA family member 1,Q9Y3E2,Q9Y3E2,2519
caffeine,54785,BORCS6,BLOC-1 related complex subunit 6,Q96GS4,Q96GS4,2519
caffeine,8570,KHSRP,KH-type splicing regulatory protein,Q92945,Q92945;M0R0C6,2519
caffeine,9851,KIAA0753,KIAA0753,Q2KHM9,Q2KHM9,2519
caffeine,57536,KIAA1328,KIAA1328,Q86T90,Q86T90,2519
caffeine,23774,BRD1,bromodomain containing 1,O95696,O95696;Q59G93,2519
caffeine,29117,BRD7,bromodomain containing 7,Q9NPI1,Q9NPI1;A0AA34QVS2,2519
caffeine,56992,KIF15,kinesin family member 15,Q9NS87,Q9NS87;C9JKA9,2519
caffeine,23095,KIF1B,kinesin family member 1B,O60333,O60333,2519
caffeine,83990,BRIP1,BRCA1 interacting DNA helicase 1,Q9BX63,Q9BX63;A0A804HJU1;A0A804HL36;J3QKX0,2519
caffeine,27154,BRPF3,bromodomain and PHD finger containing 3,Q9ULD4,Q9ULD4;F6XDC4,2519
caffeine,9044,BTAF1,B-TFIID TATA-box binding protein associated factor 1,O14981,O14981;Q2M1V9;Q8N6J1,2519
caffeine,26128,KIFBP,kinesin family binding protein,Q96EK5,Q96EK5,2519
caffeine,64837,KLC2,kinesin light chain 2,Q9H0B6,Q9H0B6,2519
caffeine,54758,KLHDC4,kelch domain containing 4,Q8TBB5,Q8TBB5,2519
caffeine,56905,C15ORF39,chromosome 15 open reading frame 39,Q6ZRI6,Q6ZRI6,2519
caffeine,339448,C1ORF174,chromosome 1 open reading frame 174,Q8IYL3,Q8IYL3;A0A7P0TAC3,2519
caffeine,55958,KLHL9,kelch like family member 9,Q9P2J3,Q9P2J3;Q58EZ4,2519
caffeine,8085,KMT2D,lysine methyltransferase 2D,O14686,O14686;Q59FG6;Q6PIA1,2519
caffeine,22803,XRN2,5'-3' exoribonuclease 2,Q9H0D6,Q9H0D6;B4DZC3,2519
caffeine,8531,YBX3,Y-box binding protein 3,P16989,P16989,2519
caffeine,81576,YJU2B,YJU2 splicing factor homolog B,P13994,P13994;B7Z1U2,2519
caffeine,25966,C2CD2,C2 calcium dependent domain containing 2,Q9Y426,Q9Y426,2519
caffeine,55322,C5ORF22,chromosome 5 open reading frame 22,Q49AR2,Q49AR2,2519
caffeine,23523,CABIN1,calcineurin binding protein 1,Q9Y6J0,Q9Y6J0;A0A087WWW8,2519
caffeine,64848,YTHDC2,YTH N6-methyladenosine RNA binding protein C2,Q9H6S0,Q9H6S0,2519
caffeine,7531,YWHAE,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein epsilon,P62258,P62258;V9HW98,2519
caffeine,7534,YWHAZ,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta,P63104,P63104;D0PNI1,2519
caffeine,157922,CAMSAP1,calmodulin regulated spectrin associated protein 1,Q5T5Y3,Q5T5Y3;A0A384NY94,2519
caffeine,55132,LARP1B,La ribonucleoprotein 1B,Q659C4,Q659C4;A0A3B3ISF0;A0A3B3IT29;A0A994J4X5;G3V0E9,2519
caffeine,51520,LARS1,leucyl-tRNA synthetase 1,Q9P2J5,Q9P2J5;A0A6I8PL42;B4DER1;B4E266,2519
caffeine,26524,LATS2,large tumor suppressor kinase 2,Q9NRM7,Q9NRM7,2519
caffeine,27107,ZBTB11,zinc finger and BTB domain containing 11,O95625,O95625;Q59H97,2519
caffeine,9923,ZBTB40,zinc finger and BTB domain containing 40,Q9NUA8,Q9NUA8;B3KR52;F8WAI8;Q1RMZ5,2519
caffeine,10773,ZBTB6,zinc finger and BTB domain containing 6,Q15916,Q15916,2519
caffeine,6650,CAPN15,calpain 15,O75808,O75808,2519
caffeine,23589,CARHSP1,calcium regulated heat stable protein 1,Q9Y2V2,Q9Y2V2,2519
caffeine,9877,ZC3H11A,zinc finger CCCH-type containing 11A,O75152,O75152,2519
caffeine,124245,ZC3H18,zinc finger CCCH-type containing 18,Q86VM9,Q86VM9;B4DTK7;E7ERS3,2519
caffeine,23264,ZC3H7B,zinc finger CCCH-type containing 7B,Q9UGR2,Q9UGR2,2519
caffeine,23592,LEMD3,LEM domain containing 3,Q9Y2U8,Q9Y2U8,2519
caffeine,57513,CASKIN2,CASK interacting protein 2,Q8WXE0,Q8WXE0,2519
caffeine,57448,BIRC6,baculoviral IAP repeat containing 6,Q9NR09,Q9NR09;A0A8V8TQB4;A0A8V8TR92,2519
caffeine,54887,BLTP3A,bridge-like lipid transfer protein family member 3A,Q6BDS2,Q6BDS2,2519
caffeine,7508,XPC,"XPC complex subunit, DNA damage recognition and repair factor",Q01831,Q01831;A0ABB0MVJ4;X5DRB1,2519
caffeine,7515,XRCC1,X-ray repair cross complementing 1,P18887,P18887;B2RCY5;Q59HH7,2519
caffeine,23522,KAT6B,lysine acetyltransferase 6B,Q8WYB5,Q8WYB5;B2RWN8,2519
caffeine,23247,KATNIP,katanin interacting protein,O60303,O60303,2519
caffeine,8514,KCNAB2,potassium voltage-gated channel subfamily A regulatory beta subunit 2,Q13303,Q13303;B2R776,2519
caffeine,55791,LRIF1,ligand dependent nuclear receptor interacting factor 1,Q5T3J3,Q5T3J3,2519
caffeine,201255,LRRC45,leucine rich repeat containing 45,Q96CN5,Q96CN5,2519
caffeine,9209,LRRFIP2,LRR binding FLII interacting protein 2,Q9Y608,Q9Y608;A0A1S5UZ17,2519
caffeine,5236,PGM1,phosphoglucomutase 1,P36871,P36871;B4DDQ8;B7Z6C2,2519
caffeine,9749,PHACTR2,phosphatase and actin regulator 2,O75167,O75167;J3KP75,2519
caffeine,5252,PHF1,PHD finger protein 1,O43189,O43189;A0A140VJR4;A0A1U9X8A3,2519
caffeine,317762,CCDC85C,coiled-coil domain containing 85C,A6NKD9,A6NKD9,2519
caffeine,26093,CCDC9,coiled-coil domain containing 9,Q9Y3X0,Q9Y3X0;A0A2R8Y4Z8;B4DXW2,2519
caffeine,5253,PHF2,PHD finger protein 2,O75151,O75151,2519
caffeine,23133,PHF8,PHD finger protein 8,Q9UPP1,Q9UPP1;H0Y3N9;O95327,2519
caffeine,23612,PHLDA3,pleckstrin homology like domain family A member 3,Q9Y5J5,Q9Y5J5,2519
caffeine,23239,PHLPP1,PH domain and leucine rich repeat protein phosphatase 1,O60346,O60346,2519
caffeine,5297,PI4KA,phosphatidylinositol 4-kinase alpha,P42356,P42356;A0A140VK35;B4DYG5,2519
caffeine,55367,PIDD1,p53-induced death domain protein 1,Q9HB75,Q9HB75,2519
caffeine,55011,PIH1D1,PIH1 domain containing 1,Q9NWS0,Q9NWS0,2519
caffeine,54984,PINX1,PIN2 (TERF1) interacting telomerase inhibitor 1,Q96BK5,Q96BK5,2519
caffeine,26207,PITPNC1,phosphatidylinositol transfer protein cytoplasmic 1,Q9UKF7,Q9UKF7;A0A0C4DGP0,2519
caffeine,124801,LSM12,LSM12 homolog,Q3MHD2,Q3MHD2;K7ELG9,2519
caffeine,84946,LTV1,LTV1 ribosome biogenesis factor,Q96GA3,Q96GA3,2519
caffeine,7798,LUZP1,leucine zipper protein 1,Q86V48,Q86V48;Q05DE3,2519
caffeine,10576,CCT2,chaperonin containing TCP1 subunit 2,P78371,P78371;V9HW96,2519
caffeine,9088,PKMYT1,"protein kinase, membrane associated tyrosine/threonine 1",Q99640,Q99640;Q0IJ49,2519
caffeine,11187,PKP3,plakophilin 3,Q9Y446,Q9Y446,2519
caffeine,113026,PLCD3,phospholipase C delta 3,Q8N3E9,Q8N3E9,2519
caffeine,55219,MACO1,macoilin 1,Q8N5G2,Q8N5G2,2519
caffeine,23764,MAFF,MAF bZIP transcription factor F,Q9ULX9,Q9ULX9,2519
caffeine,9223,MAGI1,"membrane associated guanylate kinase, WW and PDZ domain containing 1",Q96QZ7,Q96QZ7,2519
caffeine,5339,PLEC,plectin,Q15149,Q15149;A0A8I5KSD5;A0A8I5KUE3;H0YDN1,2519
caffeine,57664,PLEKHA4,pleckstrin homology domain containing A4,Q9H4M7,Q9H4M7;M0R0J1,2519
caffeine,64857,PLEKHG2,pleckstrin homology and RhoGEF domain containing G2,Q9H7P9,Q9H7P9;E7ESZ3,2519
caffeine,63925,ZNF335,zinc finger protein 335,Q9H4Z2,Q9H4Z2;Q8IW09,2519
caffeine,7587,ZNF37A,zinc finger protein 37A,P17032,P17032;A0A1B0GVV4,2519
caffeine,55663,ZNF446,zinc finger protein 446,Q9NWS9,Q9NWS9,2519
caffeine,80301,PLEKHO2,pleckstrin homology domain containing O2,Q8TD55,Q8TD55,2519
caffeine,51090,PLLP,plasmolipin,Q9Y342,Q9Y342,2519
caffeine,5357,PLS1,plastin 1,Q14651,Q14651,2519
caffeine,10892,MALT1,MALT1 paracaspase,Q9UDY8,Q9UDY8;A8K5S1,2519
caffeine,4131,MAP1B,microtubule associated protein 1B,P46821,P46821;A2BDK6;Q6PJD3;Q86X89,2519
caffeine,55664,CDC37L1,"cell division cycle 37 like 1, HSP90 cochaperone",Q7L3B6,Q7L3B6,2519
caffeine,23580,CDC42EP4,CDC42 effector protein 4,Q9H3Q1,Q9H3Q1;B2R6D8,2519
caffeine,157313,CDCA2,cell division cycle associated 2,Q69YH5,Q69YH5;A8K8Z0;B7Z5Q5;E9PEI0,2519
caffeine,8621,CDK13,cyclin dependent kinase 13,Q14004,Q14004;Q9BVE2,2519
caffeine,23129,PLXND1,plexin D1,Q9Y4D7,Q9Y4D7,2519
caffeine,25957,PNISR,PNN interacting serine and arginine rich protein,Q8TF01,Q8TF01;A0A7P0T9Z6;A0A7P0Z4K1;Q3B7B6;Q6PJQ9,2519
caffeine,55163,PNPO,pyridoxamine 5'-phosphate oxidase,Q9NVS9,Q9NVS9;V9HW45,2519
caffeine,5609,MAP2K7,mitogen-activated protein kinase kinase 7,O14733,O14733;B4DV95,2519
caffeine,51776,MAP3K20,mitogen-activated protein kinase kinase kinase 20,Q9NYL2,Q9NYL2;D4Q8H0,2519
caffeine,4134,MAP4,microtubule associated protein 4,P27816,P27816;A0A804HKE7;E7EVA0,2519
caffeine,91392,ZNF502,zinc finger protein 502,Q8TBZ5,Q8TBZ5;Q96K08,2519
caffeine,130557,ZNF513,zinc finger protein 513,Q8N8E2,Q8N8E2,2519
caffeine,9640,ZNF592,zinc finger protein 592,Q92610,Q92610,2519
caffeine,9831,ZNF623,zinc finger protein 623,O75123,O75123,2519
caffeine,84146,ZNF644,zinc finger protein 644,Q9H582,Q9H582;A7E234,2519
caffeine,51058,ZNF691,zinc finger protein 691,Q5VV52,Q5VV52;Q5VV50,2519
caffeine,27153,ZNF777,zinc finger protein 777,Q9ULD5,Q9ULD5,2519
caffeine,152485,ZNF827,zinc finger protein 827,Q17R98,Q17R98;B3KSR1;H0Y9M2,2519
caffeine,84133,ZNRF3,zinc and ring finger 3,Q9ULT6,Q9ULT6,2519
caffeine,55700,MAP7D1,MAP7 domain containing 1,Q3KQU3,Q3KQU3;B3KU03;D3DPS3,2519
caffeine,23162,MAPK8IP3,mitogen-activated protein kinase 8 interacting protein 3,Q9UPT6,Q9UPT6;A0A087WYG2;B7ZMF3;E9PFH7,2519
caffeine,10236,HNRNPR,heterogeneous nuclear ribonucleoprotein R,O43390,O43390;A0A6Q8PEX7;A0A6Q8PHG0;B4DMB1;B4DMD1;B4DT28;Q0VGD6,2519
