category,cids,citations,core,dois,ecs,externalid,extid,geneids,name,pathwayid,pclids,pmcids,pmids,protacxns,pwacc,pwtype,source,srcid,taxid,taxname,url
Metabolic,280|305|700|1015|1038|5951|5957|6022|6131|6176|123727|644102|6323481|24778895|53478063|53479624,,1,,2.7.1.32|2.7.1.82|2.7.7.14|2.7.8.1|2.7.8.2|2.7.8.22|2.7.8.29|4.1.1.65,SMP0015235,SMP0015235,1119|5833|9791|10390|23761,Phosphatidylethanolamine Biosynthesis PE(18:1(11Z)/18:1(11Z)),1198865,,,,P35790|P48651|Q99447|Q9UG56|Q9Y6K0,PathBank:SMP0015235,organism_specific,PathBank,10,9606,Homo sapiens (human),http://pathbank.org/view/SMP0015235
Metabolic,280|305|700|1015|1038|5951|5957|6022|6131|6176|123727|644102|6323481|53478067|53478727|53479628,,1,,2.7.1.32|2.7.1.82|2.7.7.14|2.7.8.1|2.7.8.2|2.7.8.22|2.7.8.29|4.1.1.65,SMP0015239,SMP0015239,1119|5833|9791|10390|23761,"Phosphatidylethanolamine Biosynthesis PE(18:1(11Z)/18:3(9Z,12Z,15Z))",1198869,,,,P35790|P48651|Q99447|Q9UG56|Q9Y6K0,PathBank:SMP0015239,organism_specific,PathBank,10,9606,Homo sapiens (human),http://pathbank.org/view/SMP0015239
Metabolic,280|305|700|1015|1038|5951|5957|6022|6131|6176|123727|644102|6323481|53478071|53478735|53479632,,1,,2.7.1.32|2.7.1.82|2.7.7.14|2.7.8.1|2.7.8.2|2.7.8.22|2.7.8.29|4.1.1.65,SMP0015243,SMP0015243,1119|5833|9791|10390|23761,"Phosphatidylethanolamine Biosynthesis PE(18:1(11Z)/20:2(11Z,14Z))",1198873,,,,P35790|P48651|Q99447|Q9UG56|Q9Y6K0,PathBank:SMP0015243,organism_specific,PathBank,10,9606,Homo sapiens (human),http://pathbank.org/view/SMP0015243
Metabolic,280|305|700|1015|1038|5951|5957|6022|6131|6176|123727|644102|6323481|53478075|53478743|53479636,,1,,2.7.1.32|2.7.1.82|2.7.7.14|2.7.8.1|2.7.8.2|2.7.8.22|2.7.8.29|4.1.1.65,SMP0015247,SMP0015247,1119|5833|9791|10390|23761,"Phosphatidylethanolamine Biosynthesis PE(18:1(11Z)/20:4(8Z,11Z,14Z,17Z))",1198877,,,,P35790|P48651|Q99447|Q9UG56|Q9Y6K0,PathBank:SMP0015247,organism_specific,PathBank,10,9606,Homo sapiens (human),http://pathbank.org/view/SMP0015247
Metabolic,280|305|700|1015|1038|5951|5957|6022|6131|6176|123727|644102|6323481|53478079|53478747|53479639,,1,,2.7.1.32|2.7.1.82|2.7.7.14|2.7.8.1|2.7.8.2|2.7.8.22|2.7.8.29|4.1.1.65,SMP0015251,SMP0015251,1119|5833|9791|10390|23761,"Phosphatidylethanolamine Biosynthesis PE(18:1(11Z)/22:2(13Z,16Z))",1198881,,,,P35790|P48651|Q99447|Q9UG56|Q9Y6K0,PathBank:SMP0015251,organism_specific,PathBank,10,9606,Homo sapiens (human),http://pathbank.org/view/SMP0015251
Metabolic,280|305|700|1015|1038|5951|5957|6022|6131|6176|123727|644102|6323481|24778901|53478083|53479643,,1,,2.7.1.32|2.7.1.82|2.7.7.14|2.7.8.1|2.7.8.2|2.7.8.22|2.7.8.29|4.1.1.65,SMP0015255,SMP0015255,1119|5833|9791|10390|23761,"Phosphatidylethanolamine Biosynthesis PE(18:1(11Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",1198885,,,,P35790|P48651|Q99447|Q9UG56|Q9Y6K0,PathBank:SMP0015255,organism_specific,PathBank,10,9606,Homo sapiens (human),http://pathbank.org/view/SMP0015255
Metabolic,280|305|700|1015|1038|5951|5957|6022|6131|6176|123727|644102|52922673|52924338|52925434|53478087,,1,,2.7.1.32|2.7.1.82|2.7.7.14|2.7.8.1|2.7.8.2|2.7.8.22|2.7.8.29|4.1.1.65,SMP0015259,SMP0015259,1119|5833|9791|10390|23761,Phosphatidylethanolamine Biosynthesis PE(18:1(9Z)/14:1(9Z)),1198889,,,,P35790|P48651|Q99447|Q9UG56|Q9Y6K0,PathBank:SMP0015259,organism_specific,PathBank,10,9606,Homo sapiens (human),http://pathbank.org/view/SMP0015259
Metabolic,280|305|700|1015|1038|5951|5957|6022|6131|6176|123727|644102|9546755|9547094|24778936|53478090,,1,,2.7.1.32|2.7.1.82|2.7.7.14|2.7.8.1|2.7.8.2|2.7.8.22|2.7.8.29|4.1.1.65,SMP0015263,SMP0015263,1119|5833|9791|10390|23761,Phosphatidylethanolamine Biosynthesis PE(18:1(9Z)/18:0),1198893,,,,P35790|P48651|Q99447|Q9UG56|Q9Y6K0,PathBank:SMP0015263,organism_specific,PathBank,10,9606,Homo sapiens (human),http://pathbank.org/view/SMP0015263
Metabolic,280|305|700|1015|1038|5951|5957|6022|6131|6176|123727|644102|6323481|14275403|52922685|52924344,,1,,2.7.1.32|2.7.1.82|2.7.7.14|2.7.8.1|2.7.8.2|2.7.8.22|2.7.8.29|4.1.1.65,SMP0015267,SMP0015267,1119|5833|9791|10390|23761,"Phosphatidylethanolamine Biosynthesis PE(18:1(9Z)/18:3(6Z,9Z,12Z))",1198897,,,,P35790|P48651|Q99447|Q9UG56|Q9Y6K0,PathBank:SMP0015267,organism_specific,PathBank,10,9606,Homo sapiens (human),http://pathbank.org/view/SMP0015267
Metabolic,280|305|700|1015|1038|5951|5957|6022|6131|6176|123727|644102|6323481|9543756|9546826|52922693,,1,,2.7.1.32|2.7.1.82|2.7.7.14|2.7.8.1|2.7.8.2|2.7.8.22|2.7.8.29|4.1.1.65,SMP0015271,SMP0015271,1119|5833|9791|10390|23761,Phosphatidylethanolamine Biosynthesis PE(18:1(9Z)/20:1(11Z)),1198901,,,,P35790|P48651|Q99447|Q9UG56|Q9Y6K0,PathBank:SMP0015271,organism_specific,PathBank,10,9606,Homo sapiens (human),http://pathbank.org/view/SMP0015271
Metabolic,280|305|700|1015|1038|5951|5957|6022|6131|6176|123727|644102|9543786|24778948|52924897|52925988,,1,,2.7.1.32|2.7.1.82|2.7.7.14|2.7.8.1|2.7.8.2|2.7.8.22|2.7.8.29|4.1.1.65,SMP0015275,SMP0015275,1119|5833|9791|10390|23761,"Phosphatidylethanolamine Biosynthesis PE(18:1(9Z)/20:4(5Z,8Z,11Z,14Z))",1198905,,,,P35790|P48651|Q99447|Q9UG56|Q9Y6K0,PathBank:SMP0015275,organism_specific,PathBank,10,9606,Homo sapiens (human),http://pathbank.org/view/SMP0015275
Metabolic,280|305|700|1015|1038|5951|5957|6022|6131|6176|123727|644102|6323481|9543834|53478769|53479652,,1,,2.7.1.32|2.7.1.82|2.7.7.14|2.7.8.1|2.7.8.2|2.7.8.22|2.7.8.29|4.1.1.65,SMP0015279,SMP0015279,1119|5833|9791|10390|23761,Phosphatidylethanolamine Biosynthesis PE(18:1(9Z)/22:1(13Z)),1198909,,,,P35790|P48651|Q99447|Q9UG56|Q9Y6K0,PathBank:SMP0015279,organism_specific,PathBank,10,9606,Homo sapiens (human),http://pathbank.org/view/SMP0015279
Metabolic,280|305|700|1015|1038|5951|5957|6022|6131|6176|123727|644102|6323481|9543880|53478773|53479654,,1,,2.7.1.32|2.7.1.82|2.7.7.14|2.7.8.1|2.7.8.2|2.7.8.22|2.7.8.29|4.1.1.65,SMP0015283,SMP0015283,1119|5833|9791|10390|23761,"Phosphatidylethanolamine Biosynthesis PE(18:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))",1198913,,,,P35790|P48651|Q99447|Q9UG56|Q9Y6K0,PathBank:SMP0015283,organism_specific,PathBank,10,9606,Homo sapiens (human),http://pathbank.org/view/SMP0015283
Metabolic,280|305|700|1015|1038|5951|5957|6022|6131|6176|123727|644102|52922711|52924356|52925452|53478098,,1,,2.7.1.32|2.7.1.82|2.7.7.14|2.7.8.1|2.7.8.2|2.7.8.22|2.7.8.29|4.1.1.65,SMP0015287,SMP0015287,1119|5833|9791|10390|23761,"Phosphatidylethanolamine Biosynthesis PE(18:2(9Z,12Z)/14:0)",1198917,,,,P35790|P48651|Q99447|Q9UG56|Q9Y6K0,PathBank:SMP0015287,organism_specific,PathBank,10,9606,Homo sapiens (human),http://pathbank.org/view/SMP0015287
Metabolic,280|305|700|1015|1038|5951|5957|6022|6131|6176|123727|644102|52922719|52924360|52925456|53478102,,1,,2.7.1.32|2.7.1.82|2.7.7.14|2.7.8.1|2.7.8.2|2.7.8.22|2.7.8.29|4.1.1.65,SMP0015291,SMP0015291,1119|5833|9791|10390|23761,"Phosphatidylethanolamine Biosynthesis PE(18:2(9Z,12Z)/16:1(9Z))",1198921,,,,P35790|P48651|Q99447|Q9UG56|Q9Y6K0,PathBank:SMP0015291,organism_specific,PathBank,10,9606,Homo sapiens (human),http://pathbank.org/view/SMP0015291
Metabolic,280|305|700|1015|1038|5951|5957|6022|6131|6176|123727|644102|5288075|9543729|9546812|9547086,,1,,2.7.1.32|2.7.1.82|2.7.7.14|2.7.8.1|2.7.8.2|2.7.8.22|2.7.8.29|4.1.1.65,SMP0015295,SMP0015295,1119|5833|9791|10390|23761,"Phosphatidylethanolamine Biosynthesis PE(18:2(9Z,12Z)/18:2(9Z,12Z))",1198925,,,,P35790|P48651|Q99447|Q9UG56|Q9Y6K0,PathBank:SMP0015295,organism_specific,PathBank,10,9606,Homo sapiens (human),http://pathbank.org/view/SMP0015295
Metabolic,280|305|700|1015|1038|5951|5957|6022|6131|6176|123727|644102|6323481|9543755|52922739|52924370,,1,,2.7.1.32|2.7.1.82|2.7.7.14|2.7.8.1|2.7.8.2|2.7.8.22|2.7.8.29|4.1.1.65,SMP0015299,SMP0015299,1119|5833|9791|10390|23761,"Phosphatidylethanolamine Biosynthesis PE(18:2(9Z,12Z)/20:0)",1198929,,,,P35790|P48651|Q99447|Q9UG56|Q9Y6K0,PathBank:SMP0015299,organism_specific,PathBank,10,9606,Homo sapiens (human),http://pathbank.org/view/SMP0015299
Metabolic,280|305|700|1015|1038|5951|5957|6022|6131|6176|123727|644102|9543785|52922745|52924373|52925469,,1,,2.7.1.32|2.7.1.82|2.7.7.14|2.7.8.1|2.7.8.2|2.7.8.22|2.7.8.29|4.1.1.65,SMP0015303,SMP0015303,1119|5833|9791|10390|23761,"Phosphatidylethanolamine Biosynthesis PE(18:2(9Z,12Z)/20:3(8Z,11Z,14Z))",1198933,,,,P35790|P48651|Q99447|Q9UG56|Q9Y6K0,PathBank:SMP0015303,organism_specific,PathBank,10,9606,Homo sapiens (human),http://pathbank.org/view/SMP0015303
Metabolic,280|305|700|1015|1038|5951|5957|6022|6131|6176|123727|644102|6323481|9543833|52922751|52924376,,1,,2.7.1.32|2.7.1.82|2.7.7.14|2.7.8.1|2.7.8.2|2.7.8.22|2.7.8.29|4.1.1.65,SMP0015307,SMP0015307,1119|5833|9791|10390|23761,"Phosphatidylethanolamine Biosynthesis PE(18:2(9Z,12Z)/22:0)",1198937,,,,P35790|P48651|Q99447|Q9UG56|Q9Y6K0,PathBank:SMP0015307,organism_specific,PathBank,10,9606,Homo sapiens (human),http://pathbank.org/view/SMP0015307
Metabolic,280|305|700|1015|1038|5951|5957|6022|6131|6176|123727|644102|6323481|24778982|53478109|53479665,,1,,2.7.1.32|2.7.1.82|2.7.7.14|2.7.8.1|2.7.8.2|2.7.8.22|2.7.8.29|4.1.1.65,SMP0015311,SMP0015311,1119|5833|9791|10390|23761,"Phosphatidylethanolamine Biosynthesis PE(18:2(9Z,12Z)/22:5(4Z,7Z,10Z,13Z,16Z))",1198941,,,,P35790|P48651|Q99447|Q9UG56|Q9Y6K0,PathBank:SMP0015311,organism_specific,PathBank,10,9606,Homo sapiens (human),http://pathbank.org/view/SMP0015311
Metabolic,280|305|700|1015|1038|5951|5957|6022|6131|6176|123727|644102|6323481|53478111|53478797|53479668,,1,,2.7.1.32|2.7.1.82|2.7.7.14|2.7.8.1|2.7.8.2|2.7.8.22|2.7.8.29|4.1.1.65,SMP0015315,SMP0015315,1119|5833|9791|10390|23761,"Phosphatidylethanolamine Biosynthesis PE(18:2(9Z,12Z)/24:1(15Z))",1198945,,,,P35790|P48651|Q99447|Q9UG56|Q9Y6K0,PathBank:SMP0015315,organism_specific,PathBank,10,9606,Homo sapiens (human),http://pathbank.org/view/SMP0015315
Metabolic,280|305|700|1015|1038|5951|5957|6022|6131|6176|123727|644102|6323481|52922771|52924386|53478115,,1,,2.7.1.32|2.7.1.82|2.7.7.14|2.7.8.1|2.7.8.2|2.7.8.22|2.7.8.29|4.1.1.65,SMP0015319,SMP0015319,1119|5833|9791|10390|23761,"Phosphatidylethanolamine Biosynthesis PE(18:3(6Z,9Z,12Z)/16:0)",1198949,,,,P35790|P48651|Q99447|Q9UG56|Q9Y6K0,PathBank:SMP0015319,organism_specific,PathBank,10,9606,Homo sapiens (human),http://pathbank.org/view/SMP0015319
Metabolic,280|305|700|1015|1038|5951|5957|6022|6131|6176|123727|644102|6323481|52922783|52924392|53478119,,1,,2.7.1.32|2.7.1.82|2.7.7.14|2.7.8.1|2.7.8.2|2.7.8.22|2.7.8.29|4.1.1.65,SMP0015323,SMP0015323,1119|5833|9791|10390|23761,"Phosphatidylethanolamine Biosynthesis PE(18:3(6Z,9Z,12Z)/18:1(9Z))",1198953,,,,P35790|P48651|Q99447|Q9UG56|Q9Y6K0,PathBank:SMP0015323,organism_specific,PathBank,10,9606,Homo sapiens (human),http://pathbank.org/view/SMP0015323
Metabolic,280|305|700|1015|1038|5951|5957|6022|6131|6176|123727|644102|6323481|52922791|52924396|53478122,,1,,2.7.1.32|2.7.1.82|2.7.7.14|2.7.8.1|2.7.8.2|2.7.8.22|2.7.8.29|4.1.1.65,SMP0015327,SMP0015327,1119|5833|9791|10390|23761,"Phosphatidylethanolamine Biosynthesis PE(18:3(6Z,9Z,12Z)/18:4(6Z,9Z,12Z,15Z))",1198957,,,,P35790|P48651|Q99447|Q9UG56|Q9Y6K0,PathBank:SMP0015327,organism_specific,PathBank,10,9606,Homo sapiens (human),http://pathbank.org/view/SMP0015327
Metabolic,280|305|700|1015|1038|5951|5957|6022|6131|6176|123727|644102|6323481|53478126|53478809|53479674,,1,,2.7.1.32|2.7.1.82|2.7.7.14|2.7.8.1|2.7.8.2|2.7.8.22|2.7.8.29|4.1.1.65,SMP0015331,SMP0015331,1119|5833|9791|10390|23761,"Phosphatidylethanolamine Biosynthesis PE(18:3(6Z,9Z,12Z)/20:3(5Z,8Z,11Z))",1198961,,,,P35790|P48651|Q99447|Q9UG56|Q9Y6K0,PathBank:SMP0015331,organism_specific,PathBank,10,9606,Homo sapiens (human),http://pathbank.org/view/SMP0015331
Metabolic,280|305|700|1015|1038|5951|5957|6022|6131|6176|123727|644102|6323481|52922807|52924404|53478130,,1,,2.7.1.32|2.7.1.82|2.7.7.14|2.7.8.1|2.7.8.2|2.7.8.22|2.7.8.29|4.1.1.65,SMP0015335,SMP0015335,1119|5833|9791|10390|23761,"Phosphatidylethanolamine Biosynthesis PE(18:3(6Z,9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z))",1198965,,,,P35790|P48651|Q99447|Q9UG56|Q9Y6K0,PathBank:SMP0015335,organism_specific,PathBank,10,9606,Homo sapiens (human),http://pathbank.org/view/SMP0015335
Metabolic,280|305|700|1015|1038|5951|5957|6022|6131|6176|123727|644102|6323481|52922817|52924409|53478134,,1,,2.7.1.32|2.7.1.82|2.7.7.14|2.7.8.1|2.7.8.2|2.7.8.22|2.7.8.29|4.1.1.65,SMP0015339,SMP0015339,1119|5833|9791|10390|23761,"Phosphatidylethanolamine Biosynthesis PE(18:3(6Z,9Z,12Z)/22:4(7Z,10Z,13Z,16Z))",1198969,,,,P35790|P48651|Q99447|Q9UG56|Q9Y6K0,PathBank:SMP0015339,organism_specific,PathBank,10,9606,Homo sapiens (human),http://pathbank.org/view/SMP0015339
Metabolic,280|305|700|1015|1038|5951|5957|6022|6131|6176|123727|644102|6323481|53478138|53478819|53479679,,1,,2.7.1.32|2.7.1.82|2.7.7.14|2.7.8.1|2.7.8.2|2.7.8.22|2.7.8.29|4.1.1.65,SMP0015343,SMP0015343,1119|5833|9791|10390|23761,"Phosphatidylethanolamine Biosynthesis PE(18:3(6Z,9Z,12Z)/24:0)",1198973,,,,P35790|P48651|Q99447|Q9UG56|Q9Y6K0,PathBank:SMP0015343,organism_specific,PathBank,10,9606,Homo sapiens (human),http://pathbank.org/view/SMP0015343
Metabolic,280|305|700|1015|1038|5951|5957|6022|6131|6176|123727|644102|6323481|52922829|52924415|53478142,,1,,2.7.1.32|2.7.1.82|2.7.7.14|2.7.8.1|2.7.8.2|2.7.8.22|2.7.8.29|4.1.1.65,SMP0015347,SMP0015347,1119|5833|9791|10390|23761,"Phosphatidylethanolamine Biosynthesis PE(18:3(9Z,12Z,15Z)/15:0)",1198977,,,,P35790|P48651|Q99447|Q9UG56|Q9Y6K0,PathBank:SMP0015347,organism_specific,PathBank,10,9606,Homo sapiens (human),http://pathbank.org/view/SMP0015347
Metabolic,280|305|700|1015|1038|5951|5957|6022|6131|6176|123727|644102|6323481|53478146|53478831|53479685,,1,,2.7.1.32|2.7.1.82|2.7.7.14|2.7.8.1|2.7.8.2|2.7.8.22|2.7.8.29|4.1.1.65,SMP0015351,SMP0015351,1119|5833|9791|10390|23761,"Phosphatidylethanolamine Biosynthesis PE(18:3(9Z,12Z,15Z)/18:1(11Z))",1198981,,,,P35790|P48651|Q99447|Q9UG56|Q9Y6K0,PathBank:SMP0015351,organism_specific,PathBank,10,9606,Homo sapiens (human),http://pathbank.org/view/SMP0015351
Metabolic,280|305|700|1015|1038|5951|5957|6022|6131|6176|123727|644102|9543745|24778990|52924890|52926081,,1,,2.7.1.32|2.7.1.82|2.7.7.14|2.7.8.1|2.7.8.2|2.7.8.22|2.7.8.29|4.1.1.65,SMP0015355,SMP0015355,1119|5833|9791|10390|23761,"Phosphatidylethanolamine Biosynthesis PE(18:3(9Z,12Z,15Z)/18:3(9Z,12Z,15Z))",1198985,,,,P35790|P48651|Q99447|Q9UG56|Q9Y6K0,PathBank:SMP0015355,organism_specific,PathBank,10,9606,Homo sapiens (human),http://pathbank.org/view/SMP0015355
Metabolic,280|305|700|1015|1038|5951|5957|6022|6131|6176|123727|644102|6323481|9543784|52922859|52924429,,1,,2.7.1.32|2.7.1.82|2.7.7.14|2.7.8.1|2.7.8.2|2.7.8.22|2.7.8.29|4.1.1.65,SMP0015359,SMP0015359,1119|5833|9791|10390|23761,"Phosphatidylethanolamine Biosynthesis PE(18:3(9Z,12Z,15Z)/20:2(11Z,14Z))",1198989,,,,P35790|P48651|Q99447|Q9UG56|Q9Y6K0,PathBank:SMP0015359,organism_specific,PathBank,10,9606,Homo sapiens (human),http://pathbank.org/view/SMP0015359
Metabolic,280|305|700|1015|1038|5951|5957|6022|6131|6176|123727|644102|6323481|53478152|53478835|53479687,,1,,2.7.1.32|2.7.1.82|2.7.7.14|2.7.8.1|2.7.8.2|2.7.8.22|2.7.8.29|4.1.1.65,SMP0015363,SMP0015363,1119|5833|9791|10390|23761,"Phosphatidylethanolamine Biosynthesis PE(18:3(9Z,12Z,15Z)/20:4(8Z,11Z,14Z,17Z))",1198993,,,,P35790|P48651|Q99447|Q9UG56|Q9Y6K0,PathBank:SMP0015363,organism_specific,PathBank,10,9606,Homo sapiens (human),http://pathbank.org/view/SMP0015363
Metabolic,280|305|700|1015|1038|5951|5957|6022|6131|6176|123727|644102|6323481|9543878|52922873|52924436,,1,,2.7.1.32|2.7.1.82|2.7.7.14|2.7.8.1|2.7.8.2|2.7.8.22|2.7.8.29|4.1.1.65,SMP0015367,SMP0015367,1119|5833|9791|10390|23761,"Phosphatidylethanolamine Biosynthesis PE(18:3(9Z,12Z,15Z)/22:2(13Z,16Z))",1198997,,,,P35790|P48651|Q99447|Q9UG56|Q9Y6K0,PathBank:SMP0015367,organism_specific,PathBank,10,9606,Homo sapiens (human),http://pathbank.org/view/SMP0015367
Metabolic,280|305|700|1015|1038|5951|5957|6022|6131|6176|123727|644102|9543907|52922877|52924438|52925534,,1,,2.7.1.32|2.7.1.82|2.7.7.14|2.7.8.1|2.7.8.2|2.7.8.22|2.7.8.29|4.1.1.65,SMP0015371,SMP0015371,1119|5833|9791|10390|23761,"Phosphatidylethanolamine Biosynthesis PE(18:3(9Z,12Z,15Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",1199001,,,,P35790|P48651|Q99447|Q9UG56|Q9Y6K0,PathBank:SMP0015371,organism_specific,PathBank,10,9606,Homo sapiens (human),http://pathbank.org/view/SMP0015371
Metabolic,280|305|700|1015|1038|5951|5957|6022|6131|6176|123727|644102|6323481|52922885|52924442|53478157,,1,,2.7.1.32|2.7.1.82|2.7.7.14|2.7.8.1|2.7.8.2|2.7.8.22|2.7.8.29|4.1.1.65,SMP0015375,SMP0015375,1119|5833|9791|10390|23761,"Phosphatidylethanolamine Biosynthesis PE(18:4(6Z,9Z,12Z,15Z)/14:1(9Z))",1199005,,,,P35790|P48651|Q99447|Q9UG56|Q9Y6K0,PathBank:SMP0015375,organism_specific,PathBank,10,9606,Homo sapiens (human),http://pathbank.org/view/SMP0015375
Metabolic,280|305|700|1015|1038|5951|5957|6022|6131|6176|123727|644102|6323481|52922901|52924450|53478161,,1,,2.7.1.32|2.7.1.82|2.7.7.14|2.7.8.1|2.7.8.2|2.7.8.22|2.7.8.29|4.1.1.65,SMP0015379,SMP0015379,1119|5833|9791|10390|23761,"Phosphatidylethanolamine Biosynthesis PE(18:4(6Z,9Z,12Z,15Z)/18:0)",1199009,,,,P35790|P48651|Q99447|Q9UG56|Q9Y6K0,PathBank:SMP0015379,organism_specific,PathBank,10,9606,Homo sapiens (human),http://pathbank.org/view/SMP0015379
Metabolic,280|305|700|1015|1038|5951|5957|6022|6131|6176|123727|644102|6323481|52922907|52924453|53478165,,1,,2.7.1.32|2.7.1.82|2.7.7.14|2.7.8.1|2.7.8.2|2.7.8.22|2.7.8.29|4.1.1.65,SMP0015383,SMP0015383,1119|5833|9791|10390|23761,"Phosphatidylethanolamine Biosynthesis PE(18:4(6Z,9Z,12Z,15Z)/18:3(6Z,9Z,12Z))",1199013,,,,P35790|P48651|Q99447|Q9UG56|Q9Y6K0,PathBank:SMP0015383,organism_specific,PathBank,10,9606,Homo sapiens (human),http://pathbank.org/view/SMP0015383
Metabolic,280|305|700|1015|1038|5951|5957|6022|6131|6176|123727|644102|6323481|52922919|52924459|53478169,,1,,2.7.1.32|2.7.1.82|2.7.7.14|2.7.8.1|2.7.8.2|2.7.8.22|2.7.8.29|4.1.1.65,SMP0015387,SMP0015387,1119|5833|9791|10390|23761,"Phosphatidylethanolamine Biosynthesis PE(18:4(6Z,9Z,12Z,15Z)/20:1(11Z))",1199017,,,,P35790|P48651|Q99447|Q9UG56|Q9Y6K0,PathBank:SMP0015387,organism_specific,PathBank,10,9606,Homo sapiens (human),http://pathbank.org/view/SMP0015387
Metabolic,280|305|700|1015|1038|5951|5957|6022|6131|6176|123727|644102|6323481|52922925|52924462|53478173,,1,,2.7.1.32|2.7.1.82|2.7.7.14|2.7.8.1|2.7.8.2|2.7.8.22|2.7.8.29|4.1.1.65,SMP0015391,SMP0015391,1119|5833|9791|10390|23761,"Phosphatidylethanolamine Biosynthesis PE(18:4(6Z,9Z,12Z,15Z)/20:4(5Z,8Z,11Z,14Z))",1199021,,,,P35790|P48651|Q99447|Q9UG56|Q9Y6K0,PathBank:SMP0015391,organism_specific,PathBank,10,9606,Homo sapiens (human),http://pathbank.org/view/SMP0015391
Metabolic,280|305|700|1015|1038|5951|5957|6022|6131|6176|123727|644102|6323481|53478177|53478861|53479700,,1,,2.7.1.32|2.7.1.82|2.7.7.14|2.7.8.1|2.7.8.2|2.7.8.22|2.7.8.29|4.1.1.65,SMP0015395,SMP0015395,1119|5833|9791|10390|23761,"Phosphatidylethanolamine Biosynthesis PE(18:4(6Z,9Z,12Z,15Z)/22:1(13Z))",1199025,,,,P35790|P48651|Q99447|Q9UG56|Q9Y6K0,PathBank:SMP0015395,organism_specific,PathBank,10,9606,Homo sapiens (human),http://pathbank.org/view/SMP0015395
Metabolic,280|305|700|1015|1038|5951|5957|6022|6131|6176|123727|644102|6323481|53478181|53478865|53479702,,1,,2.7.1.32|2.7.1.82|2.7.7.14|2.7.8.1|2.7.8.2|2.7.8.22|2.7.8.29|4.1.1.65,SMP0015399,SMP0015399,1119|5833|9791|10390|23761,"Phosphatidylethanolamine Biosynthesis PE(18:4(6Z,9Z,12Z,15Z)/22:5(7Z,10Z,13Z,16Z,19Z))",1199029,,,,P35790|P48651|Q99447|Q9UG56|Q9Y6K0,PathBank:SMP0015399,organism_specific,PathBank,10,9606,Homo sapiens (human),http://pathbank.org/view/SMP0015399
Metabolic,280|305|700|1015|1038|5951|5957|6022|6131|6176|123727|644102|6323481|24779028|52924881|53478185,,1,,2.7.1.32|2.7.1.82|2.7.7.14|2.7.8.1|2.7.8.2|2.7.8.22|2.7.8.29|4.1.1.65,SMP0015403,SMP0015403,1119|5833|9791|10390|23761,Phosphatidylethanolamine Biosynthesis PE(20:0/14:0),1199033,,,,P35790|P48651|Q99447|Q9UG56|Q9Y6K0,PathBank:SMP0015403,organism_specific,PathBank,10,9606,Homo sapiens (human),http://pathbank.org/view/SMP0015403
Metabolic,280|305|700|1015|1038|5951|5957|6022|6131|6176|123727|644102|6323481|52923059|52924528|53478189,,1,,2.7.1.32|2.7.1.82|2.7.7.14|2.7.8.1|2.7.8.2|2.7.8.22|2.7.8.29|4.1.1.65,SMP0015407,SMP0015407,1119|5833|9791|10390|23761,Phosphatidylethanolamine Biosynthesis PE(20:0/16:1(9Z)),1199037,,,,P35790|P48651|Q99447|Q9UG56|Q9Y6K0,PathBank:SMP0015407,organism_specific,PathBank,10,9606,Homo sapiens (human),http://pathbank.org/view/SMP0015407
Metabolic,280|305|700|1015|1038|5951|5957|6022|6131|6176|123727|644102|6323481|9546825|24779263|53478192,,1,,2.7.1.32|2.7.1.82|2.7.7.14|2.7.8.1|2.7.8.2|2.7.8.22|2.7.8.29|4.1.1.65,SMP0015411,SMP0015411,1119|5833|9791|10390|23761,"Phosphatidylethanolamine Biosynthesis PE(20:0/18:2(9Z,12Z))",1199041,,,,P35790|P48651|Q99447|Q9UG56|Q9Y6K0,PathBank:SMP0015411,organism_specific,PathBank,10,9606,Homo sapiens (human),http://pathbank.org/view/SMP0015411
Metabolic,280|305|700|1015|1038|5951|5957|6022|6131|6176|123727|644102|6323481|9543782|22880141|52924879,,1,,2.7.1.32|2.7.1.82|2.7.7.14|2.7.8.1|2.7.8.2|2.7.8.22|2.7.8.29|4.1.1.65,SMP0015415,SMP0015415,1119|5833|9791|10390|23761,Phosphatidylethanolamine Biosynthesis PE(20:0/20:0),1199045,,,,P35790|P48651|Q99447|Q9UG56|Q9Y6K0,PathBank:SMP0015415,organism_specific,PathBank,10,9606,Homo sapiens (human),http://pathbank.org/view/SMP0015415
Metabolic,280|305|700|1015|1038|5951|5957|6022|6131|6176|123727|644102|6323481|9543817|52923077|52924536,,1,,2.7.1.32|2.7.1.82|2.7.7.14|2.7.8.1|2.7.8.2|2.7.8.22|2.7.8.29|4.1.1.65,SMP0015419,SMP0015419,1119|5833|9791|10390|23761,"Phosphatidylethanolamine Biosynthesis PE(20:0/20:3(8Z,11Z,14Z))",1199049,,,,P35790|P48651|Q99447|Q9UG56|Q9Y6K0,PathBank:SMP0015419,organism_specific,PathBank,10,9606,Homo sapiens (human),http://pathbank.org/view/SMP0015419
