action,actname,actvalue,cid,citations,cmpdname,dois,dsn,evids,evurls,geneid,genename,pclids,pmcids,pmids,protacxn,protname,srccmpd,srccmpdname,srccmpdurl,srctarget,srctargetname,srctargeturl,taxid,taxname
"3-methyladenine inhibits the reaction [caffeine inhibits the reaction [2,2'-azobis(2-amidinopropane) results in increased phosphorylation of TP53 protein]]|caffeine inhibits the reaction [2,2'-azobis(2-amidinopropane) results in increased phosphorylation of TP53 protein]|sirt3 protein promotes the reaction [caffeine inhibits the reaction [2,2'-azobis(2-amidinopropane) results in increased phosphorylation of TP53 protein]]|2-(4-(2-carboxyethyl)phenethylamino)-5'-N-ethylcarboxamidoadenosine inhibits the reaction [caffeine inhibits the reaction [2,2'-azobis(2-amidinopropane) results in increased phosphorylation of TP53 protein]]|sirolimus promotes the reaction [caffeine inhibits the reaction [2,2'-azobis(2-amidinopropane) results in increased phosphorylation of TP53 protein]]",,,2519,"Li YF, Ouyang SH, Tu LF, Wang X, Yuan WL, Wang GE, Wu YP, Duan WJ, Yu HM, Fang ZZ, Kurihara H, Zhang Y, He RR. Caffeine Protects Skin from Oxidative Stress-Induced Senescence through the Activation of Autophagy. Theranostics. 2018;8(20):5713–30. PMID: 30555576; PMCID: PMC6276298.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:30555576,https://www.ncbi.nlm.nih.gov/pubmed/30555576,7157,TP53,25747061,PMC6276298,30555576,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,7157,TP53,https://ctdbase.org/detail.go?type=gene&acc=7157,9606,Homo sapiens (human)
Caffeine inhibits the reaction [decitabine results in increased expression of TP53 protein]|caffeine inhibits the reaction [cytarabine results in increased phosphorylation of TP53 protein]|caffeine inhibits the reaction [cytarabine results in increased expression of TP53 protein],,,2519,"Wang H, Zhao Y, Li L, McNutt MA, Wu L, Lu S, Yu Y, Zhou W, Feng J, Chai G, Yang Y, Zhu W. An ATM- and Rad3-related (ATR) Signaling Pathway and a Phosphorylation-Acetylation Cascade Are Involved in Activation of p53/p21Waf1/Cip1 in Response to 5-Aza-2'-deoxycytidine Treatment. Journal of Biological Chemistry. 2008 Feb;283(5):2564–74. doi: 10.1074/jbc.m702454200.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:17977830,https://www.ncbi.nlm.nih.gov/pubmed/17977830,7157,TP53,29505257,,17977830,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,7157,TP53,https://ctdbase.org/detail.go?type=gene&acc=7157,9606,Homo sapiens (human)
Caffeine inhibits the reaction [kaempferol results in increased phosphorylation of TP53 protein],,,2519,"Li W, Du B, Wang T, Wang S, Zhang J. Kaempferol induces apoptosis in human HCT116 colon cancer cells via the Ataxia-Telangiectasia Mutated-p53 pathway with the involvement of p53 Upregulated Modulator of Apoptosis. Chem Biol Interact. 2009 Jan 27;177(2):121–7. doi: 10.1016/j.cbi.2008.10.048. PMID: 19028473.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:19028473,https://www.ncbi.nlm.nih.gov/pubmed/19028473,7157,TP53,363385,,19028473,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,7157,TP53,https://ctdbase.org/detail.go?type=gene&acc=7157,9606,Homo sapiens (human)
Caffeine inhibits the reaction [silybin results in increased phosphorylation of TP53 protein],,,2519,"Tyagi A, Singh RP, Agarwal C, Agarwal R. Silibinin activates p53-caspase 2 pathway and causes caspase-mediated cleavage of Cip1/p21 in apoptosis induction in bladder transitional-cell papilloma RT4 cells: evidence for a regulatory loop between p53 and caspase 2. Carcinogenesis. 2006 Nov;27(11):2269–80. doi: 10.1093/carcin/bgl098. PMID: 16777994.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:16777994,https://www.ncbi.nlm.nih.gov/pubmed/16777994,7157,TP53,9245942,,16777994,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,7157,TP53,https://ctdbase.org/detail.go?type=gene&acc=7157,9606,Homo sapiens (human)
Caffeine affects the phosphorylation of TP53BP1 protein,,,2519,"Zhang Z, Zhang Y, Li Y, Jiang S, Xu F, Li K, Chang L, Gao H, Kukic P, Carmichael PL, Liddell M, Li J, Zhang Q, Lyu Z, Peng S, Zuo T, Tulum L, Xu P. Quantitative phosphoproteomics reveal cellular responses from caffeine, coumarin and quercetin in treated HepG2 cells. Toxicol Appl Pharmacol. 2022 Aug 15;449():116110. doi: 10.1016/j.taap.2022.116110. PMID: 35688186.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:35688186,https://www.ncbi.nlm.nih.gov/pubmed/35688186,7158,TP53BP1,34251403,,35688186,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,7158,TP53BP1,https://ctdbase.org/detail.go?type=gene&acc=7158,9606,Homo sapiens (human)
"Caffeine inhibits the reaction [1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine results in increased expression of TPH2 mrna]|[caffeine co-treated with 1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine] results in increased expression of TPH2 mRNA",,,2519,"Singh K, Singh S, Singhal NK, Sharma A, Parmar D, Singh MP. Nicotine- and caffeine-mediated changes in gene expression patterns of MPTP-lesioned mouse striatum: Implications in neuroprotection mechanism. Chem Biol Interact. 2010 Apr 29;185(2):81–93. doi: 10.1016/j.cbi.2010.03.015. PMID: 20230807.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:20230807,https://www.ncbi.nlm.nih.gov/pubmed/20230807,121278,TPH2,6562262,,20230807,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,121278,TPH2,https://ctdbase.org/detail.go?type=gene&acc=121278,10090,Mus musculus (house mouse)
Caffeine affects the phosphorylation of TPR protein,,,2519,"Zhang Z, Zhang Y, Li Y, Jiang S, Xu F, Li K, Chang L, Gao H, Kukic P, Carmichael PL, Liddell M, Li J, Zhang Q, Lyu Z, Peng S, Zuo T, Tulum L, Xu P. Quantitative phosphoproteomics reveal cellular responses from caffeine, coumarin and quercetin in treated HepG2 cells. Toxicol Appl Pharmacol. 2022 Aug 15;449():116110. doi: 10.1016/j.taap.2022.116110. PMID: 35688186.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:35688186,https://www.ncbi.nlm.nih.gov/pubmed/35688186,7175,TPR,34251403,,35688186,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,7175,TPR,https://ctdbase.org/detail.go?type=gene&acc=7175,9606,Homo sapiens (human)
Caffeine results in increased phosphorylation of TRAF7 protein,,,2519,"Zhang Z, Zhang Y, Li Y, Jiang S, Xu F, Li K, Chang L, Gao H, Kukic P, Carmichael PL, Liddell M, Li J, Zhang Q, Lyu Z, Peng S, Zuo T, Tulum L, Xu P. Quantitative phosphoproteomics reveal cellular responses from caffeine, coumarin and quercetin in treated HepG2 cells. Toxicol Appl Pharmacol. 2022 Aug 15;449():116110. doi: 10.1016/j.taap.2022.116110. PMID: 35688186.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:35688186,https://www.ncbi.nlm.nih.gov/pubmed/35688186,84231,TRAF7,34251403,,35688186,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,84231,TRAF7,https://ctdbase.org/detail.go?type=gene&acc=84231,9606,Homo sapiens (human)
Caffeine results in decreased phosphorylation of TRAPPC14 protein,,,2519,"Zhang Z, Zhang Y, Li Y, Jiang S, Xu F, Li K, Chang L, Gao H, Kukic P, Carmichael PL, Liddell M, Li J, Zhang Q, Lyu Z, Peng S, Zuo T, Tulum L, Xu P. Quantitative phosphoproteomics reveal cellular responses from caffeine, coumarin and quercetin in treated HepG2 cells. Toxicol Appl Pharmacol. 2022 Aug 15;449():116110. doi: 10.1016/j.taap.2022.116110. PMID: 35688186.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:35688186,https://www.ncbi.nlm.nih.gov/pubmed/35688186,55262,TRAPPC14,34251403,,35688186,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,55262,TRAPPC14,https://ctdbase.org/detail.go?type=gene&acc=55262,9606,Homo sapiens (human)
Caffeine results in decreased phosphorylation of TRIM24 protein,,,2519,"Zhang Z, Zhang Y, Li Y, Jiang S, Xu F, Li K, Chang L, Gao H, Kukic P, Carmichael PL, Liddell M, Li J, Zhang Q, Lyu Z, Peng S, Zuo T, Tulum L, Xu P. Quantitative phosphoproteomics reveal cellular responses from caffeine, coumarin and quercetin in treated HepG2 cells. Toxicol Appl Pharmacol. 2022 Aug 15;449():116110. doi: 10.1016/j.taap.2022.116110. PMID: 35688186.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:35688186,https://www.ncbi.nlm.nih.gov/pubmed/35688186,8805,TRIM24,34251403,,35688186,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,8805,TRIM24,https://ctdbase.org/detail.go?type=gene&acc=8805,9606,Homo sapiens (human)
Caffeine results in decreased expression of TRIM28 protein,,,2519,"Chanthick C, Thongboonkerd V. Comparative proteomics reveals concordant and discordant biochemical effects of caffeine versus epigallocatechin-3-gallate in human endothelial cells. Toxicol Appl Pharmacol. 2019 Sep 01;378():114621. doi: 10.1016/j.taap.2019.114621. PMID: 31195006.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:31195006,https://www.ncbi.nlm.nih.gov/pubmed/31195006,10155,TRIM28,14230541,,31195006,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,10155,TRIM28,https://ctdbase.org/detail.go?type=gene&acc=10155,9606,Homo sapiens (human)
Caffeine affects the phosphorylation of TRIM37 protein,,,2519,"Zhang Z, Zhang Y, Li Y, Jiang S, Xu F, Li K, Chang L, Gao H, Kukic P, Carmichael PL, Liddell M, Li J, Zhang Q, Lyu Z, Peng S, Zuo T, Tulum L, Xu P. Quantitative phosphoproteomics reveal cellular responses from caffeine, coumarin and quercetin in treated HepG2 cells. Toxicol Appl Pharmacol. 2022 Aug 15;449():116110. doi: 10.1016/j.taap.2022.116110. PMID: 35688186.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:35688186,https://www.ncbi.nlm.nih.gov/pubmed/35688186,4591,TRIM37,34251403,,35688186,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,4591,TRIM37,https://ctdbase.org/detail.go?type=gene&acc=4591,9606,Homo sapiens (human)
Caffeine affects the phosphorylation of TRIO protein,,,2519,"Zhang Z, Zhang Y, Li Y, Jiang S, Xu F, Li K, Chang L, Gao H, Kukic P, Carmichael PL, Liddell M, Li J, Zhang Q, Lyu Z, Peng S, Zuo T, Tulum L, Xu P. Quantitative phosphoproteomics reveal cellular responses from caffeine, coumarin and quercetin in treated HepG2 cells. Toxicol Appl Pharmacol. 2022 Aug 15;449():116110. doi: 10.1016/j.taap.2022.116110. PMID: 35688186.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:35688186,https://www.ncbi.nlm.nih.gov/pubmed/35688186,7204,TRIO,34251403,,35688186,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,7204,TRIO,https://ctdbase.org/detail.go?type=gene&acc=7204,9606,Homo sapiens (human)
Caffeine results in decreased phosphorylation of TRIOBP protein,,,2519,"Zhang Z, Zhang Y, Li Y, Jiang S, Xu F, Li K, Chang L, Gao H, Kukic P, Carmichael PL, Liddell M, Li J, Zhang Q, Lyu Z, Peng S, Zuo T, Tulum L, Xu P. Quantitative phosphoproteomics reveal cellular responses from caffeine, coumarin and quercetin in treated HepG2 cells. Toxicol Appl Pharmacol. 2022 Aug 15;449():116110. doi: 10.1016/j.taap.2022.116110. PMID: 35688186.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:35688186,https://www.ncbi.nlm.nih.gov/pubmed/35688186,11078,TRIOBP,34251403,,35688186,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,11078,TRIOBP,https://ctdbase.org/detail.go?type=gene&acc=11078,9606,Homo sapiens (human)
Caffeine results in decreased phosphorylation of TRIT1 protein,,,2519,"Zhang Z, Zhang Y, Li Y, Jiang S, Xu F, Li K, Chang L, Gao H, Kukic P, Carmichael PL, Liddell M, Li J, Zhang Q, Lyu Z, Peng S, Zuo T, Tulum L, Xu P. Quantitative phosphoproteomics reveal cellular responses from caffeine, coumarin and quercetin in treated HepG2 cells. Toxicol Appl Pharmacol. 2022 Aug 15;449():116110. doi: 10.1016/j.taap.2022.116110. PMID: 35688186.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:35688186,https://www.ncbi.nlm.nih.gov/pubmed/35688186,54802,TRIT1,34251403,,35688186,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,54802,TRIT1,https://ctdbase.org/detail.go?type=gene&acc=54802,9606,Homo sapiens (human)
Caffeine results in decreased phosphorylation of TROAP protein,,,2519,"Zhang Z, Zhang Y, Li Y, Jiang S, Xu F, Li K, Chang L, Gao H, Kukic P, Carmichael PL, Liddell M, Li J, Zhang Q, Lyu Z, Peng S, Zuo T, Tulum L, Xu P. Quantitative phosphoproteomics reveal cellular responses from caffeine, coumarin and quercetin in treated HepG2 cells. Toxicol Appl Pharmacol. 2022 Aug 15;449():116110. doi: 10.1016/j.taap.2022.116110. PMID: 35688186.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:35688186,https://www.ncbi.nlm.nih.gov/pubmed/35688186,10024,TROAP,34251403,,35688186,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,10024,TROAP,https://ctdbase.org/detail.go?type=gene&acc=10024,9606,Homo sapiens (human)
TRPC3 protein affects the reaction [caffeine results in increased activity of RYR1 protein],,,2519,"Lee EH, Cherednichenko G, Pessah IN, Allen PD. Functional Coupling between TRPC3 and RyR1 Regulates the Expressions of Key Triadic Proteins. Journal of Biological Chemistry. 2006 Apr;281(15):10042–8. doi: 10.1074/jbc.m600981200.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:16484216,https://www.ncbi.nlm.nih.gov/pubmed/16484216,7222,TRPC3,26142443,,16484216,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,7222,TRPC3,https://ctdbase.org/detail.go?type=gene&acc=7222,10090,Mus musculus (house mouse)
Caffeine affects the phosphorylation of TSC1 protein,,,2519,"Zhang Z, Zhang Y, Li Y, Jiang S, Xu F, Li K, Chang L, Gao H, Kukic P, Carmichael PL, Liddell M, Li J, Zhang Q, Lyu Z, Peng S, Zuo T, Tulum L, Xu P. Quantitative phosphoproteomics reveal cellular responses from caffeine, coumarin and quercetin in treated HepG2 cells. Toxicol Appl Pharmacol. 2022 Aug 15;449():116110. doi: 10.1016/j.taap.2022.116110. PMID: 35688186.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:35688186,https://www.ncbi.nlm.nih.gov/pubmed/35688186,7248,TSC1,34251403,,35688186,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,7248,TSC1,https://ctdbase.org/detail.go?type=gene&acc=7248,9606,Homo sapiens (human)
Caffeine results in decreased phosphorylation of TSC22D4 protein,,,2519,"Zhang Z, Zhang Y, Li Y, Jiang S, Xu F, Li K, Chang L, Gao H, Kukic P, Carmichael PL, Liddell M, Li J, Zhang Q, Lyu Z, Peng S, Zuo T, Tulum L, Xu P. Quantitative phosphoproteomics reveal cellular responses from caffeine, coumarin and quercetin in treated HepG2 cells. Toxicol Appl Pharmacol. 2022 Aug 15;449():116110. doi: 10.1016/j.taap.2022.116110. PMID: 35688186.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:35688186,https://www.ncbi.nlm.nih.gov/pubmed/35688186,81628,TSC22D4,34251403,,35688186,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,81628,TSC22D4,https://ctdbase.org/detail.go?type=gene&acc=81628,9606,Homo sapiens (human)
Caffeine results in decreased phosphorylation of TSEN54 protein,,,2519,"Zhang Z, Zhang Y, Li Y, Jiang S, Xu F, Li K, Chang L, Gao H, Kukic P, Carmichael PL, Liddell M, Li J, Zhang Q, Lyu Z, Peng S, Zuo T, Tulum L, Xu P. Quantitative phosphoproteomics reveal cellular responses from caffeine, coumarin and quercetin in treated HepG2 cells. Toxicol Appl Pharmacol. 2022 Aug 15;449():116110. doi: 10.1016/j.taap.2022.116110. PMID: 35688186.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:35688186,https://www.ncbi.nlm.nih.gov/pubmed/35688186,283989,TSEN54,34251403,,35688186,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,283989,TSEN54,https://ctdbase.org/detail.go?type=gene&acc=283989,9606,Homo sapiens (human)
Caffeine results in increased phosphorylation of TTC14 protein,,,2519,"Zhang Z, Zhang Y, Li Y, Jiang S, Xu F, Li K, Chang L, Gao H, Kukic P, Carmichael PL, Liddell M, Li J, Zhang Q, Lyu Z, Peng S, Zuo T, Tulum L, Xu P. Quantitative phosphoproteomics reveal cellular responses from caffeine, coumarin and quercetin in treated HepG2 cells. Toxicol Appl Pharmacol. 2022 Aug 15;449():116110. doi: 10.1016/j.taap.2022.116110. PMID: 35688186.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:35688186,https://www.ncbi.nlm.nih.gov/pubmed/35688186,151613,TTC14,34251403,,35688186,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,151613,TTC14,https://ctdbase.org/detail.go?type=gene&acc=151613,9606,Homo sapiens (human)
Caffeine results in increased phosphorylation of TTLL4 protein,,,2519,"Zhang Z, Zhang Y, Li Y, Jiang S, Xu F, Li K, Chang L, Gao H, Kukic P, Carmichael PL, Liddell M, Li J, Zhang Q, Lyu Z, Peng S, Zuo T, Tulum L, Xu P. Quantitative phosphoproteomics reveal cellular responses from caffeine, coumarin and quercetin in treated HepG2 cells. Toxicol Appl Pharmacol. 2022 Aug 15;449():116110. doi: 10.1016/j.taap.2022.116110. PMID: 35688186.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:35688186,https://www.ncbi.nlm.nih.gov/pubmed/35688186,9654,TTLL4,34251403,,35688186,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,9654,TTLL4,https://ctdbase.org/detail.go?type=gene&acc=9654,9606,Homo sapiens (human)
Caffeine results in decreased phosphorylation of TTYH3 protein,,,2519,"Zhang Z, Zhang Y, Li Y, Jiang S, Xu F, Li K, Chang L, Gao H, Kukic P, Carmichael PL, Liddell M, Li J, Zhang Q, Lyu Z, Peng S, Zuo T, Tulum L, Xu P. Quantitative phosphoproteomics reveal cellular responses from caffeine, coumarin and quercetin in treated HepG2 cells. Toxicol Appl Pharmacol. 2022 Aug 15;449():116110. doi: 10.1016/j.taap.2022.116110. PMID: 35688186.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:35688186,https://www.ncbi.nlm.nih.gov/pubmed/35688186,80727,TTYH3,34251403,,35688186,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,80727,TTYH3,https://ctdbase.org/detail.go?type=gene&acc=80727,9606,Homo sapiens (human)
Caffeine results in decreased phosphorylation of TVP23C protein,,,2519,"Zhang Z, Zhang Y, Li Y, Jiang S, Xu F, Li K, Chang L, Gao H, Kukic P, Carmichael PL, Liddell M, Li J, Zhang Q, Lyu Z, Peng S, Zuo T, Tulum L, Xu P. Quantitative phosphoproteomics reveal cellular responses from caffeine, coumarin and quercetin in treated HepG2 cells. Toxicol Appl Pharmacol. 2022 Aug 15;449():116110. doi: 10.1016/j.taap.2022.116110. PMID: 35688186.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:35688186,https://www.ncbi.nlm.nih.gov/pubmed/35688186,201158,TVP23C,34251403,,35688186,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,201158,TVP23C,https://ctdbase.org/detail.go?type=gene&acc=201158,9606,Homo sapiens (human)
Caffeine results in decreased phosphorylation of TXNDC17 protein,,,2519,"Zhang Z, Zhang Y, Li Y, Jiang S, Xu F, Li K, Chang L, Gao H, Kukic P, Carmichael PL, Liddell M, Li J, Zhang Q, Lyu Z, Peng S, Zuo T, Tulum L, Xu P. Quantitative phosphoproteomics reveal cellular responses from caffeine, coumarin and quercetin in treated HepG2 cells. Toxicol Appl Pharmacol. 2022 Aug 15;449():116110. doi: 10.1016/j.taap.2022.116110. PMID: 35688186.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:35688186,https://www.ncbi.nlm.nih.gov/pubmed/35688186,84817,TXNDC17,34251403,,35688186,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,84817,TXNDC17,https://ctdbase.org/detail.go?type=gene&acc=84817,9606,Homo sapiens (human)
Caffeine results in decreased expression of TYW5 mRNA,,,2519,"Robinson JF, van Beelen VA, Verhoef A, Renkens MF, Luijten M, van Herwijnen MH, Westerman A, Pennings JL, Piersma AH. Embryotoxicant-specific transcriptomic responses in rat postimplantation whole-embryo culture. Toxicol Sci. 2010 Dec;118(2):675–85. doi: 10.1093/toxsci/kfq292. PMID: 20864626.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:20864626,https://www.ncbi.nlm.nih.gov/pubmed/20864626,129450,TYW5,22780097,,20864626,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,129450,TYW5,https://ctdbase.org/detail.go?type=gene&acc=129450,10116,Rattus norvegicus (Norway rat)
Caffeine affects the phosphorylation of UBA1 protein,,,2519,"Zhang Z, Zhang Y, Li Y, Jiang S, Xu F, Li K, Chang L, Gao H, Kukic P, Carmichael PL, Liddell M, Li J, Zhang Q, Lyu Z, Peng S, Zuo T, Tulum L, Xu P. Quantitative phosphoproteomics reveal cellular responses from caffeine, coumarin and quercetin in treated HepG2 cells. Toxicol Appl Pharmacol. 2022 Aug 15;449():116110. doi: 10.1016/j.taap.2022.116110. PMID: 35688186.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:35688186,https://www.ncbi.nlm.nih.gov/pubmed/35688186,7317,UBA1,34251403,,35688186,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,7317,UBA1,https://ctdbase.org/detail.go?type=gene&acc=7317,9606,Homo sapiens (human)
"[caffeine co-treated with 1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine] results in increased expression of UBB mrna|caffeine affects the reaction [1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine results in increased expression of UBB mrna]",,,2519,"Singh K, Singh S, Singhal NK, Sharma A, Parmar D, Singh MP. Nicotine- and caffeine-mediated changes in gene expression patterns of MPTP-lesioned mouse striatum: Implications in neuroprotection mechanism. Chem Biol Interact. 2010 Apr 29;185(2):81–93. doi: 10.1016/j.cbi.2010.03.015. PMID: 20230807.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:20230807,https://www.ncbi.nlm.nih.gov/pubmed/20230807,7314,UBB,6562262,,20230807,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,7314,UBB,https://ctdbase.org/detail.go?type=gene&acc=7314,10090,Mus musculus (house mouse)
Caffeine results in increased phosphorylation of UBE2Z protein,,,2519,"Zhang Z, Zhang Y, Li Y, Jiang S, Xu F, Li K, Chang L, Gao H, Kukic P, Carmichael PL, Liddell M, Li J, Zhang Q, Lyu Z, Peng S, Zuo T, Tulum L, Xu P. Quantitative phosphoproteomics reveal cellular responses from caffeine, coumarin and quercetin in treated HepG2 cells. Toxicol Appl Pharmacol. 2022 Aug 15;449():116110. doi: 10.1016/j.taap.2022.116110. PMID: 35688186.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:35688186,https://www.ncbi.nlm.nih.gov/pubmed/35688186,65264,UBE2Z,34251403,,35688186,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,65264,UBE2Z,https://ctdbase.org/detail.go?type=gene&acc=65264,9606,Homo sapiens (human)
Caffeine results in decreased phosphorylation of UBL4A protein,,,2519,"Zhang Z, Zhang Y, Li Y, Jiang S, Xu F, Li K, Chang L, Gao H, Kukic P, Carmichael PL, Liddell M, Li J, Zhang Q, Lyu Z, Peng S, Zuo T, Tulum L, Xu P. Quantitative phosphoproteomics reveal cellular responses from caffeine, coumarin and quercetin in treated HepG2 cells. Toxicol Appl Pharmacol. 2022 Aug 15;449():116110. doi: 10.1016/j.taap.2022.116110. PMID: 35688186.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:35688186,https://www.ncbi.nlm.nih.gov/pubmed/35688186,8266,UBL4A,34251403,,35688186,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,8266,UBL4A,https://ctdbase.org/detail.go?type=gene&acc=8266,9606,Homo sapiens (human)
Caffeine results in decreased phosphorylation of UBR2 protein,,,2519,"Zhang Z, Zhang Y, Li Y, Jiang S, Xu F, Li K, Chang L, Gao H, Kukic P, Carmichael PL, Liddell M, Li J, Zhang Q, Lyu Z, Peng S, Zuo T, Tulum L, Xu P. Quantitative phosphoproteomics reveal cellular responses from caffeine, coumarin and quercetin in treated HepG2 cells. Toxicol Appl Pharmacol. 2022 Aug 15;449():116110. doi: 10.1016/j.taap.2022.116110. PMID: 35688186.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:35688186,https://www.ncbi.nlm.nih.gov/pubmed/35688186,23304,UBR2,34251403,,35688186,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,23304,UBR2,https://ctdbase.org/detail.go?type=gene&acc=23304,9606,Homo sapiens (human)
Caffeine results in decreased phosphorylation of UBXN2B protein,,,2519,"Zhang Z, Zhang Y, Li Y, Jiang S, Xu F, Li K, Chang L, Gao H, Kukic P, Carmichael PL, Liddell M, Li J, Zhang Q, Lyu Z, Peng S, Zuo T, Tulum L, Xu P. Quantitative phosphoproteomics reveal cellular responses from caffeine, coumarin and quercetin in treated HepG2 cells. Toxicol Appl Pharmacol. 2022 Aug 15;449():116110. doi: 10.1016/j.taap.2022.116110. PMID: 35688186.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:35688186,https://www.ncbi.nlm.nih.gov/pubmed/35688186,137886,UBXN2B,34251403,,35688186,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,137886,UBXN2B,https://ctdbase.org/detail.go?type=gene&acc=137886,9606,Homo sapiens (human)
Caffeine results in increased phosphorylation of UCK1 protein,,,2519,"Zhang Z, Zhang Y, Li Y, Jiang S, Xu F, Li K, Chang L, Gao H, Kukic P, Carmichael PL, Liddell M, Li J, Zhang Q, Lyu Z, Peng S, Zuo T, Tulum L, Xu P. Quantitative phosphoproteomics reveal cellular responses from caffeine, coumarin and quercetin in treated HepG2 cells. Toxicol Appl Pharmacol. 2022 Aug 15;449():116110. doi: 10.1016/j.taap.2022.116110. PMID: 35688186.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:35688186,https://www.ncbi.nlm.nih.gov/pubmed/35688186,83549,UCK1,34251403,,35688186,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,83549,UCK1,https://ctdbase.org/detail.go?type=gene&acc=83549,9606,Homo sapiens (human)
