action,actname,actvalue,cid,citations,cmpdname,dois,dsn,evids,evurls,geneid,genename,pclids,pmcids,pmids,protacxn,protname,srccmpd,srccmpdname,srccmpdurl,srctarget,srctargetname,srctargeturl,taxid,taxname
Caffeine results in decreased phosphorylation of DCAF15 protein,,,2519,"Zhang Z, Zhang Y, Li Y, Jiang S, Xu F, Li K, Chang L, Gao H, Kukic P, Carmichael PL, Liddell M, Li J, Zhang Q, Lyu Z, Peng S, Zuo T, Tulum L, Xu P. Quantitative phosphoproteomics reveal cellular responses from caffeine, coumarin and quercetin in treated HepG2 cells. Toxicol Appl Pharmacol. 2022 Aug 15;449():116110. doi: 10.1016/j.taap.2022.116110. PMID: 35688186.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:35688186,https://www.ncbi.nlm.nih.gov/pubmed/35688186,90379,DCAF15,34251403,,35688186,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,90379,DCAF15,https://ctdbase.org/detail.go?type=gene&acc=90379,9606,Homo sapiens (human)
Caffeine results in increased expression of MAPK1 protein modified form,,,2519,"Saiki S, Sasazawa Y, Imamichi Y, Kawajiri S, Fujimaki T, Tanida I, Kobayashi H, Sato F, Sato S, Ishikawa K, Imoto M, Hattori N. Caffeine induces apoptosis by enhancement of autophagy via PI3K/Akt/mTOR/p70S6K inhibition. Autophagy. 2011 Feb;7(2):176–87. PMID: 21081844; PMCID: PMC3039768.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:21081844,https://www.ncbi.nlm.nih.gov/pubmed/21081844,5594,MAPK1,26891719,PMC3039768,21081844,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,5594,MAPK1,https://ctdbase.org/detail.go?type=gene&acc=5594,9606,Homo sapiens (human)
Caffeine results in increased expression of MAPK15 mRNA,,,2519,"Robinson JF, van Beelen VA, Verhoef A, Renkens MF, Luijten M, van Herwijnen MH, Westerman A, Pennings JL, Piersma AH. Embryotoxicant-specific transcriptomic responses in rat postimplantation whole-embryo culture. Toxicol Sci. 2010 Dec;118(2):675–85. doi: 10.1093/toxsci/kfq292. PMID: 20864626.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:20864626,https://www.ncbi.nlm.nih.gov/pubmed/20864626,225689,MAPK15,22780097,,20864626,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,225689,MAPK15,https://ctdbase.org/detail.go?type=gene&acc=225689,10116,Rattus norvegicus (Norway rat)
Caffeine results in decreased phosphorylation of MAPK3 protein,,,2519,"Lu G, Liao J, Yang G, Reuhl KR, Hao X, Yang CS. Inhibition of adenoma progression to adenocarcinoma in a 4-(methylnitrosamino)-1-(3-pyridyl)-1-butanone-induced lung tumorigenesis model in A/J mice by tea polyphenols and caffeine. Cancer Res. 2006 Dec 01;66(23):11494–501. doi: 10.1158/0008-5472.can-06-1497. PMID: 17145898.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:17145898,https://www.ncbi.nlm.nih.gov/pubmed/17145898,5595,MAPK3,19369649,,17145898,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,5595,MAPK3,https://ctdbase.org/detail.go?type=gene&acc=5595,10090,Mus musculus (house mouse)
Caffeine affects the phosphorylation of DCBLD2 protein,,,2519,"Zhang Z, Zhang Y, Li Y, Jiang S, Xu F, Li K, Chang L, Gao H, Kukic P, Carmichael PL, Liddell M, Li J, Zhang Q, Lyu Z, Peng S, Zuo T, Tulum L, Xu P. Quantitative phosphoproteomics reveal cellular responses from caffeine, coumarin and quercetin in treated HepG2 cells. Toxicol Appl Pharmacol. 2022 Aug 15;449():116110. doi: 10.1016/j.taap.2022.116110. PMID: 35688186.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:35688186,https://www.ncbi.nlm.nih.gov/pubmed/35688186,131566,DCBLD2,34251403,,35688186,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,131566,DCBLD2,https://ctdbase.org/detail.go?type=gene&acc=131566,9606,Homo sapiens (human)
Caffeine results in decreased phosphorylation of DCP1A protein,,,2519,"Zhang Z, Zhang Y, Li Y, Jiang S, Xu F, Li K, Chang L, Gao H, Kukic P, Carmichael PL, Liddell M, Li J, Zhang Q, Lyu Z, Peng S, Zuo T, Tulum L, Xu P. Quantitative phosphoproteomics reveal cellular responses from caffeine, coumarin and quercetin in treated HepG2 cells. Toxicol Appl Pharmacol. 2022 Aug 15;449():116110. doi: 10.1016/j.taap.2022.116110. PMID: 35688186.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:35688186,https://www.ncbi.nlm.nih.gov/pubmed/35688186,55802,DCP1A,34251403,,35688186,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,55802,DCP1A,https://ctdbase.org/detail.go?type=gene&acc=55802,9606,Homo sapiens (human)
Caffeine affects the phosphorylation of DCTN2 protein,,,2519,"Zhang Z, Zhang Y, Li Y, Jiang S, Xu F, Li K, Chang L, Gao H, Kukic P, Carmichael PL, Liddell M, Li J, Zhang Q, Lyu Z, Peng S, Zuo T, Tulum L, Xu P. Quantitative phosphoproteomics reveal cellular responses from caffeine, coumarin and quercetin in treated HepG2 cells. Toxicol Appl Pharmacol. 2022 Aug 15;449():116110. doi: 10.1016/j.taap.2022.116110. PMID: 35688186.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:35688186,https://www.ncbi.nlm.nih.gov/pubmed/35688186,10540,DCTN2,34251403,,35688186,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,10540,DCTN2,https://ctdbase.org/detail.go?type=gene&acc=10540,9606,Homo sapiens (human)
Caffeine results in decreased phosphorylation of MAPKAP1 protein,,,2519,"Zhang Z, Zhang Y, Li Y, Jiang S, Xu F, Li K, Chang L, Gao H, Kukic P, Carmichael PL, Liddell M, Li J, Zhang Q, Lyu Z, Peng S, Zuo T, Tulum L, Xu P. Quantitative phosphoproteomics reveal cellular responses from caffeine, coumarin and quercetin in treated HepG2 cells. Toxicol Appl Pharmacol. 2022 Aug 15;449():116110. doi: 10.1016/j.taap.2022.116110. PMID: 35688186.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:35688186,https://www.ncbi.nlm.nih.gov/pubmed/35688186,79109,MAPKAP1,34251403,,35688186,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,79109,MAPKAP1,https://ctdbase.org/detail.go?type=gene&acc=79109,9606,Homo sapiens (human)
Caffeine affects the phosphorylation of MAPT protein,,,2519,"Zhang Z, Zhang Y, Li Y, Jiang S, Xu F, Li K, Chang L, Gao H, Kukic P, Carmichael PL, Liddell M, Li J, Zhang Q, Lyu Z, Peng S, Zuo T, Tulum L, Xu P. Quantitative phosphoproteomics reveal cellular responses from caffeine, coumarin and quercetin in treated HepG2 cells. Toxicol Appl Pharmacol. 2022 Aug 15;449():116110. doi: 10.1016/j.taap.2022.116110. PMID: 35688186.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:35688186,https://www.ncbi.nlm.nih.gov/pubmed/35688186,4137,MAPT,34251403,,35688186,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,4137,MAPT,https://ctdbase.org/detail.go?type=gene&acc=4137,9606,Homo sapiens (human)
Caffeine affects the phosphorylation of MARCKSL1 protein,,,2519,"Zhang Z, Zhang Y, Li Y, Jiang S, Xu F, Li K, Chang L, Gao H, Kukic P, Carmichael PL, Liddell M, Li J, Zhang Q, Lyu Z, Peng S, Zuo T, Tulum L, Xu P. Quantitative phosphoproteomics reveal cellular responses from caffeine, coumarin and quercetin in treated HepG2 cells. Toxicol Appl Pharmacol. 2022 Aug 15;449():116110. doi: 10.1016/j.taap.2022.116110. PMID: 35688186.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:35688186,https://www.ncbi.nlm.nih.gov/pubmed/35688186,65108,MARCKSL1,34251403,,35688186,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,65108,MARCKSL1,https://ctdbase.org/detail.go?type=gene&acc=65108,9606,Homo sapiens (human)
Caffeine results in decreased phosphorylation of DCTPP1 protein,,,2519,"Zhang Z, Zhang Y, Li Y, Jiang S, Xu F, Li K, Chang L, Gao H, Kukic P, Carmichael PL, Liddell M, Li J, Zhang Q, Lyu Z, Peng S, Zuo T, Tulum L, Xu P. Quantitative phosphoproteomics reveal cellular responses from caffeine, coumarin and quercetin in treated HepG2 cells. Toxicol Appl Pharmacol. 2022 Aug 15;449():116110. doi: 10.1016/j.taap.2022.116110. PMID: 35688186.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:35688186,https://www.ncbi.nlm.nih.gov/pubmed/35688186,79077,DCTPP1,34251403,,35688186,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,79077,DCTPP1,https://ctdbase.org/detail.go?type=gene&acc=79077,9606,Homo sapiens (human)
Caffeine results in decreased phosphorylation of DDR1 protein,,,2519,"Zhang Z, Zhang Y, Li Y, Jiang S, Xu F, Li K, Chang L, Gao H, Kukic P, Carmichael PL, Liddell M, Li J, Zhang Q, Lyu Z, Peng S, Zuo T, Tulum L, Xu P. Quantitative phosphoproteomics reveal cellular responses from caffeine, coumarin and quercetin in treated HepG2 cells. Toxicol Appl Pharmacol. 2022 Aug 15;449():116110. doi: 10.1016/j.taap.2022.116110. PMID: 35688186.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:35688186,https://www.ncbi.nlm.nih.gov/pubmed/35688186,780,DDR1,34251403,,35688186,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,780,DDR1,https://ctdbase.org/detail.go?type=gene&acc=780,9606,Homo sapiens (human)
Caffeine results in decreased phosphorylation of DDX18 protein,,,2519,"Zhang Z, Zhang Y, Li Y, Jiang S, Xu F, Li K, Chang L, Gao H, Kukic P, Carmichael PL, Liddell M, Li J, Zhang Q, Lyu Z, Peng S, Zuo T, Tulum L, Xu P. Quantitative phosphoproteomics reveal cellular responses from caffeine, coumarin and quercetin in treated HepG2 cells. Toxicol Appl Pharmacol. 2022 Aug 15;449():116110. doi: 10.1016/j.taap.2022.116110. PMID: 35688186.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:35688186,https://www.ncbi.nlm.nih.gov/pubmed/35688186,8886,DDX18,34251403,,35688186,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,8886,DDX18,https://ctdbase.org/detail.go?type=gene&acc=8886,9606,Homo sapiens (human)
Caffeine results in increased phosphorylation of MARK3 protein,,,2519,"Zhang Z, Zhang Y, Li Y, Jiang S, Xu F, Li K, Chang L, Gao H, Kukic P, Carmichael PL, Liddell M, Li J, Zhang Q, Lyu Z, Peng S, Zuo T, Tulum L, Xu P. Quantitative phosphoproteomics reveal cellular responses from caffeine, coumarin and quercetin in treated HepG2 cells. Toxicol Appl Pharmacol. 2022 Aug 15;449():116110. doi: 10.1016/j.taap.2022.116110. PMID: 35688186.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:35688186,https://www.ncbi.nlm.nih.gov/pubmed/35688186,4140,MARK3,34251403,,35688186,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,4140,MARK3,https://ctdbase.org/detail.go?type=gene&acc=4140,9606,Homo sapiens (human)
Caffeine affects the phosphorylation of MAST3 protein,,,2519,"Zhang Z, Zhang Y, Li Y, Jiang S, Xu F, Li K, Chang L, Gao H, Kukic P, Carmichael PL, Liddell M, Li J, Zhang Q, Lyu Z, Peng S, Zuo T, Tulum L, Xu P. Quantitative phosphoproteomics reveal cellular responses from caffeine, coumarin and quercetin in treated HepG2 cells. Toxicol Appl Pharmacol. 2022 Aug 15;449():116110. doi: 10.1016/j.taap.2022.116110. PMID: 35688186.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:35688186,https://www.ncbi.nlm.nih.gov/pubmed/35688186,23031,MAST3,34251403,,35688186,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,23031,MAST3,https://ctdbase.org/detail.go?type=gene&acc=23031,9606,Homo sapiens (human)
Caffeine affects the phosphorylation of MAVS protein,,,2519,"Zhang Z, Zhang Y, Li Y, Jiang S, Xu F, Li K, Chang L, Gao H, Kukic P, Carmichael PL, Liddell M, Li J, Zhang Q, Lyu Z, Peng S, Zuo T, Tulum L, Xu P. Quantitative phosphoproteomics reveal cellular responses from caffeine, coumarin and quercetin in treated HepG2 cells. Toxicol Appl Pharmacol. 2022 Aug 15;449():116110. doi: 10.1016/j.taap.2022.116110. PMID: 35688186.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:35688186,https://www.ncbi.nlm.nih.gov/pubmed/35688186,57506,MAVS,34251403,,35688186,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,57506,MAVS,https://ctdbase.org/detail.go?type=gene&acc=57506,9606,Homo sapiens (human)
Caffeine affects the phosphorylation of DDX39A protein,,,2519,"Zhang Z, Zhang Y, Li Y, Jiang S, Xu F, Li K, Chang L, Gao H, Kukic P, Carmichael PL, Liddell M, Li J, Zhang Q, Lyu Z, Peng S, Zuo T, Tulum L, Xu P. Quantitative phosphoproteomics reveal cellular responses from caffeine, coumarin and quercetin in treated HepG2 cells. Toxicol Appl Pharmacol. 2022 Aug 15;449():116110. doi: 10.1016/j.taap.2022.116110. PMID: 35688186.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:35688186,https://www.ncbi.nlm.nih.gov/pubmed/35688186,10212,DDX39A,34251403,,35688186,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,10212,DDX39A,https://ctdbase.org/detail.go?type=gene&acc=10212,9606,Homo sapiens (human)
Caffeine results in decreased phosphorylation of DDX41 protein,,,2519,"Zhang Z, Zhang Y, Li Y, Jiang S, Xu F, Li K, Chang L, Gao H, Kukic P, Carmichael PL, Liddell M, Li J, Zhang Q, Lyu Z, Peng S, Zuo T, Tulum L, Xu P. Quantitative phosphoproteomics reveal cellular responses from caffeine, coumarin and quercetin in treated HepG2 cells. Toxicol Appl Pharmacol. 2022 Aug 15;449():116110. doi: 10.1016/j.taap.2022.116110. PMID: 35688186.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:35688186,https://www.ncbi.nlm.nih.gov/pubmed/35688186,51428,DDX41,34251403,,35688186,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,51428,DDX41,https://ctdbase.org/detail.go?type=gene&acc=51428,9606,Homo sapiens (human)
Caffeine results in increased phosphorylation of MBD4 protein,,,2519,"Zhang Z, Zhang Y, Li Y, Jiang S, Xu F, Li K, Chang L, Gao H, Kukic P, Carmichael PL, Liddell M, Li J, Zhang Q, Lyu Z, Peng S, Zuo T, Tulum L, Xu P. Quantitative phosphoproteomics reveal cellular responses from caffeine, coumarin and quercetin in treated HepG2 cells. Toxicol Appl Pharmacol. 2022 Aug 15;449():116110. doi: 10.1016/j.taap.2022.116110. PMID: 35688186.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:35688186,https://www.ncbi.nlm.nih.gov/pubmed/35688186,8930,MBD4,34251403,,35688186,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,8930,MBD4,https://ctdbase.org/detail.go?type=gene&acc=8930,9606,Homo sapiens (human)
"[caffeine co-treated with 1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine] results in increased expression of MC2R mrna|caffeine inhibits the reaction [1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine results in decreased expression of MC2R mrna]",,,2519,"Singh K, Singh S, Singhal NK, Sharma A, Parmar D, Singh MP. Nicotine- and caffeine-mediated changes in gene expression patterns of MPTP-lesioned mouse striatum: Implications in neuroprotection mechanism. Chem Biol Interact. 2010 Apr 29;185(2):81–93. doi: 10.1016/j.cbi.2010.03.015. PMID: 20230807.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:20230807,https://www.ncbi.nlm.nih.gov/pubmed/20230807,4158,MC2R,6562262,,20230807,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,4158,MC2R,https://ctdbase.org/detail.go?type=gene&acc=4158,10090,Mus musculus (house mouse)
Caffeine results in decreased phosphorylation of MCM10 protein,,,2519,"Zhang Z, Zhang Y, Li Y, Jiang S, Xu F, Li K, Chang L, Gao H, Kukic P, Carmichael PL, Liddell M, Li J, Zhang Q, Lyu Z, Peng S, Zuo T, Tulum L, Xu P. Quantitative phosphoproteomics reveal cellular responses from caffeine, coumarin and quercetin in treated HepG2 cells. Toxicol Appl Pharmacol. 2022 Aug 15;449():116110. doi: 10.1016/j.taap.2022.116110. PMID: 35688186.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:35688186,https://www.ncbi.nlm.nih.gov/pubmed/35688186,55388,MCM10,34251403,,35688186,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,55388,MCM10,https://ctdbase.org/detail.go?type=gene&acc=55388,9606,Homo sapiens (human)
Caffeine results in decreased phosphorylation of DDX55 protein,,,2519,"Zhang Z, Zhang Y, Li Y, Jiang S, Xu F, Li K, Chang L, Gao H, Kukic P, Carmichael PL, Liddell M, Li J, Zhang Q, Lyu Z, Peng S, Zuo T, Tulum L, Xu P. Quantitative phosphoproteomics reveal cellular responses from caffeine, coumarin and quercetin in treated HepG2 cells. Toxicol Appl Pharmacol. 2022 Aug 15;449():116110. doi: 10.1016/j.taap.2022.116110. PMID: 35688186.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:35688186,https://www.ncbi.nlm.nih.gov/pubmed/35688186,57696,DDX55,34251403,,35688186,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,57696,DDX55,https://ctdbase.org/detail.go?type=gene&acc=57696,9606,Homo sapiens (human)
Caffeine results in decreased phosphorylation of DENND1A protein,,,2519,"Zhang Z, Zhang Y, Li Y, Jiang S, Xu F, Li K, Chang L, Gao H, Kukic P, Carmichael PL, Liddell M, Li J, Zhang Q, Lyu Z, Peng S, Zuo T, Tulum L, Xu P. Quantitative phosphoproteomics reveal cellular responses from caffeine, coumarin and quercetin in treated HepG2 cells. Toxicol Appl Pharmacol. 2022 Aug 15;449():116110. doi: 10.1016/j.taap.2022.116110. PMID: 35688186.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:35688186,https://www.ncbi.nlm.nih.gov/pubmed/35688186,57706,DENND1A,34251403,,35688186,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,57706,DENND1A,https://ctdbase.org/detail.go?type=gene&acc=57706,9606,Homo sapiens (human)
Caffeine results in decreased phosphorylation of MCM4 protein,,,2519,"Zhang Z, Zhang Y, Li Y, Jiang S, Xu F, Li K, Chang L, Gao H, Kukic P, Carmichael PL, Liddell M, Li J, Zhang Q, Lyu Z, Peng S, Zuo T, Tulum L, Xu P. Quantitative phosphoproteomics reveal cellular responses from caffeine, coumarin and quercetin in treated HepG2 cells. Toxicol Appl Pharmacol. 2022 Aug 15;449():116110. doi: 10.1016/j.taap.2022.116110. PMID: 35688186.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:35688186,https://www.ncbi.nlm.nih.gov/pubmed/35688186,4173,MCM4,34251403,,35688186,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,4173,MCM4,https://ctdbase.org/detail.go?type=gene&acc=4173,9606,Homo sapiens (human)
Caffeine affects the phosphorylation of MCMBP protein,,,2519,"Zhang Z, Zhang Y, Li Y, Jiang S, Xu F, Li K, Chang L, Gao H, Kukic P, Carmichael PL, Liddell M, Li J, Zhang Q, Lyu Z, Peng S, Zuo T, Tulum L, Xu P. Quantitative phosphoproteomics reveal cellular responses from caffeine, coumarin and quercetin in treated HepG2 cells. Toxicol Appl Pharmacol. 2022 Aug 15;449():116110. doi: 10.1016/j.taap.2022.116110. PMID: 35688186.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:35688186,https://www.ncbi.nlm.nih.gov/pubmed/35688186,79892,MCMBP,34251403,,35688186,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,79892,MCMBP,https://ctdbase.org/detail.go?type=gene&acc=79892,9606,Homo sapiens (human)
Caffeine results in decreased phosphorylation of MCTP2 protein,,,2519,"Zhang Z, Zhang Y, Li Y, Jiang S, Xu F, Li K, Chang L, Gao H, Kukic P, Carmichael PL, Liddell M, Li J, Zhang Q, Lyu Z, Peng S, Zuo T, Tulum L, Xu P. Quantitative phosphoproteomics reveal cellular responses from caffeine, coumarin and quercetin in treated HepG2 cells. Toxicol Appl Pharmacol. 2022 Aug 15;449():116110. doi: 10.1016/j.taap.2022.116110. PMID: 35688186.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:35688186,https://www.ncbi.nlm.nih.gov/pubmed/35688186,55784,MCTP2,34251403,,35688186,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,55784,MCTP2,https://ctdbase.org/detail.go?type=gene&acc=55784,9606,Homo sapiens (human)
Caffeine results in decreased phosphorylation of DENND6A protein,,,2519,"Zhang Z, Zhang Y, Li Y, Jiang S, Xu F, Li K, Chang L, Gao H, Kukic P, Carmichael PL, Liddell M, Li J, Zhang Q, Lyu Z, Peng S, Zuo T, Tulum L, Xu P. Quantitative phosphoproteomics reveal cellular responses from caffeine, coumarin and quercetin in treated HepG2 cells. Toxicol Appl Pharmacol. 2022 Aug 15;449():116110. doi: 10.1016/j.taap.2022.116110. PMID: 35688186.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:35688186,https://www.ncbi.nlm.nih.gov/pubmed/35688186,201627,DENND6A,34251403,,35688186,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,201627,DENND6A,https://ctdbase.org/detail.go?type=gene&acc=201627,9606,Homo sapiens (human)
Caffeine results in increased phosphorylation of DGCR8 protein,,,2519,"Zhang Z, Zhang Y, Li Y, Jiang S, Xu F, Li K, Chang L, Gao H, Kukic P, Carmichael PL, Liddell M, Li J, Zhang Q, Lyu Z, Peng S, Zuo T, Tulum L, Xu P. Quantitative phosphoproteomics reveal cellular responses from caffeine, coumarin and quercetin in treated HepG2 cells. Toxicol Appl Pharmacol. 2022 Aug 15;449():116110. doi: 10.1016/j.taap.2022.116110. PMID: 35688186.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:35688186,https://www.ncbi.nlm.nih.gov/pubmed/35688186,54487,DGCR8,34251403,,35688186,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,54487,DGCR8,https://ctdbase.org/detail.go?type=gene&acc=54487,9606,Homo sapiens (human)
Caffeine results in decreased expression of DHCR24 mRNA,,,2519,"Robinson JF, van Beelen VA, Verhoef A, Renkens MF, Luijten M, van Herwijnen MH, Westerman A, Pennings JL, Piersma AH. Embryotoxicant-specific transcriptomic responses in rat postimplantation whole-embryo culture. Toxicol Sci. 2010 Dec;118(2):675–85. doi: 10.1093/toxsci/kfq292. PMID: 20864626.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:20864626,https://www.ncbi.nlm.nih.gov/pubmed/20864626,1718,DHCR24,22780097,,20864626,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,1718,DHCR24,https://ctdbase.org/detail.go?type=gene&acc=1718,10116,Rattus norvegicus (Norway rat)
Caffeine results in decreased phosphorylation of MDN1 protein,,,2519,"Zhang Z, Zhang Y, Li Y, Jiang S, Xu F, Li K, Chang L, Gao H, Kukic P, Carmichael PL, Liddell M, Li J, Zhang Q, Lyu Z, Peng S, Zuo T, Tulum L, Xu P. Quantitative phosphoproteomics reveal cellular responses from caffeine, coumarin and quercetin in treated HepG2 cells. Toxicol Appl Pharmacol. 2022 Aug 15;449():116110. doi: 10.1016/j.taap.2022.116110. PMID: 35688186.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:35688186,https://www.ncbi.nlm.nih.gov/pubmed/35688186,23195,MDN1,34251403,,35688186,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,23195,MDN1,https://ctdbase.org/detail.go?type=gene&acc=23195,9606,Homo sapiens (human)
Caffeine results in decreased phosphorylation of MED13L protein,,,2519,"Zhang Z, Zhang Y, Li Y, Jiang S, Xu F, Li K, Chang L, Gao H, Kukic P, Carmichael PL, Liddell M, Li J, Zhang Q, Lyu Z, Peng S, Zuo T, Tulum L, Xu P. Quantitative phosphoproteomics reveal cellular responses from caffeine, coumarin and quercetin in treated HepG2 cells. Toxicol Appl Pharmacol. 2022 Aug 15;449():116110. doi: 10.1016/j.taap.2022.116110. PMID: 35688186.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:35688186,https://www.ncbi.nlm.nih.gov/pubmed/35688186,23389,MED13L,34251403,,35688186,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,23389,MED13L,https://ctdbase.org/detail.go?type=gene&acc=23389,9606,Homo sapiens (human)
Caffeine results in increased expression of DHODH protein,,,2519,"Miñana MD, Portolés M, Jordá A, Grisolía S. Lesch-Nyhan syndrome, caffeine model: increase of purine and pyrimidine enzymes in rat brain. J Neurochem. 1984 Dec;43(6):1556–60. doi: 10.1111/j.1471-4159.1984.tb06078.x. PMID: 6149265.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:6149265,https://www.ncbi.nlm.nih.gov/pubmed/6149265,1723,DHODH,7006179,,6149265,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,1723,DHODH,https://ctdbase.org/detail.go?type=gene&acc=1723,10116,Rattus norvegicus (Norway rat)
Caffeine affects the phosphorylation of DHX36 protein,,,2519,"Zhang Z, Zhang Y, Li Y, Jiang S, Xu F, Li K, Chang L, Gao H, Kukic P, Carmichael PL, Liddell M, Li J, Zhang Q, Lyu Z, Peng S, Zuo T, Tulum L, Xu P. Quantitative phosphoproteomics reveal cellular responses from caffeine, coumarin and quercetin in treated HepG2 cells. Toxicol Appl Pharmacol. 2022 Aug 15;449():116110. doi: 10.1016/j.taap.2022.116110. PMID: 35688186.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:35688186,https://www.ncbi.nlm.nih.gov/pubmed/35688186,170506,DHX36,34251403,,35688186,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,170506,DHX36,https://ctdbase.org/detail.go?type=gene&acc=170506,9606,Homo sapiens (human)
Caffeine affects the phosphorylation of DICER1 protein,,,2519,"Zhang Z, Zhang Y, Li Y, Jiang S, Xu F, Li K, Chang L, Gao H, Kukic P, Carmichael PL, Liddell M, Li J, Zhang Q, Lyu Z, Peng S, Zuo T, Tulum L, Xu P. Quantitative phosphoproteomics reveal cellular responses from caffeine, coumarin and quercetin in treated HepG2 cells. Toxicol Appl Pharmacol. 2022 Aug 15;449():116110. doi: 10.1016/j.taap.2022.116110. PMID: 35688186.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:35688186,https://www.ncbi.nlm.nih.gov/pubmed/35688186,23405,DICER1,34251403,,35688186,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,23405,DICER1,https://ctdbase.org/detail.go?type=gene&acc=23405,9606,Homo sapiens (human)
